,economia_19
AG,12565
AE,42087
AF,695
DZ,5565
AZ,7521
AL,4219
AM,3685
AD,38391
AO,5102
AR,13812
AU,69303
AT,48068
BH,23649
BB,16091
BW,6902
BE,44921
BS,28816
BD,828
BZ,4674
BA,4722
BO,2645
MM,1197
BJ,834
BY,6935
SB,1769
BR,12292
BT,2422
BG,7373
BN,47651
BI,250
CA,52271
KH,950
TD,1102
LK,3351
CG,2947
CD,425
CN,6232
CL,15432
CM,1381
KM,1589
CO,7885
CR,9985
CF,498
CU,6426
CV,3408
CY,28985
DK,58308
DJ,1424
DM,6746
DO,5969
EC,5702
EG,3115
IE,48219
GQ,21558
EE,17392
ER,678
SV,3828
ET,457
CZ,19588
FI,47424
FJ,4547
FM,3151
FR,40754
GM,506
GA,9089
GE,3858
GH,1630
GD,7583
DE,43717
GR,21591
GT,3300
GN,677
GY,3786
HT,760
HN,2178
HR,13165
HU,12954
IS,43904
ID,3688
IN,1473
IR,7887
IL,33419
IT,34701
CI,1251
IQ,5672
JP,48302
JM,5210
JO,3871
KE,1155
KG,1181
KP,643
KI,1746
KR,24480
KW,51257
KZ,12292
LA,1589
LB,8923
LV,13611
LT,14113
LR,415
SK,17244
LI,165123
LS,1282
LU,106460
LY,16322
MG,544
MD,1788
MN,4368
MW,355
ME,6526
MK,4699
ML,777
MC,152002
MA,2948
MU,9310
MR,1366
MT,21873
OM,22135
MV,7473
MX,9941
MY,10780
MZ,595
NE,392
VU,3159
NG,2755
NL,49374
NO,101801
NP,648
NR,11510
SR,9272
NI,1792
NZ,39437
SS,885
PY,3856
PE,6388
PK,1206
PL,13058
PA,10590
PT,20447
PG,2862
PW,10362
GW,604
QA,88565
RS,5657
MH,3514
RO,8510
PH,2582
RU,15131
RW,678
SA,25303
KN,13966
SC,11481
ZA,7478
SN,1037
SI,22497
SL,562
SM,56421
SG,54861
SO,102
ES,28512
LC,7451
SD,1719
SE,57005
SY,1962
CH,83176
TT,19152
TH,5860
TJ,955
TL,5763
TO,4437
TG,565
ST,1381
TN,4138
TR,11720
TV,3512
TM,6675
TZ,812
UG,675
GB,41433
UA,3876
US,51559
BF,674
UY,15092
UZ,1765
VC,6338
VE,12755
VN,1723
NA,5749
WS,4229
SZ,3831
YE,1288
ZM,1735
ZW,956
