,economia_19
AG,9623
AE,33665
AF,214
DZ,2094
AZ,870
AL,1788
AM,992
AD,32775
AO,979
AR,3666
AU,28390
AT,32007
BH,14222
BB,12028
BW,4163
BE,30616
BS,28092
BD,372
BZ,3680
BA,2305
BO,917
MM,208
BJ,519
BY,1897
SB,703
BR,3063
BT,998
BG,2689
BN,20561
BI,86
CA,28216
KH,363
TD,331
LK,1125
CG,998
CD,174
CN,1279
CL,4816
CM,892
KM,1127
CO,2245
CR,4168
CF,300
CU,3193
CV,2012
CY,20240
DK,40486
DJ,827
DM,4812
DO,2274
EC,2440
EG,1001
IE,40567
GQ,5324
EE,7163
ER,233
SV,2520
ET,117
CZ,9698
FI,32726
FJ,2871
FM,2293
FR,29567
GM,360
GA,4937
GE,872
GH,598
GD,5773
DE,30674
GR,17958
GT,1753
GN,512
GY,1576
HT,315
HN,1171
HR,7897
HU,8413
IS,39300
ID,1133
IN,517
IR,2255
IL,19980
IT,26993
CI,866
IQ,645
JP,34713
JM,3477
JO,1889
KE,501
KG,383
KP,471
KI,1060
KR,14100
KW,22071
KZ,2024
LA,391
LB,5350
LV,5095
LT,5507
LR,170
SK,6282
LI,98957
LS,576
LU,66074
LY,4672
MG,373
MD,475
MN,749
MW,260
ME,2802
MK,2409
ML,392
MC,107029
MA,1754
MU,5024
MR,529
MT,13432
OM,9070
MV,3481
MX,6904
MY,4464
MZ,284
NE,209
VU,1580
NG,824
NL,35297
NO,50054
NP,259
NR,2385
SR,3190
NI,1012
NZ,20862
SS,99999999999998
PY,1175
PE,2181
PK,616
PL,5659
PA,4030
PT,15730
PG,929
PW,8018
GW,361
QA,33769
RS,2832
MH,2442
RO,2755
PH,1011
RU,2976
RW,213
SA,9567
KN,9838
SC,9852
ZA,3678
SN,643
SI,14932
SL,267
SM,58094
SG,22828
SO,154
ES,21260
LC,5006
SD,99999999999998
SE,36990
SY,1198
CH,48400
TT,8805
TH,2359
TJ,236
TL,527
TO,2078
TG,392
ST,649
TN,2762
TR,4719
TV,1880
TM,2420
TZ,412
UG,294
GB,34214
UA,1093
US,39688
BF,332
UY,3622
UZ,393
VC,4447
VE,3229
VN,478
NA,2422
WS,1810
SZ,2021
YE,697
ZM,429
ZW,531
