,economia_19
AG,13012
AE,33505
AF,449
DZ,3869
AZ,4963
AL,4065
AM,3193
AD,43337
AO,3103
AR,8244
AU,46550
AT,47807
BH,19357
BB,15609
BW,5186
BE,44614
BS,28130
BD,679
BZ,4259
BA,4701
BO,1777
MM,661
BJ,793
BY,5376
SB,1237
BR,8553
BT,1770
BG,6959
BN,30988
BI,209
CA,40579
KH,738
TD,819
LK,2398
CG,2195
CD,299
CN,3788
CL,10243
CM,1339
KM,1587
CO,5148
CR,6809
CF,461
CU,5485
CV,3445
CY,32104
DK,58128
DJ,1211
DM,7005
DO,4921
EC,4256
EG,2279
IE,51728
GQ,16530
EE,14718
ER,431
SV,3366
ET,330
CZ,19618
FI,47071
FJ,3369
FM,2693
FR,41577
GM,549
GA,7367
GE,2511
GH,1087
GD,7395
DE,42213
GR,28835
GT,2636
GN,636
GY,2716
HT,660
HN,1815
HR,14429
HU,13113
IS,40951
ID,2400
IN,1069
IR,5651
IL,28539
IT,36636
CI,1218
IQ,3668
JP,40690
JM,4322
JO,3492
KE,920
KG,878
KP,494
KI,1297
KR,18265
KW,37591
KZ,7125
LA,985
LB,8481
LV,12200
LT,11815
LR,303
SK,16468
LI,139290
LS,923
LU,103505
LY,11246
MG,479
MD,1328
MN,1992
MW,421
ME,6677
MK,4544
ML,697
MC,149242
MA,2904
MU,7338
MR,1044
MT,20596
OM,16784
MV,6616
MX,7792
MY,7327
MZ,464
NE,341
VU,2643
NG,1765
NL,51596
NO,80092
NP,476
NR,5454
SR,7444
NI,1464
NZ,28065
SS,1266
PY,2600
PE,4167
PK,967
PL,11475
PA,7430
PT,22863
PG,1663
PW,9187
GW,545
QA,60744
RS,5821
MH,2917
RO,8120
PH,1825
RU,8544
RW,539
SA,16094
KN,14216
SC,9309
ZA,5806
SN,1018
SI,24684
SL,389
SM,76904
SG,38749
SO,172
ES,32253
LC,6880
SD,1436
SE,46133
SY,2598
CH,69985
TT,14509
TH,4212
TJ,666
TL,3111
TO,3148
TG,532
ST,1100
TN,4130
TR,9037
TV,2594
TM,4036
TZ,658
UG,581
GB,37989
UA,2643
US,47108
BF,553
UY,9415
UZ,1202
VC,6177
VE,11523
VN,1211
NA,4154
WS,3145
SZ,3031
YE,1224
ZM,1139
ZW,606
