,economia_19
AG,9303
AE,31721
AF,195
DZ,1776
AZ,753
AL,1397
AM,835
AD,24743
AO,870
AR,2919
AU,22362
AT,26233
BH,13050
BB,11675
BW,3056
BE,24976
BS,28727
BD,345
BZ,3557
BA,1826
BO,914
MM,220
BJ,419
BY,1542
SB,629
BR,2842
BT,886
BG,2069
BN,18666
BI,93
CA,24199
KH,339
TD,251
LK,1027
CG,886
CD,175
CN,1138
CL,4487
CM,732
KM,897
CO,2356
CR,4062
CF,265
CU,2994
CV,1562
CY,16042
DK,33248
DJ,799
DM,4635
DO,2905
EC,2184
EG,1192
IE,32179
GQ,4077
EE,5295
ER,202
SV,2408
ET,109
CZ,7969
FI,26769
FJ,2289
FM,2257
FR,24142
GM,441
GA,4174
GE,734
GH,496
GD,5292
DE,25477
GR,13715
GT,1702
GN,446
GY,1540
HT,364
HN,1145
HR,6115
HU,6659
IS,32270
ID,958
IN,449
IR,2207
IL,19404
IT,21912
CI,711
IQ,699
JP,32174
JM,3606
JO,1812
KE,454
KG,322
KP,468
KI,844
KR,12687
KW,17789
KZ,1631
LA,347
LB,5312
LV,4093
LT,4144
LR,224
SK,4588
LI,87413
LS,393
LU,53225
LY,3964
MG,309
MD,398
MN,663
MW,291
ME,2107
MK,1961
ML,334
MC,87705
MA,1439
MU,4206
MR,461
MT,11132
OM,8629
MV,3103
MX,7399
MY,4167
MZ,263
NE,176
VU,1362
NG,739
NL,28888
NO,42987
NP,240
NR,1891
SR,2772
NI,1007
NZ,15776
SS,99999999999998
PY,1148
PE,2060
PK,555
PL,5163
PA,3897
PT,12853
PG,781
PW,8257
GW,316
QA,29632
RS,2149
MH,2395
RO,2113
PH,1000
RU,2379
RW,196
SA,8655
KN,10348
SC,9951
ZA,2461
SN,513
SI,11851
SL,253
SM,46126
SG,22255
SO,127
ES,16796
LC,4643
SD,99999999999998
SE,29586
SY,1275
CH,41609
TT,7050
TH,2096
TJ,189
TL,526
TO,1829
TG,323
ST,559
TN,2346
TR,3660
TV,1519
TM,1887
TZ,393
UG,288
GB,29796
UA,916
US,38182
BF,261
UY,4089
UZ,387
VC,4271
VE,3656
VN,428
NA,1669
WS,1495
SZ,1325
YE,647
ZM,377
ZW,569
