,economia_19
AG,12947
AE,44443
AF,651
DZ,5466
AZ,7917
AL,4529
AM,3995
AD,42293
AO,5413
AR,13193
AU,62093
AT,51184
BH,24983
BB,15574
BW,7494
BE,47336
BS,28374
BD,1086
BZ,4852
BA,5204
BO,3124
MM,1277
BJ,931
BY,8309
SB,1913
BR,12027
BT,2523
BG,7855
BN,41529
BI,274
CA,50355
KH,1099
TD,1082
LK,3848
CG,2890
CD,487
CN,7578
CL,14817
CM,1571
KM,1728
CO,7913
CR,10647
CF,389
CU,7050
CV,3530
CY,27400
DK,62323
DJ,1742
DM,7195
DO,6269
EC,6432
EG,3235
IE,55075
GQ,19246
EE,19892
ER,854
SV,3989
ET,556
CZ,19608
FI,49931
FJ,5062
FM,3057
FR,42924
GM,443
GA,9283
GE,4135
GH,1450
GD,8571
DE,47744
GR,21042
GT,3688
GN,744
GY,4031
HT,819
HN,2243
HR,13536
HU,14278
IS,52643
ID,3492
IN,1576
IR,5662
IL,38837
IT,36112
CI,1567
IQ,5691
JP,37833
JM,4856
JO,4067
KE,1335
KG,1293
KP,696
KI,1611
KR,28011
KW,43003
KZ,12661
LA,2018
LB,8537
LV,15584
LT,16394
LR,468
SK,18581
LI,179318
LS,1175
LU,119226
LY,4960
MG,503
MD,1962
MN,4182
MW,349
ME,7309
MK,5469
ML,848
MC,185145
MA,3208
MU,10184
MR,1319
MT,26358
OM,20458
MV,9057
MX,10581
MY,11184
MZ,623
NE,430
VU,3148
NG,3222
NL,52082
NO,97142
NP,697
NR,10307
SR,9565
NI,1975
NZ,44004
SS,1374
PY,4713
PE,6491
PK,1342
PL,14237
PA,12594
PT,21930
PG,2863
PW,11683
GW,595
QA,86853
RS,6199
MH,3462
RO,9988
PH,2843
RU,13939
RW,707
SA,24575
KN,15776
SC,14401
ZA,6433
SN,1050
SI,24099
SL,708
SM,56492
SG,56559
SO,102
ES,29597
LC,7962
SD,1838
SE,59221
SY,1775
CH,86174
TT,20131
TH,5942
TJ,1105
TL,3333
TO,4118
TG,632
ST,1824
TN,4272
TR,12127
TV,3419
TM,7962
TZ,948
UG,720
GB,46494
UA,2974
US,54852
BF,704
UY,16738
UZ,2081
VC,6633
VE,11819
VN,2012
NA,5393
WS,4286
SZ,3446
YE,1273
ZM,1738
ZW,1027
