,economia_19
AG,11929
AE,40434
AF,645
DZ,5432
AZ,7211
AL,4405
AM,3761
AD,41101
AO,4616
AR,12727
AU,68449
AT,50961
BH,22512
BB,15982
BW,7484
BE,47853
BS,27472
BD,802
BZ,4516
BA,5054
BO,2378
MM,1145
BJ,826
BY,6523
SB,1613
BR,13167
BT,2458
BG,7806
BN,47016
BI,247
CA,51787
KH,882
TD,943
LK,3214
CG,3279
CD,387
CN,5501
CL,14706
CM,1430
KM,1627
CO,7228
CR,9187
CF,506
CU,6122
CV,3670
CY,32236
DK,61618
DJ,1334
DM,6991
DO,5759
EC,5223
EG,2690
IE,51263
GQ,21452
EE,17442
ER,583
SV,3737
ET,338
CZ,21568
FI,50782
FJ,4353
FM,3001
FR,43718
GM,518
GA,10005
GE,3461
GH,1575
GD,7410
DE,46429
GR,25195
GT,3188
GN,615
GY,3440
HT,737
HN,2121
HR,14461
HU,14223
IS,45553
ID,3634
IN,1501
IR,7981
IL,34567
IT,38091
CI,1228
IQ,4963
JP,47916
JM,5103
JO,3807
KE,987
KG,1126
KP,638
KI,1683
KR,24173
KW,48273
KZ,11571
LA,1380
LB,8734
LV,13605
LT,14132
LR,378
SK,18149
LI,175052
LS,1352
LU,115407
LY,6553
MG,569
MD,1721
MN,3770
MW,512
ME,7256
MK,5064
ML,835
MC,162166
MA,3085
MU,9207
MR,1389
MT,22720
OM,20986
MV,7396
MX,9913
MY,10405
MZ,527
NE,376
VU,3275
NG,2542
NL,53400
NO,100823
NP,676
NR,8413
SR,8319
NI,1683
NZ,38128
SS,1703
PY,3988
PE,5772
PK,1215
PL,13800
PA,9271
PT,23048
PG,2470
PW,9712
GW,688
QA,85948
RS,6421
MH,3286
RO,9134
PH,2353
RU,14182
RW,617
SA,23771
KN,14483
SC,11090
ZA,7968
SN,1081
SI,24978
SL,445
SM,65196
SG,53246
SO,86
ES,31722
LC,7418
SD,1977
SE,59488
SY,2644
CH,88215
TT,19054
TH,5491
TJ,835
TL,5017
TO,4286
TG,579
ST,1304
TN,4257
TR,11341
TV,3643
TM,5650
TZ,726
UG,623
GB,41053
UA,3580
US,49889
BF,667
UY,14166
UZ,1588
VC,6183
VE,10742
VN,1515
NA,5601
WS,4195
SZ,3923
YE,1281
ZM,1645
ZW,839
