,economia_19
AG,12724
AE,42926
AF,290
DZ,3465
AZ,2431
AL,2913
AM,2301
AD,43747
AO,2585
AR,5925
AU,39802
AT,40554
BH,19308
BB,14393
BW,5375
BE,38588
BS,30275
BD,481
BZ,4187
BA,3404
BO,1234
MM,284
BJ,626
BY,4001
SB,979
BR,5860
BT,1335
BG,4476
BN,34328
BI,166
CA,40295
KH,540
TD,715
LK,1645
CG,2012
CD,256
CN,2087
CL,9485
CM,1081
KM,1335
CO,3709
CR,5245
CF,366
CU,4669
CV,2621
CY,27172
DK,51960
DJ,965
DM,5618
DO,4048
EC,3351
EG,1378
IE,53928
GQ,12732
EE,12579
ER,298
SV,3063
ET,190
CZ,15072
FI,41031
FJ,3718
FM,2397
FR,36539
GM,439
GA,7142
GE,1745
GH,923
GD,6766
DE,36820
GR,24103
GT,2257
GN,427
GY,1946
HT,518
HN,1448
HR,11540
HU,11465
IS,56880
ID,1689
IN,791
IR,3739
IL,22792
IT,32880
CI,952
IQ,1969
JP,35274
JM,4322
JO,2537
KE,697
KG,553
KP,575
KI,1152
KR,20693
KW,42721
KZ,5162
LA,616
LB,5434
LV,9638
LT,9144
LR,242
SK,10574
LI,126061
LS,828
LU,91100
LY,9365
MG,344
MD,822
MN,1548
MW,298
ME,4405
MK,3326
ML,522
MC,133187
MA,2234
MU,5723
MR,944
MT,16602
OM,14408
MV,4812
MX,8860
MY,6223
MZ,386
NE,258
VU,2047
NG,1640
NL,44197
NO,73918
NP,347
NR,2521
SR,5208
NI,1241
NZ,26664
SS,99999999999998
PY,1810
PE,3172
PK,868
PL,8992
PA,5052
PT,19675
PG,1284
PW,9649
GW,419
QA,59536
RS,4130
MH,2764
RO,5815
PH,1392
RU,6907
RW,342
SA,15335
KN,12933
SC,11336
ZA,5503
SN,810
SI,19755
SL,322
SM,73120
SG,32046
SO,223
ES,28272
LC,6406
SD,99999999999998
SE,46176
SY,1750
CH,57597
TT,14096
TH,3369
TJ,404
TL,2692
TO,2868
TG,402
ST,844
TN,3372
TR,8035
TV,2258
TM,3372
TZ,464
UG,414
GB,44285
UA,2400
US,46523
BF,421
UY,5878
UZ,646
VC,5611
VE,6736
VN,780
NA,3811
WS,2488
SZ,2935
YE,1078
ZM,1030
ZW,465
