,economia_19
AG,14703
AE,46357
AF,395
DZ,4905
AZ,5538
AL,4306
AM,4276
AD,47787
AO,4069
AR,9055
AU,49492
AT,51606
BH,23068
BB,16738
BW,5623
BE,48115
BS,30188
BD,616
BZ,4470
BA,5078
BO,1737
MM,523
BJ,820
BY,6623
SB,1263
BR,8788
BT,1795
BG,7245
BN,42053
BI,196
CA,46373
KH,746
TD,932
LK,2336
CG,2473
CD,328
CN,3425
CL,10781
CM,1397
KM,1631
CO,5434
CR,6911
CF,468
CU,5376
CV,3639
CY,35392
DK,64273
DJ,1186
DM,6600
DO,4946
EC,4275
EG,2036
IE,61260
GQ,22742
EE,18038
ER,326
SV,3507
ET,308
CZ,22564
FI,53338
FJ,4177
FM,2516
FR,45391
GM,608
GA,10094
GE,2948
GH,1224
GD,7947
DE,46252
GR,31041
GT,2794
GN,675
GY,2576
HT,660
HN,1763
HR,16187
HU,15814
IS,56801
ID,2300
IN,1048
IR,5660
IL,30411
IT,40180
CI,1242
IQ,3533
JP,39190
JM,4914
JO,3386
KE,917
KG,977
KP,551
KI,1413
KR,20362
KW,55566
KZ,8339
LA,947
LB,7110
LV,16389
LT,14899
LR,301
SK,17892
LI,158130
LS,934
LU,115133
LY,15748
MG,563
MD,1473
MN,2481
MW,373
ME,7318
MK,4793
ML,690
MC,180648
MA,2928
MU,8061
MR,1183
MT,21783
OM,22075
MV,6583
MX,9766
MY,8514
MZ,503
NE,355
VU,2698
NG,2225
NL,56508
NO,96943
NP,442
NR,4177
SR,6858
NI,1519
NZ,31152
SS,1652
PY,3060
PE,4211
PK,923
PL,13928
PA,6974
PT,24598
PG,1702
PW,9725
GW,584
QA,81976
RS,6702
MH,2928
RO,9999
PH,1919
RU,11608
RW,501
SA,20038
KN,14685
SC,10665
ZA,5688
SN,1097
SI,27459
SL,406
SM,90667
SG,39626
SO,229
ES,35547
LC,6922
SD,1477
SE,55643
SY,2586
CH,72503
TT,21188
TH,4379
TJ,706
TL,4167
TO,3320
TG,537
ST,1126
TN,4310
TR,10851
TV,2927
TM,4382
TZ,651
UG,575
GB,46568
UA,4073
US,48516
BF,570
UY,9062
UZ,1070
VC,6370
VE,11215
VN,1143
NA,4029
WS,3579
SZ,2841
YE,1360
ZM,1369
ZW,405
