,economia_19
AG,12225
AE,43315
AF,681
DZ,5472
AZ,7902
AL,4377
AM,3844
AD,40622
AO,5258
AR,14417
AU,66301
AT,50138
BH,24737
BB,15755
BW,7001
BE,46713
BS,28303
BD,974
BZ,4689
BA,5043
BO,2948
MM,1208
BJ,911
BY,7968
SB,1876
BR,12217
BT,2351
BG,7674
BN,44598
BI,255
CA,52265
KH,1028
TD,1051
LK,3620
CG,2951
CD,458
CN,6968
CL,15941
CM,1494
KM,1699
CO,8031
CR,10570
CF,348
CU,6760
CV,3559
CY,27944
DK,60943
DJ,1553
DM,6933
DO,6027
EC,6074
EG,2988
IE,51130
GQ,20247
EE,19021
ER,753
SV,3896
ET,490
CZ,19765
FI,49660
FJ,4763
FM,3048
FR,42494
GM,486
GA,9370
GE,3989
GH,1815
GD,7956
DE,46176
GR,21187
GT,3453
GN,726
GY,3944
HT,804
HN,2137
HR,13578
HU,13739
IS,47544
ID,3621
IN,1499
IR,6967
IL,37398
IT,35706
CI,1424
IQ,6113
JP,40181
JM,5006
JO,3993
KE,1229
KG,1291
KP,666
KI,1685
KR,26024
KW,48402
KZ,13752
LA,1839
LB,8721
LV,14852
LT,15483
LR,452
SK,18152
LI,173527
LS,1196
LU,113341
LY,10624
MG,568
MD,1961
MN,4385
MW,315
ME,7119
MK,5211
ML,804
MC,172598
MA,3158
MU,9663
MR,1429
MT,23973
OM,21269
MV,8291
MX,10401
MY,10882
MZ,606
NE,416
VU,3167
NG,2997
NL,51466
NO,103110
NP,651
NR,9407
SR,9484
NI,1847
NZ,42232
SS,1201
PY,4480
PE,6583
PK,1212
PL,13684
PA,11686
PT,21474
PG,2785
PW,10899
GW,622
QA,88305
RS,6352
MH,3618
RO,9545
PH,2760
RU,15534
RW,689
SA,24934
KN,14824
SC,14317
ZA,6819
SN,1051
SI,23288
SL,711
SM,57735
SG,56430
SO,107
ES,29163
LC,7604
SD,1734
SE,60190
SY,1599
CH,84659
TT,19614
TH,6171
TJ,1040
TL,4766
TO,4182
TG,613
ST,1620
TN,4200
TR,12543
TV,3467
TM,7304
TZ,900
UG,687
GB,42385
UA,4063
US,52899
BF,700
UY,16881
UZ,1934
VC,6597
VE,12248
VN,1871
NA,5490
WS,4218
SZ,3590
YE,1359
ZM,1851
ZW,1011
