;populacao_5
"BI";"78,7"
"KM";"64,2"
"DJ";"18,1"
"ER";"47,2"
"ET";"68,5"
"KE";"61,6"
"MG";"49,6"
"MW";"75,1"
"MU";"55,8"
"YT";"51,9"
"MZ";"52,2"
"RE";"0,1"
"RW";"77,1"
"SC";"35,0"
"SO";"43,1"
"SS";"71,5"
"UG";"63,6"
"TZ";"52,1"
"ZM";"44,7"
"ZW";"61,9"
"AO";"23,9"
"CM";"32,6"
"CF";"47,3"
"TD";"68,4"
"CG";"24,4"
"CD";"43,3"
"GQ";"20,2"
"GA";"6,2"
"ST";"17,4"
"DZ";"19,0"
"EG";"51,7"
"LY";"14,3"
"MA";"27,6"
"SD";"55,3"
"TN";"24,1"
"EH";"11,1"
"BW";"19,7"
"LS";"61,3"
"NA";"34,0"
"ZA";"24,6"
"SZ";"70,9"
"BJ";"41,2"
"BF";"57,6"
"CV";"26,3"
"CI";"38,9"
"GM";"27,6"
"GH";"32,4"
"GN";"54,0"
"GW";"48,0"
"LR";"38,2"
"ML";"43,8"
"MR";"32,7"
"NE";"78,2"
"NG";"36,2"
"SH";"53,9"
"SN";"42,3"
"SL";"47,6"
"TG";"46,5"
"CN";"24,5"
"HK";"0,0"
"MO";"0,0"
"TW";"15,4"
"KP";"31,1"
"JP";"6,5"
"MN";"26,9"
"KR";"16,5"
"KZ";"36,8"
"KG";"54,2"
"TJ";"64,8"
"TM";"37,6"
"UZ";"45,2"
"AF";"66,4"
"BD";"49,1"
"BT";"47,6"
"IN";"54,9"
"IR";"17,2"
"MV";"51,4"
"NP";"70,2"
"PK";"55,3"
"LK";"75,4"
"BN";"16,9"
"KH";"66,4"
"ID";"32,8"
"LA";"51,8"
"MY";"15,6"
"MM";"60,6"
"PH";"45,1"
"SG";"0,0"
"TH";"36,7"
"TL";"61,5"
"VN";"50,1"
"AM";"31,1"
"AZ";"35,0"
"BH";"8,1"
"CY";"29,6"
"GE";"32,4"
"IQ";"23,8"
"IL";"5,7"
"JO";"5,8"
"KW";"0,0"
"LB";"8,2"
"OM";"6,4"
"QA";"0,4"
"SA";"11,9"
"PS";"17,8"
"SY";"33,8"
"TR";"17,2"
"AE";"9,4"
"YE";"50,5"
"BY";"14,4"
"BG";"18,4"
"CZ";"21,6"
"HU";"22,1"
"PL";"35,5"
"MD";"50,5"
"RO";"39,8"
"RU";"20,4"
"SK";"40,9"
"UA";"25,8"
"DK";"9,4"
"EE";"26,4"
"FO";"52,5"
"FI";"12,1"
"IS";"5,0"
"IE";"30,1"
"IM";"41,5"
"LV";"27,9"
"LT";"26,5"
"NO";"12,0"
"SE";"8,3"
"GB";"12,0"
"AL";"26,5"
"AD";"11,5"
"BA";"42,1"
"HR";"34,6"
"GI";"0,0"
"GR";"15,1"
"VA";"0,0"
"IT";"23,0"
"MT";"4,1"
"ME";"26,5"
"PT";"25,2"
"SM";"1,3"
"RS";"37,3"
"SI";"37,4"
"ES";"14,7"
"MK";"33,1"
"AT";"34,8"
"BE";"1,4"
"FR";"14,3"
"DE";"19,1"
"LI";"82,7"
"LU";"5,9"
"MC";"0,0"
"NL";"4,2"
"CH";"22,5"
"AI";"0,0"
"AG";"73,5"
"AW";"50,7"
"BS";"13,7"
"BB";"64,3"
"VG";"43,7"
"KY";"0,0"
"CU";"19,3"
"CW";"9,7"
"DM";"23,4"
"DO";"9,9"
"GD";"58,0"
"GP";"1,2"
"HT";"30,4"
"JM";"35,6"
"MQ";"8,8"
"MS";"88,9"
"PR";"5,3"
"KN";"64,8"
"LC";"77,5"
"VC";"39,3"
"SX";"0,0"
"TT";"42,3"
"TC";"4,0"
"VI";"2,8"
"BZ";"48,2"
"CR";"12,1"
"SV";"17,7"
"GT";"39,3"
"HN";"31,5"
"MX";"14,5"
"NI";"34,3"
"PA";"24,6"
"AR";"5,9"
"BO";"23,4"
"BR";"9,3"
"CL";"10,0"
"CO";"13,7"
"EC";"30,3"
"FK";"15,9"
"GF";"10,7"
"GY";"68,9"
"PY";"31,0"
"PE";"17,4"
"SR";"30,1"
"UY";"3,2"
"VE";"9,9"
"BM";"0,0"
"CA";"15,5"
"GL";"9,4"
"PM";"8,7"
"US";"13,3"
"AU";"11,1"
"NZ";"10,9"
"FJ";"34,6"
"NC";"22,2"
"PG";"82,0"
"SB";"67,6"
"VU";"70,3"
"FM";"26,8"
"GU";"3,8"
"KI";"33,9"
"MH";"16,9"
"FM";"72,5"
"NR";"0,0"
"MP";"6,5"
"PW";"12,9"
"AS";"11,0"
"CK";"20,2"
"PF";"34,4"
"NU";"43,7"
"WS";"81,8"
"TK";"100,0"
"TO";"74,5"
"TV";"26,1"
"WF";"100,0"
