;populacao_5
"BI";"95,2"
"KM";"75,5"
"DJ";"25,5"
"ER";"85,1"
"ET";"89,0"
"KE";"84,1"
"MG";"80,1"
"MW";"90,3"
"MU";"58,3"
"YT";"68,2"
"MZ";"83,9"
"RE";"38,8"
"RW";"95,1"
"SC";"50,7"
"SO";"72,5"
"SS";"91,3"
"UG";"91,5"
"TZ";"84,2"
"ZM";"60,2"
"ZW";"75,9"
"AO";"72,2"
"CM";"65,5"
"CF";"65,1"
"TD";"80,6"
"CG";"49,4"
"CD";"72,2"
"GQ";"71,9"
"GA";"40,3"
"ST";"64,1"
"DZ";"53,8"
"EG";"56,1"
"LY";"25,9"
"MA";"56,7"
"SD";"79,1"
"TN";"47,6"
"EH";"18,5"
"BW";"78,3"
"LS";"88,4"
"NA";"74,1"
"ZA";"51,1"
"SZ";"82,5"
"BJ";"70,6"
"BF";"89,2"
"CV";"71,9"
"CI";"62,5"
"GM";"69,0"
"GH";"68,2"
"GN";"73,9"
"GW";"78,8"
"LR";"61,8"
"ML";"80,0"
"MR";"68,2"
"NE";"85,9"
"NG";"75,9"
"SH";"56,4"
"SN";"63,2"
"SL";"68,9"
"TG";"74,2"
"CN";"78,5"
"HK";"7,6"
"MO";"0,9"
"TW";"45,9"
"KP";"42,7"
"JP";"23,5"
"MN";"46,1"
"KR";"38,3"
"KZ";"44,5"
"KG";"61,5"
"TJ";"66,3"
"TM";"53,6"
"UZ";"59,3"
"AF";"82,3"
"BD";"83,4"
"BT";"88,3"
"IN";"76,1"
"IR";"48,1"
"MV";"75,7"
"NP";"93,1"
"PK";"71,1"
"LK";"81,4"
"BN";"34,6"
"KH";"86,7"
"ID";"75,6"
"LA";"86,8"
"MY";"55,7"
"MM";"76,0"
"PH";"59,7"
"SG";"0,0"
"TH";"72,4"
"TL";"82,3"
"VN";"80,6"
"AM";"33,3"
"AZ";"46,9"
"BH";"13,3"
"CY";"36,2"
"GE";"46,5"
"IQ";"32,5"
"IL";"10,4"
"JO";"35,7"
"KW";"3,0"
"LB";"22,8"
"OM";"46,7"
"QA";"10,2"
"SA";"30,0"
"PS";"36,0"
"SY";"52,5"
"TR";"51,2"
"AE";"19,8"
"YE";"82,4"
"BY";"40,3"
"BG";"36,4"
"CZ";"24,6"
"HU";"35,3"
"PL";"40,8"
"MD";"57,4"
"RO";"51,8"
"RU";"28,9"
"SK";"46,8"
"UA";"36,5"
"DK";"15,9"
"EE";"29,7"
"FO";"69,1"
"FI";"25,8"
"IS";"10,9"
"IE";"44,0"
"IM";"48,2"
"LV";"32,0"
"LT";"36,5"
"NO";"29,0"
"SE";"16,9"
"GB";"21,5"
"AL";"65,5"
"AD";"5,9"
"BA";"63,1"
"HR";"51,4"
"GI";"0,0"
"GR";"29,9"
"VA";"0,0"
"IT";"33,1"
"MT";"10,2"
"ME";"59,9"
"PT";"55,7"
"SM";"14,2"
"RS";"52,5"
"SI";"50,7"
"ES";"26,3"
"MK";"45,2"
"AT";"35,2"
"BE";"4,3"
"FR";"26,5"
"DE";"26,9"
"LI";"82,1"
"LU";"19,4"
"MC";"0,0"
"NL";"34,1"
"CH";"25,7"
"AI";"0,0"
"AG";"65,1"
"AW";"49,6"
"BS";"24,7"
"BB";"60,7"
"VG";"73,2"
"KY";"0,0"
"CU";"30,1"
"CW";"17,3"
"DM";"48,7"
"DO";"46,7"
"GD";"66,9"
"GP";"6,9"
"HT";"78,6"
"JM";"52,0"
"MQ";"17,3"
"MS";"87,5"
"PR";"21,3"
"KN";"64,5"
"LC";"72,6"
"VC";"62,5"
"SX";"0,0"
"TT";"47,2"
"TC";"38,5"
"VI";"17,3"
"BZ";"51,2"
"CR";"55,8"
"SV";"54,4"
"GT";"60,3"
"HN";"63,4"
"MX";"32,1"
"NI";"48,9"
"PA";"48,5"
"AR";"15,8"
"BO";"51,5"
"BR";"31,9"
"CL";"17,6"
"CO";"34,3"
"EC";"50,3"
"FK";"38,2"
"GF";"28,2"
"GY";"69,8"
"PY";"56,5"
"PE";"34,0"
"SR";"34,8"
"UY";"13,5"
"VE";"19,1"
"BM";"0,0"
"CA";"24,0"
"GL";"22,8"
"PM";"10,5"
"US";"25,8"
"AU";"14,4"
"NZ";"16,4"
"FJ";"61,8"
"NC";"41,5"
"PG";"86,4"
"SB";"88,3"
"VU";"84,1"
"FM";"39,0"
"GU";"7,1"
"KI";"67,0"
"MH";"39,6"
"FM";"73,7"
"NR";"0,0"
"MP";"12,2"
"PW";"34,6"
"AS";"23,6"
"CK";"45,6"
"PF";"41,2"
"NU";"70,6"
"WS";"78,8"
"TK";"100,0"
"TO";"78,2"
"TV";"67,6"
"WF";"100,0"
