;redes_28
"AF";"0.290"
"AL";"10.680"
"DZ";"8.760"
"AS";"18.110"
"AD";"46.490"
"AO";"0.830"
"AI";"42.470"
"AG";"34.260"
"AR";"22.460"
"AM";"20.250"
"AW";"35.100"
"AU";"45.880"
"AT";"39.680"
"AZ";"18.610"
"BS";"36.290"
"BH";"23.030"
"BD";"0.620"
"BB";"50.910"
"BY";"46.530"
"BE";"41.820"
"BZ";"7.550"
"BJ";"1.610"
"BM";"109.210"
"BT";"3.590"
"BO";"8.600"
"BA";"24.290"
"BW";"7.680"
"BR";"22.090"
"VG";"43.030"
"BN";"17.740"
"BG";"29.180"
"BF";"0.850"
"BI";"0.190"
"KH";"3.960"
"CM";"3.500"
"CA";"50.790"
"CV";"13.660"
"KY";"65.000"
"CF";"0.020"
"TD";"0.220"
"CL";"19.020"
"CN";"20.230"
"CO";"15.070"
"KM";"3.320"
"CD";"0.090"
"CG";"0.320"
"CK";"43.200"
"CR";"21.380"
"CI";"1.290"
"HR";"40.580"
"CU";"10.690"
"CY";"43.200"
"CZ";"20.000"
"KP";"4.750"
"DK";"40.980"
"DJ";"2.260"
"DM";"22.540"
"DO";"11.120"
"EC";"14.970"
"EG";"9.750"
"SV";"17.020"
"GQ";"1.430"
"ER";"1.320"
"EE";"33.830"
"ET";"0.860"
"FK";"69.310"
"FO";"38.390"
"FJ";"10.120"
"FI";"16.430"
"FR";"62.400"
"GF";"99999999999998"
"PF";"23.020"
"GA";"1.290"
"GM";"3.560"
"GE";"31.060"
"DE";"61.800"
"GH";"1.110"
"GI";"68.730"
"GR";"48.000"
"GL";"33.490"
"GD";"26.290"
"GP";"99999999999998"
"GU";"41.880"
"GT";"11.420"
"GG";"99999999999998"
"GN";"0.000"
"GW";"0.000"
"GY";"20.480"
"HT";"0.490"
"HN";"7.180"
"HK";"61.660"
"HU";"30.000"
"IS";"55.300"
"IN";"2.450"
"ID";"15.260"
"IR";"37.620"
"IQ";"5.710"
"IE";"42.920"
"IL";"46.680"
"IT";"36.410"
"JM";"8.910"
"JP";"50.010"
"JE";"99999999999998"
"JO";"5.440"
"KZ";"25.770"
"KE";"0.580"
"KI";"7.500"
"KR";"60.260"
"KW";"15.020"
"KG";"8.740"
"LA";"7.010"
"LV";"23.040"
"LB";"17.630"
"LS";"2.430"
"LR";"0.330"
"LY";"13.130"
"LI";"50.540"
"LT";"22.240"
"LU";"50.100"
"MO";"28.890"
"MG";"0.640"
"MW";"1.410"
"MY";"15.730"
"MV";"5.990"
"ML";"0.700"
"MT";"54.600"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"1.700"
"MU";"27.850"
"YT";"4.520"
"MX";"17.040"
"FM";"8.120"
"MD";"29.600"
"MC";"121.070"
"MN";"6.280"
"ME";"27.110"
"MS";"51.680"
"MA";"9.840"
"MZ";"0.340"
"MM";"1.030"
"NA";"7.560"
"NR";"0.000"
"NP";"3.010"
"AN";"99999999999998"
"NL";"42.780"
"NC";"30.970"
"NZ";"42.080"
"NI";"5.090"
"NE";"0.570"
"NG";"0.250"
"NU";"61.610"
"MP";"42.820"
"NO";"27.850"
"OM";"8.790"
"PK";"3.290"
"PS";"9.170"
"PA";"15.100"
"PG";"1.870"
"PY";"6.440"
"PE";"11.320"
"PH";"3.610"
"PL";"15.530"
"PT";"43.070"
"PR";"19.100"
"QA";"18.700"
"RE";"99999999999998"
"RO";"23.050"
"RU";"29.400"
"RW";"0.410"
"ST";"4.390"
"WS";"4.370"
"SM";"58.590"
"SA";"16.510"
"SN";"2.480"
"RS";"41.560"
"SC";"22.700"
"SL";"0.270"
"SG";"37.710"
"SK";"17.990"
"SI";"40.540"
"SB";"1.460"
"SO";"0.550"
"ZA";"9.150"
"SS";"0.000"
"ES";"41.770"
"LK";"16.890"
"SH";"61.720"
"KN";"38.030"
"LC";"21.070"
"PM";"99999999999998"
"VC";"17.730"
"SD";"1.180"
"SR";"16.100"
"SZ";"3.650"
"SE";"43.700"
"CH";"58.790"
"SY";"20.830"
"TW";"68.770"
"TJ";"4.920"
"TZ";"0.360"
"MK";"19.690"
"TH";"9.400"
"TL";"0.260"
"TG";"0.900"
"TK";"99999999999998"
"TO";"28.580"
"TT";"21.360"
"TN";"10.090"
"TR";"18.590"
"TM";"10.920"
"TC";"11.410"
"TV";"13.520"
"UG";"0.870"
"UA";"26.860"
"AE";"22.110"
"GB";"51.670"
"US";"44.230"
"UY";"29.760"
"UZ";"6.700"
"VU";"1.960"
"VE";"25.590"
"VN";"10.560"
"VI";"99999999999998"
"WF";"24.380"
"YE";"4.430"
"ZM";"0.560"
"ZW";"2.050"
