;redes_28
"AF";"0.020"
"AL";"12.250"
"DZ";"7.260"
"AS";"18.500"
"AD";"44.850"
"AO";"1.340"
"AI";"46.210"
"AG";"39.910"
"AR";"23.940"
"AM";"20.770"
"AW";"36.170"
"AU";"49.260"
"AT";"38.860"
"AZ";"15.700"
"BS";"36.340"
"BH";"20.080"
"BD";"0.820"
"BB";"48.730"
"BY";"41.990"
"BE";"42.690"
"BZ";"9.930"
"BJ";"1.420"
"BM";"89.730"
"BT";"3.690"
"BO";"8.240"
"BA";"26.650"
"BW";"6.940"
"BR";"21.290"
"VG";"51.300"
"BN";"20.990"
"BG";"29.580"
"BF";"1.010"
"BI";"0.370"
"KH";"0.380"
"CM";"2.240"
"CA";"55.370"
"CV";"14.460"
"KY";"66.600"
"CF";"0.080"
"TD";"0.510"
"CL";"21.130"
"CN";"23.200"
"CO";"16.460"
"KM";"4.570"
"CD";"0.070"
"CG";"0.270"
"CK";"36.420"
"CR";"33.410"
"CI";"1.410"
"HR";"42.830"
"CU";"9.890"
"CY";"51.360"
"CZ";"24.100"
"KP";"4.820"
"DK";"50.200"
"DJ";"2.010"
"DM";"23.160"
"DO";"9.880"
"EC";"13.700"
"EG";"12.510"
"SV";"17.910"
"GQ";"1.100"
"ER";"1.120"
"EE";"36.890"
"ET";"1.070"
"FK";"68.890"
"FO";"43.130"
"FJ";"16.050"
"FI";"26.770"
"FR";"65.300"
"GF";"21.110"
"PF";"20.450"
"GA";"2.300"
"GM";"2.960"
"GE";"14.460"
"DE";"66.320"
"GH";"1.120"
"GI";"72.820"
"GR";"52.430"
"GL";"38.850"
"GD";"27.160"
"GP";"55.820"
"GU";"41.140"
"GT";"9.870"
"GG";"99999999999998"
"GN";"0.210"
"GW";"0.320"
"GY";"19.720"
"HT";"1.090"
"HN";"8.920"
"HK";"61.250"
"HU";"30.810"
"IS";"60.160"
"IN";"3.050"
"ID";"14.540"
"IR";"35.020"
"IQ";"5.520"
"IE";"46.670"
"IL";"45.630"
"IT";"37.960"
"JM";"10.790"
"JP";"51.950"
"JE";"99999999999998"
"JO";"7.350"
"KZ";"23.830"
"KE";"1.650"
"KI";"8.250"
"KR";"54.460"
"KW";"18.750"
"KG";"9.330"
"LA";"1.630"
"LV";"26.180"
"LB";"19.210"
"LS";"1.980"
"LR";"0.060"
"LY";"17.370"
"LI";"54.800"
"LT";"23.590"
"LU";"53.120"
"MO";"32.450"
"MG";"0.900"
"MW";"0.760"
"MY";"16.390"
"MV";"8.600"
"ML";"0.580"
"MT";"59.630"
"MH";"99999999999998"
"MQ";"43.410"
"MR";"2.120"
"MU";"30.160"
"YT";"4.940"
"MX";"16.890"
"FM";"8.370"
"MD";"27.800"
"MC";"118.190"
"MN";"7.080"
"ME";"27.570"
"MS";"54.840"
"MA";"10.990"
"MZ";"0.350"
"MM";"0.890"
"NA";"6.960"
"NR";"19.110"
"NP";"3.040"
"AN";"44.940"
"NL";"43.640"
"NC";"27.250"
"NZ";"43.250"
"NI";"4.490"
"NE";"0.480"
"NG";"0.960"
"NU";"61.120"
"MP";"45.080"
"NO";"36.690"
"OM";"10.410"
"PK";"3.680"
"PS";"9.300"
"PA";"14.980"
"PG";"1.310"
"PY";"6.320"
"PE";"12.240"
"PH";"4.450"
"PL";"22.160"
"PT";"40.600"
"PR";"24.310"
"QA";"18.100"
"RE";"55.860"
"RO";"22.940"
"RU";"31.710"
"RW";"0.340"
"ST";"4.500"
"WS";"99999999999998"
"SM";"66.490"
"SA";"15.640"
"SN";"2.220"
"RS";"42.400"
"SC";"28.650"
"SL";"0.520"
"SG";"38.890"
"SK";"22.580"
"SI";"46.140"
"SB";"1.590"
"SO";"0.850"
"ZA";"9.550"
"SS";"99999999999998"
"ES";"43.560"
"LK";"17.120"
"SH";"56.010"
"KN";"40.290"
"LC";"22.550"
"PM";"76.470"
"VC";"21.070"
"SD";"1.100"
"SR";"16.090"
"SZ";"3.830"
"SE";"55.190"
"CH";"66.330"
"SY";"18.590"
"TW";"68.840"
"TJ";"4.650"
"TZ";"0.390"
"MK";"21.130"
"TH";"10.770"
"TL";"0.270"
"TG";"2.820"
"TK";"26.640"
"TO";"29.920"
"TT";"22.940"
"TN";"12.150"
"TR";"23.180"
"TM";"9.870"
"TC";"12.230"
"TV";"7.660"
"UG";"0.710"
"UA";"28.320"
"AE";"20.610"
"GB";"53.420"
"US";"49.950"
"UY";"28.360"
"UZ";"6.590"
"VU";"3.130"
"VE";"24.020"
"VN";"19.900"
"VI";"70.440"
"WF";"21.720"
"YE";"4.340"
"ZM";"0.670"
"ZW";"2.790"
