;redes_29
"AF";"0,00"
"AL";"0,95"
"DZ";"0,28"
"AS";"3,46"
"AD";"36,00"
"AO";"0,16"
"AI";"19,54"
"AG";"26,32"
"AR";"17,51"
"AM";"0,57"
"AW";"16,51"
"99999999999998";"0,00"
"AU";"44,91"
"AT";"75,81"
"AZ";"5,18"
"BS";"10,58"
"BH";"30,95"
"BD";"0,21"
"BB";"10,55"
"BY";"0,50"
"BE";"54,75"
"BZ";"6,80"
"BJ";"0,81"
"BM";"20,30"
"BT";"0,00"
"BO";"6,99"
"BA";"2,48"
"BW";"12,86"
"BR";"13,23"
"VG";"99999999999998"
"BN";"28,51"
"BG";"9,23"
"BF";"0,22"
"BI";"0,25"
"KH";"1,07"
"CM";"0,68"
"CA";"28,39"
"CV";"4,53"
"KY";"25,67"
"CF";"0,13"
"TD";"0,07"
"CL";"22,29"
"CN";"6,64"
"CO";"5,59"
"KM";"0,00"
"CD";"0,03"
"CG";"2,17"
"CK";"3,05"
"CR";"5,39"
"CI";"2,83"
"HR";"23,33"
"CU";"0,06"
"CY";"23,15"
"CZ";"42,24"
"KP";"0,00"
"DK";"62,97"
"DJ";"0,03"
"DM";"1,72"
"DO";"8,24"
"EC";"3,82"
"EG";"1,95"
"SV";"12,67"
"GQ";"0,81"
"ER";"0,00"
"EE";"39,81"
"ET";"0,03"
"FK";"0,00"
"FO";"35,91"
"FJ";"6,79"
"FI";"71,87"
"FR";"48,74"
"GF";"24,41"
"PF";"16,82"
"GA";"9,75"
"GM";"0,45"
"GE";"4,12"
"DE";"59,15"
"GH";"0,69"
"GI";"17,83"
"GR";"53,24"
"GL";"26,91"
"GD";"4,23"
"GP";"40,00"
"GU";"17,51"
"GT";"7,35"
"GG";"34,90"
"GN";"0,48"
"GW";"0,00"
"GY";"5,29"
"HT";"0,64"
"HN";"2,38"
"HK";"81,75"
"HU";"30,10"
"IS";"76,63"
"IN";"0,34"
"ID";"1,73"
"IR";"1,46"
"IQ";"0,00"
"IE";"63,94"
"IL";"73,17"
"IT";"73,74"
"JM";"13,81"
"JP";"52,37"
"JE";"51,56"
"JO";"7,62"
"KZ";"1,31"
"KE";"0,41"
"KI";"0,36"
"KR";"56,59"
"KW";"23,21"
"KG";"0,18"
"LA";"0,24"
"LV";"16,83"
"LB";"22,96"
"LS";"1,16"
"LR";"0,05"
"LY";"0,75"
"LI";"30,04"
"LT";"14,96"
"LU";"69,54"
"MO";"32,96"
"MG";"0,40"
"MW";"0,43"
"MY";"22,09"
"MV";"2,72"
"ML";"0,09"
"MT";"28,85"
"MH";"0,86"
"MQ";"41,88"
"MR";"0,56"
"MU";"15,19"
"YT";"0,00"
"MX";"13,84"
"FM";"0,00"
"MD";"3,31"
"MC";"43,41"
"MN";"6,45"
"ME";"99999999999998"
"MS";"9,87"
"MA";"8,12"
"MZ";"0,28"
"MM";"0,03"
"NA";"4,32"
"NR";"11,96"
"NP";"0,04"
"AN";"99999999999998"
"NL";"67,53"
"NC";"23,46"
"NZ";"39,96"
"NI";"1,80"
"NE";"0,02"
"NG";"0,02"
"NU";"21,59"
"MP";"4,34"
"NO";"71,65"
"OM";"7,14"
"PK";"0,22"
"PS";"0,22"
"PA";"13,54"
"PG";"0,15"
"PY";"15,48"
"PE";"4,92"
"PH";"8,28"
"PL";"17,50"
"PT";"64,36"
"PR";"34,71"
"QA";"20,41"
"RE";"37,48"
"RO";"11,29"
"RU";"2,23"
"RW";"0,49"
"ST";"0,00"
"WS";"1,43"
"SM";"52,90"
"SA";"6,63"
"SN";"2,53"
"RS";"99999999999998"
"SC";"31,99"
"SL";"0,26"
"SG";"70,19"
"SK";"23,04"
"SI";"61,13"
"SB";"0,28"
"SO";"0,89"
"ZA";"18,24"
"SS";"99999999999998"
"ES";"59,32"
"LK";"2,29"
"SH";"0,00"
"KN";"2,64"
"LC";"1,59"
"PM";"99999999999998"
"VC";"2,19"
"SD";"0,08"
"SR";"8,69"
"SZ";"3,11"
"SE";"71,75"
"CH";"64,72"
"SY";"0,18"
"TW";"81,84"
"TJ";"0,02"
"TZ";"0,32"
"MK";"5,69"
"TH";"4,85"
"TL";"99999999999998"
"TG";"1,01"
"TK";"0,00"
"TO";"0,18"
"TT";"12,77"
"TN";"1,23"
"TR";"25,51"
"TM";"0,17"
"TC";"99999999999998"
"TV";"0,00"
"UG";"0,53"
"UA";"1,68"
"AE";"45,27"
"GB";"73,71"
"US";"38,82"
"UY";"12,37"
"UZ";"0,21"
"VU";"0,20"
"VE";"22,24"
"VN";"0,98"
"VI";"32,19"
"WF";"0,00"
"YE";"0,18"
"ZM";"0,94"
"ZW";"2,18"
