;redes_29
"AF";"17,54"
"AL";"76,80"
"DZ";"80,36"
"AS";"99999999999998"
"AD";"76,80"
"AO";"23,63"
"AI";"178,90"
"AG";"122,98"
"AR";"101,08"
"AM";"63,97"
"AW";"112,22"
"99999999999998";"99999999999998"
"AU";"101,50"
"AT";"119,25"
"AZ";"51,80"
"BS";"109,25"
"BH";"107,73"
"BD";"23,36"
"BB";"93,28"
"BY";"72,98"
"BE";"100,38"
"BZ";"39,65"
"BJ";"24,27"
"BM";"106,33"
"BT";"21,75"
"BO";"34,47"
"BA";"64,93"
"BW";"60,16"
"BR";"63,33"
"VG";"83,70"
"BN";"97,67"
"BG";"130,80"
"BF";"13,04"
"BI";"3,40"
"KH";"18,89"
"CM";"24,66"
"CA";"61,41"
"CV";"31,29"
"KY";"197,15"
"CF";"7,95"
"TD";"8,52"
"CL";"84,62"
"CN";"40,94"
"CO";"76,49"
"KM";"9,68"
"CD";"11,28"
"CG";"32,38"
"CK";"33,91"
"CR";"34,52"
"CI";"39,13"
"HR";"115,41"
"CU";"1,75"
"CY";"92,97"
"CZ";"127,73"
"KP";"0,00"
"DK";"115,32"
"DJ";"8,59"
"DM";"125,44"
"DO";"58,00"
"EC";"69,97"
"EG";"37,84"
"SV";"100,89"
"GQ";"18,09"
"ER";"2,03"
"EE";"125,13"
"ET";"1,49"
"FK";"102,48"
"FO";"107,68"
"FJ";"63,49"
"FI";"114,76"
"FR";"89,34"
"GF";"99999999999998"
"PF";"67,10"
"GA";"78,50"
"GM";"52,00"
"GE";"59,21"
"DE";"118,30"
"GH";"33,50"
"GI";"73,82"
"GR";"108,03"
"GL";"116,64"
"GD";"49,60"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"86,84"
"GG";"99999999999998"
"GN";"19,81"
"GW";"20,49"
"GY";"72,04"
"HT";"26,16"
"HN";"54,29"
"HK";"155,86"
"HU";"110,04"
"IS";"106,85"
"IN";"19,80"
"ID";"40,08"
"IR";"41,33"
"IQ";"49,39"
"IE";"113,02"
"IL";"128,59"
"IT";"151,40"
"JM";"96,72"
"JP";"83,53"
"JE";"99999999999998"
"JO";"77,05"
"KZ";"77,79"
"KE";"29,80"
"KI";"0,78"
"KR";"90,43"
"KW";"56,98"
"KG";"41,78"
"LA";"24,85"
"LV";"100,84"
"LB";"30,83"
"LS";"24,34"
"LR";"16,03"
"LY";"75,37"
"LI";"90,63"
"LT";"150,67"
"LU";"144,19"
"MO";"157,66"
"MG";"11,41"
"MW";"7,59"
"MY";"87,69"
"MV";"93,30"
"ML";"18,51"
"MT";"89,81"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"42,68"
"MU";"75,26"
"YT";"99999999999998"
"MX";"59,52"
"FM";"26,11"
"MD";"45,60"
"MC";"58,10"
"MN";"46,09"
"ME";"145,28"
"MS";"72,78"
"MA";"64,14"
"MZ";"13,88"
"MM";"0,50"
"NA";"38,48"
"NR";"99999999999998"
"NP";"12,47"
"AN";"99999999999998"
"NL";"116,83"
"NC";"73,44"
"NZ";"100,43"
"NI";"45,31"
"NE";"6,14"
"NG";"27,59"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"106,74"
"OM";"93,89"
"PK";"39,20"
"PS";"27,23"
"PA";"87,17"
"PG";"4,53"
"PY";"78,68"
"PE";"54,49"
"PH";"64,22"
"PL";"107,98"
"PT";"126,79"
"PR";"64,92"
"QA";"106,27"
"RE";"99999999999998"
"RO";"96,98"
"RU";"119,59"
"RW";"6,72"
"ST";"18,45"
"WS";"47,18"
"SM";"58,38"
"SA";"112,46"
"SN";"30,58"
"RS";"114,30"
"SC";"85,60"
"SL";"12,90"
"SG";"125,18"
"SK";"112,41"
"SI";"95,77"
"SB";"2,21"
"SO";"5,44"
"ZA";"84,79"
"SS";"99999999999998"
"ES";"106,67"
"LK";"40,30"
"SH";"0,00"
"KN";"129,56"
"LC";"87,87"
"PM";"99999999999998"
"VC";"101,32"
"SD";"25,46"
"SR";"74,55"
"SZ";"33,38"
"SE";"110,41"
"CH";"108,58"
"SY";"31,76"
"TW";"106,37"
"TJ";"29,82"
"TZ";"19,68"
"MK";"86,88"
"TH";"80,03"
"TL";"7,34"
"TG";"19,85"
"TK";"99999999999998"
"TO";"45,45"
"TT";"115,32"
"TN";"76,16"
"TR";"89,05"
"TM";"7,84"
"TC";"99999999999998"
"TV";"17,57"
"UG";"13,71"
"UA";"119,09"
"AE";"127,92"
"GB";"120,23"
"US";"82,94"
"UY";"89,96"
"UZ";"20,85"
"VU";"11,82"
"VE";"86,02"
"VN";"52,42"
"VI";"99999999999998"
"WF";"99999999999998"
"YE";"19,99"
"ZM";"20,74"
"ZW";"9,19"
