;redes_28
"AF";"99999999999998"
"AL";"8,38"
"DZ";"8,41"
"AS";"17,73"
"AD";"45,08"
"AO";"0,48"
"AI";"45,14"
"AG";"41,53"
"AR";"23,91"
"AM";"20,41"
"AW";"38,33"
"99999999999998";"99999999999998"
"AU";"48,31"
"AT";"43,51"
"AZ";"13,64"
"BS";"39,18"
"BH";"20,26"
"BD";"0,78"
"BB";"48,82"
"BY";"35,17"
"BE";"44,52"
"BZ";"11,81"
"BJ";"0,94"
"BM";"88,61"
"BT";"4,69"
"BO";"7,18"
"BA";"26,17"
"BW";"7,01"
"BR";"20,53"
"VG";"64,35"
"BN";"21,65"
"BG";"31,47"
"BF";"0,69"
"BI";"0,36"
"KH";"0,19"
"CM";"0,73"
"CA";"55,86"
"CV";"14,89"
"KY";"75,95"
"CF";"99999999999998"
"TD";"0,19"
"CL";"20,73"
"CN";"27,67"
"CO";"17,93"
"KM";"3,04"
"CD";"0,02"
"CG";"0,36"
"CK";"33,68"
"CR";"30,86"
"CI";"1,45"
"HR";"41,89"
"CU";"8,51"
"CY";"38,95"
"CZ";"28,04"
"KP";"4,16"
"DK";"56,91"
"DJ";"1,42"
"DM";"24,72"
"DO";"9,57"
"EC";"12,71"
"EG";"13,83"
"SV";"17,12"
"GQ";"1,26"
"ER";"0,92"
"EE";"33,49"
"ET";"0,92"
"FK";"82,16"
"FO";"47,63"
"FJ";"13,90"
"FI";"36,19"
"FR";"55,40"
"GF";"24,21"
"PF";"20,81"
"GA";"2,52"
"GM";"3,11"
"GE";"12,46"
"DE";"66,72"
"GH";"1,61"
"GI";"74,31"
"GR";"54,42"
"GL";"63,16"
"GD";"26,83"
"GP";"53,36"
"GU";"41,29"
"GT";"10,11"
"GG";"89,80"
"GN";"0,23"
"GW";"0,48"
"GY";"15,74"
"HT";"1,59"
"HN";"9,48"
"HK";"55,91"
"HU";"33,42"
"IS";"62,92"
"IN";"3,51"
"ID";"6,45"
"IR";"31,77"
"IQ";"4,50"
"IE";"50,58"
"IL";"44,48"
"IT";"45,52"
"JM";"12,42"
"JP";"43,63"
"JE";"84,09"
"JO";"10,35"
"KZ";"18,66"
"KE";"0,79"
"KI";"4,24"
"KR";"45,88"
"KW";"21,75"
"KG";"8,95"
"LA";"1,58"
"LV";"29,54"
"LB";"16,79"
"LS";"2,70"
"LR";"99999999999998"
"LY";"15,46"
"LI";"56,29"
"LT";"23,98"
"LU";"53,36"
"MO";"35,81"
"MG";"0,69"
"MW";"0,97"
"MY";"16,61"
"MV";"9,83"
"ML";"0,62"
"MT";"51,00"
"MH";"99999999999998"
"MQ";"43,26"
"MR";"1,08"
"MU";"29,10"
"YT";"5,43"
"MX";"18,04"
"FM";"8,44"
"MD";"24,56"
"MC";"99,82"
"MN";"7,63"
"ME";"27,23"
"MS";"60,65"
"MA";"4,10"
"MZ";"0,33"
"MM";"1,17"
"NA";"6,62"
"NR";"17,87"
"NP";"2,36"
"AN";"45,57"
"NL";"45,32"
"NC";"24,45"
"NZ";"42,09"
"NI";"4,55"
"NE";"0,21"
"NG";"1,18"
"NU";"60,17"
"MP";"38,58"
"NO";"43,98"
"OM";"10,44"
"PK";"3,34"
"PS";"8,80"
"PA";"14,40"
"PG";"0,95"
"PY";"5,63"
"PE";"9,16"
"PH";"4,14"
"PL";"29,93"
"PT";"40,02"
"PR";"27,64"
"QA";"22,60"
"RE";"49,97"
"RO";"19,76"
"RU";"30,63"
"RW";"0,25"
"ST";"4,77"
"WS";"99999999999998"
"SM";"70,91"
"SA";"16,08"
"SN";"2,45"
"RS";"36,58"
"SC";"23,06"
"SL";"0,50"
"SG";"40,19"
"SK";"21,62"
"SI";"51,36"
"SB";"1,58"
"SO";"0,93"
"ZA";"9,90"
"SS";"99999999999998"
"ES";"44,42"
"LK";"9,58"
"SH";"53,42"
"KN";"41,96"
"LC";"23,79"
"PM";"76,68"
"VC";"20,79"
"SD";"1,58"
"SR";"16,16"
"SZ";"3,95"
"SE";"60,98"
"CH";"67,12"
"SY";"17,15"
"TW";"63,55"
"TJ";"99999999999998"
"TZ";"0,37"
"MK";"23,79"
"TH";"10,74"
"TL";"0,24"
"TG";"1,41"
"TK";"25,71"
"TO";"18,14"
"TT";"24,98"
"TN";"12,44"
"TR";"27,39"
"TM";"8,81"
"TC";"13,39"
"TV";"10,85"
"UG";"0,37"
"UA";"26,59"
"AE";"24,98"
"GB";"55,67"
"US";"56,23"
"UY";"29,63"
"UZ";"6,85"
"VU";"3,49"
"VE";"15,48"
"VN";"10,07"
"VI";"67,46"
"WF";"14,85"
"YE";"4,58"
"ZM";"0,75"
"ZW";"2,56"
