;redes_28
"AF";"99999999999998"
"AL";"9,06"
"DZ";"7,73"
"AS";"17,59"
"AD";"44,94"
"AO";"0,49"
"AI";"43,68"
"AG";"40,87"
"AR";"24,12"
"AM";"19,94"
"AW";"38,25"
"99999999999998";"99999999999998"
"AU";"50,00"
"AT";"45,30"
"AZ";"12,81"
"BS";"40,42"
"BH";"21,76"
"BD";"0,75"
"BB";"49,22"
"BY";"34,13"
"BE";"45,46"
"BZ";"11,92"
"BJ";"0,96"
"BM";"80,56"
"BT";"5,03"
"BO";"7,08"
"BA";"25,62"
"BW";"7,35"
"BR";"21,32"
"VG";"68,04"
"BN";"22,97"
"BG";"32,41"
"BF";"0,68"
"BI";"0,37"
"KH";"0,25"
"CM";"0,58"
"CA";"56,21"
"CV";"15,09"
"KY";"78,15"
"CF";"0,24"
"TD";"0,13"
"CL";"21,43"
"CN";"26,52"
"CO";"17,74"
"KM";"2,77"
"CD";"0,02"
"CG";"0,43"
"CK";"33,69"
"CR";"32,69"
"CI";"1,41"
"HR";"43,00"
"CU";"7,59"
"CY";"40,68"
"CZ";"31,36"
"KP";"4,18"
"DK";"61,76"
"DJ";"1,35"
"DM";"26,90"
"DO";"9,70"
"EC";"12,23"
"EG";"13,54"
"SV";"16,11"
"GQ";"1,32"
"ER";"0,95"
"EE";"32,61"
"ET";"0,80"
"FK";"86,87"
"FO";"49,34"
"FJ";"13,69"
"FI";"40,31"
"FR";"55,05"
"GF";"25,02"
"PF";"20,95"
"GA";"2,79"
"GM";"3,05"
"GE";"12,71"
"DE";"67,09"
"GH";"1,49"
"GI";"77,92"
"GR";"55,85"
"GL";"56,45"
"GD";"26,64"
"GP";"52,33"
"GU";"41,35"
"GT";"9,53"
"GG";"85,08"
"GN";"0,26"
"GW";"0,70"
"GY";"14,67"
"HT";"1,57"
"HN";"6,70"
"HK";"55,55"
"HU";"33,86"
"IS";"65,72"
"IN";"4,39"
"ID";"5,96"
"IR";"28,88"
"IQ";"4,13"
"IE";"48,71"
"IL";"44,47"
"IT";"42,59"
"JM";"11,62"
"JP";"45,24"
"JE";"84,09"
"JO";"10,99"
"KZ";"17,42"
"KE";"0,80"
"KI";"4,55"
"KR";"49,08"
"KW";"22,17"
"KG";"8,68"
"LA";"1,58"
"LV";"32,46"
"LB";"15,92"
"LS";"2,46"
"LR";"99999999999998"
"LY";"14,71"
"LI";"57,41"
"LT";"23,95"
"LU";"53,40"
"MO";"36,14"
"MG";"0,50"
"MW";"0,79"
"MY";"17,01"
"MV";"10,13"
"ML";"0,59"
"MT";"49,69"
"MH";"99999999999998"
"MQ";"43,32"
"MR";"1,31"
"MU";"29,25"
"YT";"5,61"
"MX";"17,99"
"FM";"11,72"
"MD";"22,35"
"MC";"100,57"
"MN";"6,18"
"ME";"27,73"
"MS";"99999999999998"
"MA";"4,39"
"MZ";"0,32"
"MM";"1,04"
"NA";"6,84"
"NR";"17,80"
"NP";"1,89"
"AN";"45,71"
"NL";"46,43"
"NC";"23,77"
"NZ";"41,81"
"NI";"4,11"
"NE";"0,18"
"NG";"0,88"
"NU";"62,39"
"MP";"36,55"
"NO";"45,52"
"OM";"10,56"
"PK";"3,40"
"PS";"9,42"
"PA";"14,13"
"PG";"1,01"
"PY";"5,53"
"PE";"8,70"
"PH";"3,90"
"PL";"30,85"
"PT";"40,07"
"PR";"27,56"
"QA";"23,75"
"RE";"48,00"
"RO";"20,45"
"RU";"27,92"
"RW";"0,26"
"ST";"4,57"
"WS";"10,84"
"SM";"71,30"
"SA";"16,08"
"SN";"2,37"
"RS";"33,81"
"SC";"24,12"
"SL";"0,49"
"SG";"41,07"
"SK";"22,17"
"SI";"51,07"
"SB";"1,58"
"SO";"0,96"
"ZA";"10,03"
"SS";"99999999999998"
"ES";"44,19"
"LK";"6,37"
"SH";"52,65"
"KN";"41,76"
"LC";"23,82"
"PM";"76,67"
"VC";"20,70"
"SD";"1,84"
"SR";"16,25"
"SZ";"3,99"
"SE";"62,34"
"CH";"69,49"
"SY";"15,87"
"TW";"64,06"
"TJ";"4,09"
"TZ";"0,39"
"MK";"25,90"
"TH";"10,75"
"TL";"0,23"
"TG";"1,11"
"TK";"22,35"
"TO";"13,60"
"TT";"24,85"
"TN";"12,45"
"TR";"27,95"
"TM";"8,37"
"TC";"13,99"
"TV";"8,88"
"UG";"0,31"
"UA";"24,88"
"AE";"27,01"
"GB";"56,51"
"US";"59,35"
"UY";"30,25"
"UZ";"6,76"
"VU";"3,33"
"VE";"13,63"
"VN";"99999999999998"
"VI";"66,52"
"WF";"12,06"
"YE";"4,38"
"ZM";"0,79"
"ZW";"2,53"
