;redes_28
"AF";"0,05"
"AL";"11,58"
"DZ";"8,31"
"AS";"99999999999998"
"AD";"45,85"
"AO";"0,66"
"AI";"44,75"
"AG";"37,07"
"AR";"23,34"
"AM";"20,41"
"AW";"99999999999998"
"99999999999998";"99999999999998"
"AU";"47,03"
"AT";"40,05"
"AZ";"18,41"
"BS";"36,28"
"BH";"21,63"
"BD";"0,64"
"BB";"50,13"
"BY";"44,44"
"BE";"42,08"
"BZ";"8,76"
"BJ";"1,61"
"BM";"99999999999998"
"BT";"3,71"
"BO";"8,72"
"BA";"25,91"
"BW";"7,29"
"BR";"21,66"
"VG";"44,85"
"BN";"20,26"
"BG";"30,90"
"BF";"0,88"
"BI";"0,33"
"KH";"3,65"
"CM";"3,26"
"CA";"52,91"
"CV";"14,66"
"KY";"65,80"
"CF";"0,02"
"TD";"0,26"
"CL";"19,65"
"CN";"20,85"
"CO";"15,36"
"KM";"3,28"
"CD";"0,09"
"CG";"0,31"
"CK";"40,77"
"CR";"22,43"
"CI";"1,32"
"HR";"42,84"
"CU";"10,51"
"CY";"47,71"
"CZ";"20,85"
"KP";"4,77"
"DK";"44,45"
"DJ";"2,13"
"DM";"20,90"
"DO";"10,97"
"EC";"14,57"
"EG";"10,14"
"SV";"16,63"
"GQ";"1,46"
"ER";"1,31"
"EE";"35,52"
"ET";"0,92"
"FK";"70,34"
"FO";"40,24"
"FJ";"14,97"
"FI";"20,04"
"FR";"63,73"
"GF";"99999999999998"
"PF";"20,38"
"GA";"1,33"
"GM";"2,89"
"GE";"32,14"
"DE";"63,51"
"GH";"1,13"
"GI";"71,85"
"GR";"50,29"
"GL";"35,18"
"GD";"26,72"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"10,88"
"GG";"99999999999998"
"GN";"0,16"
"GW";"0,00"
"GY";"20,33"
"HT";"0,49"
"HN";"7,36"
"HK";"61,45"
"HU";"29,63"
"IS";"59,09"
"IN";"2,63"
"ID";"15,72"
"IR";"36,78"
"IQ";"5,65"
"IE";"43,89"
"IL";"46,24"
"IT";"36,99"
"JM";"9,54"
"JP";"50,32"
"JE";"99999999999998"
"JO";"6,14"
"KZ";"25,62"
"KE";"0,67"
"KI";"8,08"
"KR";"59,24"
"KW";"16,13"
"KG";"9,12"
"LA";"1,70"
"LV";"24,68"
"LB";"18,63"
"LS";"1,87"
"LR";"0,23"
"LY";"16,15"
"LI";"54,05"
"LT";"23,11"
"LU";"53,68"
"MO";"30,27"
"MG";"0,64"
"MW";"1,11"
"MY";"15,79"
"MV";"6,42"
"ML";"0,67"
"MT";"55,50"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"1,94"
"MU";"29,94"
"YT";"99999999999998"
"MX";"16,79"
"FM";"8,12"
"MD";"28,94"
"MC";"118,66"
"MN";"6,79"
"ME";"27,32"
"MS";"52,06"
"MA";"10,85"
"MZ";"0,35"
"MM";"1,04"
"NA";"7,18"
"NR";"0,00"
"NP";"3,09"
"AN";"99999999999998"
"NL";"42,62"
"NC";"29,92"
"NZ";"42,55"
"NI";"4,95"
"NE";"0,50"
"NG";"0,44"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"30,77"
"OM";"8,88"
"PK";"3,28"
"PS";"9,16"
"PA";"15,11"
"PG";"1,79"
"PY";"5,86"
"PE";"10,92"
"PH";"3,73"
"PL";"17,88"
"PT";"42,75"
"PR";"22,29"
"QA";"15,83"
"RE";"99999999999998"
"RO";"23,06"
"RU";"30,82"
"RW";"0,37"
"ST";"4,45"
"WS";"99999999999998"
"SM";"59,31"
"SA";"16,41"
"SN";"2,60"
"RS";"42,01"
"SC";"30,39"
"SL";"0,24"
"SG";"38,99"
"SK";"19,52"
"SI";"42,92"
"SB";"1,56"
"SO";"0,73"
"ZA";"9,29"
"SS";"0,02"
"ES";"42,40"
"LK";"17,76"
"SH";"58,26"
"KN";"38,07"
"LC";"20,65"
"PM";"99999999999998"
"VC";"20,78"
"SD";"1,38"
"SR";"15,80"
"SZ";"6,19"
"SE";"47,35"
"CH";"61,77"
"SY";"20,56"
"TW";"72,92"
"TJ";"4,86"
"TZ";"0,34"
"MK";"20,37"
"TH";"9,86"
"TL";"0,27"
"TG";"0,90"
"TK";"99999999999998"
"TO";"28,69"
"TT";"21,88"
"TN";"11,32"
"TR";"20,72"
"TM";"10,57"
"TC";"99999999999998"
"TV";"13,64"
"UG";"1,32"
"UA";"27,82"
"AE";"21,05"
"GB";"52,11"
"US";"46,08"
"UY";"28,50"
"UZ";"6,63"
"VU";"2,43"
"VE";"24,89"
"VN";"11,38"
"VI";"99999999999998"
"WF";"24,11"
"YE";"4,43"
"ZM";"0,60"
"ZW";"2,47"
