;indicadoressociais_11
"AF";"57.8"
"AL";"76.3"
"DZ";"72.9"
"AD";"80.5"
"AO";"49.5"
"AG";"74.9"
"AR";"75.1"
"AM";"73.9"
"AU";"81.3"
"AT";"79.9"
"AZ";"69.8"
"BS";"74.2"
"BH";"75.6"
"BD";"68.8"
"BB";"74.5"
"BY";"69.1"
"BE";"79.4"
"BZ";"69.4"
"BJ";"57.9"
"BT";"66.3"
"BO";"64.7"
"BA";"75.4"
"BW";"59.1"
"BR";"72.5"
"BN";"76.6"
"BG";"72.9"
"BF";"55.3"
"BI";"53.5"
"CV";"72.3"
"KH";"64.7"
"CM";"52.5"
"CA";"80.6"
"CF";"45.7"
"TD";"48.6"
"CL";"79.4"
"CN";"74.3"
"CO";"72.7"
"KM";"60.7"
"CG";"55.8"
"CD";"55.1"
"CR";"78.4"
"HR";"75.9"
"CU";"78.5"
"CY";"78.9"
"CZ";"76.7"
"CI";"48.7"
"DK";"78.4"
"DJ";"58.8"
"DM";"77.1"
"DO";"72.1"
"EC";"74.5"
"EG";"69.8"
"SV";"71.0"
"GQ";"54.5"
"ER";"59.7"
"EE";"73.6"
"ET";"58.4"
"FJ";"68.7"
"FI";"79.3"
"FR";"80.7"
"GA";"60.4"
"GM";"58.5"
"GE";"73.6"
"DE";"79.6"
"GH";"59.7"
"GR";"79.7"
"GD";"71.9"
"GT";"70.2"
"GN";"54.0"
"GW";"52.9"
"GY";"65.8"
"HT";"60.0"
"HN";"71.9"
"HK";"82.3"
"HU";"73.8"
"IS";"81.3"
"IN";"65.3"
"ID";"67.6"
"IR";"72.6"
"IQ";"68.2"
"IE";"79.4"
"IL";"80.7"
"IT";"81.4"
"JM";"74.0"
"JP";"82.6"
"JO";"72.9"
"KZ";"65.7"
"KE";"55.7"
"KI";"65.1"
"";"68.6"
"KR";"79.7"
"KW";"73.6"
"KG";"66.9"
"LA";"62.9"
"LV";"71.6"
"LB";"77.5"
"LS";"45.0"
"LR";"57.2"
"LY";"71.6"
"LI";"79.1"
"LT";"71.5"
"LU";"79.4"
"MG";"62.1"
"MW";"51.6"
"MY";"73.8"
"MV";"75.3"
"ML";"54.3"
"MT";"79.4"
"MR";"61.2"
"MU";"72.8"
"MX";"75.7"
"FM";"68.3"
"MD";"68.3"
"MN";"66.0"
"ME";"74.1"
"MA";"71.3"
"MZ";"51.7"
"MM";"64.2"
"NA";"58.9"
"NP";"66.6"
"NL";"80.0"
"NZ";"80.1"
"NI";"72.7"
"NE";"55.4"
"NG";"49.8"
"NO";"80.4"
"OM";"74.9"
"PK";"64.3"
"PW";"70.5"
"";"71.7"
"PA";"76.3"
"PG";"61.3"
"PY";"71.7"
"PE";"73.0"
"PH";"67.5"
"PL";"75.4"
"PT";"78.6"
"QA";"76.9"
"RO";"72.9"
"RU";"66.8"
"RW";"58.1"
"KN";"72.2"
"LC";"73.7"
"VC";"71.7"
"WS";"71.4"
"ST";"65.3"
"SA";"73.3"
"SN";"61.9"
"RS";"73.2"
"SC";"72.4"
"SL";"45.5"
"SG";"81.0"
"SK";"74.6"
"SI";"78.4"
"SB";"66.2"
"SO";"53.0"
"ZA";"52.1"
"SS";"52.1"
"ES";"81.0"
"LK";"74.2"
"SD";"60.7"
"SR";"69.4"
"SZ";"46.8"
"SE";"81.0"
"CH";"81.6"
"SY";"74.1"
"TJ";"67.0"
"TZ";"58.1"
"TH";"72.9"
"MK";"74.4"
"TL";"65.8"
"TG";"55.5"
"TO";"71.8"
"TT";"69.2"
"TN";"74.5"
"TR";"73.2"
"TM";"64.6"
"UG";"53.7"
"UA";"67.9"
"AE";"75.8"
"GB";"79.5"
"US";"78.0"
"UY";"76.1"
"UZ";"67.6"
"VU";"69.9"
"VE";"73.3"
"VN";"74.6"
"YE";"61.9"
"ZM";"52.5"
"ZW";"44.2"
