;indicadoressociais_11
"AF";"54.4"
"AL";"73.3"
"DZ";"69.3"
"AD";"78.2"
"AO";"43.7"
"AG";"73.1"
"AR";"73.4"
"AM";"70.4"
"AU";"78.9"
"AT";"77.5"
"AZ";"66.0"
"BS";"71.8"
"BH";"74.1"
"BD";"64.1"
"BB";"73.0"
"BY";"67.4"
"BE";"77.4"
"BZ";"68.6"
"BJ";"55.0"
"BT";"58.9"
"BO";"59.6"
"BA";"73.5"
"BW";"50.9"
"BR";"69.1"
"BN";"74.8"
"BG";"71.0"
"BF";"49.9"
"BI";"50.7"
"CV";"69.1"
"KH";"56.9"
"CM";"52.5"
"CA";"78.6"
"CF";"45.4"
"TD";"47.6"
"CL";"76.1"
"CN";"70.8"
"CO";"70.4"
"KM";"59.3"
"CG";"50.9"
"CD";"49.2"
"CR";"77.1"
"HR";"74.5"
"CU";"76.2"
"CY";"77.7"
"CZ";"74.1"
"CI";"47.4"
"DK";"76.2"
"DJ";"57.0"
"DM";"76.3"
"DO";"70.2"
"EC";"72.3"
"EG";"68.1"
"SV";"68.3"
"GQ";"51.5"
"ER";"54.8"
"EE";"69.6"
"ET";"50.8"
"FJ";"67.2"
"FI";"77.2"
"FR";"78.4"
"GA";"60.0"
"GM";"54.6"
"GE";"71.2"
"DE";"77.3"
"GH";"57.0"
"GR";"78.2"
"GD";"69.9"
"GT";"66.7"
"GN";"51.5"
"GW";"51.2"
"GY";"64.6"
"HT";"57.2"
"HN";"70.0"
"HK";"79.6"
"HU";"71.1"
"IS";"79.2"
"IN";"61.8"
"ID";"65.9"
"IR";"69.4"
"IQ";"69.1"
"IE";"76.1"
"IL";"78.5"
"IT";"78.8"
"JM";"72.1"
"JP";"80.6"
"JO";"71.4"
"KZ";"63.2"
"KE";"51.7"
"KI";"63.5"
"";"64.5"
"KR";"75.2"
"KW";"73.0"
"KG";"66.1"
"LA";"57.8"
"LV";"68.8"
"LB";"73.5"
"LS";"51.2"
"LR";"52.1"
"LY";"70.2"
"LI";"77.8"
"LT";"70.4"
"LU";"77.1"
"MG";"57.0"
"MW";"43.8"
"MY";"72.4"
"MV";"68.1"
"ML";"48.2"
"MT";"77.6"
"MR";"59.9"
"MU";"70.7"
"MX";"73.8"
"FM";"67.1"
"MD";"66.8"
"MN";"62.1"
"ME";"73.4"
"MA";"67.9"
"MZ";"47.8"
"MM";"61.5"
"NA";"57.3"
"NP";"60.9"
"NL";"77.9"
"NZ";"77.6"
"NI";"68.8"
"NE";"49.3"
"NG";"46.3"
"NO";"78.3"
"OM";"71.2"
"PK";"62.2"
"PW";"66.6"
"";"70.4"
"PA";"74.7"
"PG";"58.1"
"PY";"69.6"
"PE";"69.5"
"PH";"66.4"
"PL";"73.0"
"PT";"76.0"
"QA";"76.0"
"RO";"69.9"
"RU";"65.4"
"RW";"43.3"
"KN";"69.5"
"LC";"71.2"
"VC";"70.6"
"WS";"68.6"
"ST";"63.0"
"SA";"71.9"
"SN";"57.4"
"RS";"71.9"
"SC";"71.4"
"SL";"37.1"
"SG";"77.8"
"SK";"72.9"
"SI";"75.4"
"SB";"61.5"
"SO";"49.8"
"ZA";"58.5"
"SS";"48.4"
"ES";"78.6"
"LK";"69.8"
"SD";"57.3"
"SR";"67.8"
"SZ";"51.8"
"SE";"79.3"
"CH";"79.3"
"SY";"72.2"
"TJ";"62.9"
"TZ";"49.3"
"TH";"70.3"
"MK";"72.8"
"TL";"57.3"
"TG";"53.7"
"TO";"70.5"
"TT";"68.5"
"TN";"72.6"
"TR";"68.8"
"TM";"63.6"
"UG";"44.9"
"UA";"67.3"
"AE";"73.7"
"GB";"77.2"
"US";"76.5"
"UY";"74.3"
"UZ";"66.8"
"VU";"66.6"
"VE";"71.8"
"VN";"72.8"
"YE";"59.9"
"ZM";"42.5"
"ZW";"44.3"
