;indicadoressociais_11
"AF";"54.8"
"AL";"73.7"
"DZ";"69.8"
"AD";"78.5"
"AO";"44.5"
"AG";"73.3"
"AR";"73.6"
"AM";"71.0"
"AU";"79.2"
"AT";"77.8"
"AZ";"66.4"
"BS";"72.1"
"BH";"74.3"
"BD";"64.7"
"BB";"73.2"
"BY";"67.4"
"BE";"77.6"
"BZ";"68.4"
"BJ";"55.1"
"BT";"59.8"
"BO";"60.1"
"BA";"74.0"
"BW";"49.5"
"BR";"69.6"
"BN";"75.0"
"BG";"71.2"
"BF";"50.1"
"BI";"51.2"
"CV";"69.5"
"KH";"57.6"
"CM";"52.2"
"CA";"78.8"
"CF";"45.0"
"TD";"47.6"
"CL";"76.5"
"CN";"71.3"
"CO";"70.7"
"KM";"59.4"
"CG";"50.7"
"CD";"49.6"
"CR";"77.3"
"HR";"74.7"
"CU";"76.4"
"CY";"77.9"
"CZ";"74.5"
"CI";"47.0"
"DK";"76.4"
"DJ";"57.0"
"DM";"76.4"
"DO";"70.4"
"EC";"72.6"
"EG";"68.4"
"SV";"68.5"
"GQ";"51.8"
"ER";"55.5"
"EE";"70.0"
"ET";"51.4"
"FJ";"67.4"
"FI";"77.4"
"FR";"78.6"
"GA";"59.7"
"GM";"55.0"
"GE";"71.5"
"DE";"77.6"
"GH";"57.0"
"GR";"78.3"
"GD";"70.1"
"GT";"67.3"
"GN";"51.3"
"GW";"51.3"
"GY";"64.8"
"HT";"57.5"
"HN";"70.2"
"HK";"80.0"
"HU";"71.4"
"IS";"79.4"
"IN";"62.2"
"ID";"66.1"
"IR";"69.8"
"IQ";"69.2"
"IE";"76.4"
"IL";"78.7"
"IT";"79.1"
"JM";"72.2"
"JP";"80.9"
"JO";"71.6"
"KZ";"63.3"
"KE";"51.1"
"KI";"63.7"
"";"64.7"
"KR";"75.6"
"KW";"73.0"
"KG";"66.1"
"LA";"58.4"
"LV";"69.3"
"LB";"74.0"
"LS";"49.1"
"LR";"52.3"
"LY";"70.4"
"LI";"78.0"
"LT";"70.7"
"LU";"77.4"
"MG";"57.8"
"MW";"43.9"
"MY";"72.6"
"MV";"69.0"
"ML";"48.5"
"MT";"77.8"
"MR";"60.0"
"MU";"70.9"
"MX";"74.1"
"FM";"67.2"
"MD";"66.9"
"MN";"62.4"
"ME";"73.3"
"MA";"68.2"
"MZ";"48.3"
"MM";"61.8"
"NA";"56.2"
"NP";"61.7"
"NL";"78.0"
"NZ";"77.9"
"NI";"69.3"
"NE";"50.0"
"NG";"46.4"
"NO";"78.5"
"OM";"71.7"
"PK";"62.5"
"PW";"67.1"
"";"70.6"
"PA";"74.9"
"PG";"58.4"
"PY";"69.8"
"PE";"70.0"
"PH";"66.5"
"PL";"73.3"
"PT";"76.3"
"QA";"76.1"
"RO";"70.2"
"RU";"65.2"
"RW";"46.1"
"KN";"69.9"
"LC";"71.3"
"VC";"70.6"
"WS";"69.0"
"ST";"63.2"
"SA";"72.2"
"SN";"57.5"
"RS";"72.0"
"SC";"71.6"
"SL";"37.8"
"SG";"78.1"
"SK";"73.1"
"SI";"75.6"
"SB";"62.2"
"SO";"50.4"
"ZA";"57.2"
"SS";"48.8"
"ES";"78.8"
"LK";"70.3"
"SD";"57.7"
"SR";"67.8"
"SZ";"50.2"
"SE";"79.5"
"CH";"79.6"
"SY";"72.4"
"TJ";"63.2"
"TZ";"49.8"
"TH";"70.5"
"MK";"73.0"
"TL";"58.4"
"TG";"53.6"
"TO";"70.7"
"TT";"68.5"
"TN";"72.9"
"TR";"69.4"
"TM";"63.8"
"UG";"45.6"
"UA";"67.3"
"AE";"73.9"
"GB";"77.4"
"US";"76.6"
"UY";"74.6"
"UZ";"66.9"
"VU";"67.0"
"VE";"72.0"
"VN";"73.0"
"YE";"60.2"
"ZM";"42.9"
"ZW";"42.8"
