;indicadoressociais_11
"AF";"60.7"
"AL";"78.0"
"DZ";"75.0"
"AD";"81.5"
"AO";"52.7"
"AG";"76.2"
"AR";"76.5"
"AM";"74.9"
"AU";"82.5"
"AT";"81.6"
"AZ";"70.9"
"BS";"75.6"
"BH";"76.7"
"BD";"72.0"
"BB";"75.8"
"BY";"71.5"
"BE";"81.0"
"BZ";"70.1"
"BJ";"59.8"
"BT";"69.9"
"BO";"68.7"
"BA";"76.6"
"BW";"64.5"
"BR";"74.7"
"BN";"79.0"
"BG";"74.3"
"BF";"59.0"
"BI";"57.1"
"CV";"73.5"
"KH";"68.8"
"CM";"56.0"
"CA";"82.2"
"CF";"51.5"
"TD";"51.9"
"CL";"82.0"
"CN";"76.0"
"CO";"74.2"
"KM";"63.6"
"CG";"62.9"
"CD";"59.1"
"CR";"79.6"
"HR";"77.5"
"CU";"79.6"
"CY";"80.3"
"CZ";"78.8"
"CI";"51.9"
"DK";"80.4"
"DJ";"62.3"
"DM";"77.9"
"DO";"73.7"
"EC";"76.1"
"EG";"71.3"
"SV";"73.3"
"GQ";"57.9"
"ER";"64.2"
"EE";"77.0"
"ET";"64.6"
"FJ";"70.2"
"FI";"81.0"
"FR";"82.4"
"GA";"64.9"
"GM";"60.5"
"GE";"75.0"
"DE";"81.1"
"GH";"61.5"
"GR";"81.1"
"GD";"73.6"
"GT";"72.1"
"GN";"59.2"
"GW";"55.5"
"GY";"66.5"
"HT";"63.1"
"HN";"73.3"
"HK";"84.2"
"HU";"75.3"
"IS";"82.7"
"IN";"68.3"
"ID";"69.1"
"IR";"75.6"
"IQ";"69.6"
"IE";"81.1"
"IL";"82.6"
"IT";"83.3"
"JM";"75.8"
"JP";"83.7"
"JO";"74.2"
"KZ";"69.6"
"KE";"62.2"
"KI";"66.2"
"";"70.5"
"KR";"82.1"
"KW";"74.5"
"KG";"70.8"
"LA";"66.6"
"LV";"74.3"
"LB";"79.5"
"LS";"50.1"
"LR";"61.2"
"LY";"71.8"
"LI";"80.2"
"LT";"73.5"
"LU";"81.9"
"MG";"65.5"
"MW";"63.9"
"MY";"74.9"
"MV";"77.0"
"ML";"58.5"
"MT";"80.7"
"MR";"63.2"
"MU";"74.6"
"MX";"77.0"
"FM";"69.3"
"MD";"71.7"
"MN";"69.8"
"ME";"76.4"
"MA";"74.3"
"MZ";"55.5"
"MM";"66.1"
"NA";"65.1"
"NP";"70.0"
"NL";"81.7"
"NZ";"82.0"
"NI";"75.2"
"NE";"61.9"
"NG";"53.1"
"NO";"81.7"
"OM";"77.0"
"PK";"66.4"
"PW";"72.9"
"";"73.1"
"PA";"77.8"
"PG";"62.8"
"PY";"73.0"
"PE";"74.8"
"PH";"68.3"
"PL";"77.6"
"PT";"81.2"
"QA";"78.3"
"RO";"74.8"
"RU";"70.3"
"RW";"64.7"
"KN";"74.0"
"LC";"75.2"
"VC";"73.0"
"WS";"73.7"
"ST";"66.6"
"SA";"74.4"
"SN";"66.9"
"RS";"75.0"
"SC";"73.3"
"SL";"51.3"
"SG";"83.2"
"SK";"76.4"
"SI";"80.6"
"SB";"68.1"
"SO";"55.7"
"ZA";"57.7"
"SS";"56.1"
"ES";"82.8"
"LK";"75.0"
"SD";"63.7"
"SR";"71.3"
"SZ";"48.9"
"SE";"82.3"
"CH";"83.1"
"SY";"69.7"
"TJ";"69.6"
"TZ";"65.5"
"TH";"74.6"
"MK";"75.5"
"TL";"68.5"
"TG";"60.2"
"TO";"73.0"
"TT";"70.5"
"TN";"75.0"
"TR";"75.5"
"TM";"65.7"
"UG";"59.2"
"UA";"71.1"
"AE";"77.1"
"GB";"80.8"
"US";"79.2"
"UY";"77.4"
"UZ";"69.4"
"VU";"72.1"
"VE";"74.4"
"VN";"75.9"
"YE";"64.1"
"ZM";"60.8"
"ZW";"59.2"
