;indicadoressociais_11
"AF";"59.7"
"AL";"77.3"
"DZ";"74.3"
"AD";"81.1"
"AO";"51.5"
"AG";"75.7"
"AR";"75.9"
"AM";"74.4"
"AU";"82.1"
"AT";"81.0"
"AZ";"70.7"
"BS";"75.1"
"BH";"76.3"
"BD";"70.8"
"BB";"75.3"
"BY";"70.9"
"BE";"80.4"
"BZ";"69.8"
"BJ";"59.2"
"BT";"68.7"
"BO";"67.5"
"BA";"76.2"
"BW";"64.2"
"BR";"73.9"
"BN";"78.2"
"BG";"73.9"
"BF";"58.0"
"BI";"55.8"
"CV";"73.0"
"KH";"67.5"
"CM";"54.6"
"CA";"81.7"
"CF";"49.1"
"TD";"50.8"
"CL";"81.0"
"CN";"75.4"
"CO";"73.7"
"KM";"62.6"
"CG";"61.0"
"CD";"57.9"
"CR";"79.1"
"HR";"77.0"
"CU";"79.2"
"CY";"79.8"
"CZ";"78.2"
"CI";"50.8"
"DK";"79.8"
"DJ";"61.3"
"DM";"77.6"
"DO";"73.1"
"EC";"75.4"
"EG";"70.7"
"SV";"72.5"
"GQ";"56.8"
"ER";"62.7"
"EE";"76.2"
"ET";"62.8"
"FJ";"69.6"
"FI";"80.4"
"FR";"81.8"
"GA";"63.3"
"GM";"59.8"
"GE";"74.6"
"DE";"80.6"
"GH";"61.0"
"GR";"80.5"
"GD";"73.0"
"GT";"71.4"
"GN";"57.7"
"GW";"54.5"
"GY";"66.2"
"HT";"62.1"
"HN";"72.8"
"HK";"83.6"
"HU";"74.9"
"IS";"82.2"
"IN";"67.3"
"ID";"68.5"
"IR";"74.8"
"IQ";"69.0"
"IE";"80.5"
"IL";"81.9"
"IT";"82.7"
"JM";"75.3"
"JP";"83.2"
"JO";"73.7"
"KZ";"68.6"
"KE";"60.3"
"KI";"65.7"
"";"69.7"
"KR";"81.3"
"KW";"74.2"
"KG";"69.7"
"LA";"65.3"
"LV";"73.6"
"LB";"78.8"
"LS";"48.9"
"LR";"60.2"
"LY";"71.6"
"LI";"79.8"
"LT";"72.8"
"LU";"81.1"
"MG";"64.3"
"MW";"60.1"
"MY";"74.4"
"MV";"76.5"
"ML";"57.1"
"MT";"80.2"
"MR";"62.6"
"MU";"74.0"
"MX";"76.4"
"FM";"68.9"
"MD";"70.9"
"MN";"68.6"
"ME";"75.8"
"MA";"73.4"
"MZ";"54.3"
"MM";"65.5"
"NA";"64.0"
"NP";"68.8"
"NL";"81.2"
"NZ";"81.4"
"NI";"74.3"
"NE";"60.0"
"NG";"52.1"
"NO";"81.3"
"OM";"76.3"
"PK";"65.7"
"PW";"72.1"
"";"72.6"
"PA";"77.2"
"PG";"62.3"
"PY";"72.6"
"PE";"74.1"
"PH";"67.9"
"PL";"76.9"
"PT";"80.3"
"QA";"77.8"
"RO";"74.3"
"RU";"69.5"
"RW";"63.1"
"KN";"73.3"
"LC";"74.8"
"VC";"72.7"
"WS";"72.9"
"ST";"66.2"
"SA";"74.0"
"SN";"65.4"
"RS";"74.5"
"SC";"72.9"
"SL";"49.8"
"SG";"82.5"
"SK";"75.9"
"SI";"80.0"
"SB";"67.5"
"SO";"54.7"
"ZA";"56.3"
"SS";"54.8"
"ES";"82.2"
"LK";"74.6"
"SD";"62.9"
"SR";"70.8"
"SZ";"48.9"
"SE";"81.8"
"CH";"82.6"
"SY";"70.4"
"TJ";"69.0"
"TZ";"63.5"
"TH";"74.1"
"MK";"75.1"
"TL";"67.8"
"TG";"58.6"
"TO";"72.5"
"TT";"70.1"
"TN";"74.6"
"TR";"74.7"
"TM";"65.3"
"UG";"57.1"
"UA";"70.3"
"AE";"76.6"
"GB";"80.4"
"US";"78.8"
"UY";"76.9"
"UZ";"68.8"
"VU";"71.3"
"VE";"73.9"
"VN";"75.5"
"YE";"63.3"
"ZM";"58.4"
"ZW";"53.7"
