;indicadoressociais_11
"AF";"55.8"
"AL";"75.0"
"DZ";"71.0"
"AD";"79.5"
"AO";"46.7"
"AG";"74.0"
"AR";"74.2"
"AM";"72.4"
"AU";"80.1"
"AT";"78.7"
"AZ";"67.7"
"BS";"73.0"
"BH";"74.9"
"BD";"66.5"
"BB";"73.7"
"BY";"67.7"
"BE";"78.2"
"BZ";"68.5"
"BJ";"55.9"
"BT";"62.5"
"BO";"61.8"
"BA";"74.8"
"BW";"49.3"
"BR";"70.9"
"BN";"75.6"
"BG";"71.9"
"BF";"51.4"
"BI";"52.0"
"CV";"70.6"
"KH";"60.3"
"CM";"51.7"
"CA";"79.5"
"CF";"44.3"
"TD";"47.6"
"CL";"77.7"
"CN";"72.6"
"CO";"71.6"
"KM";"59.6"
"CG";"51.2"
"CD";"51.4"
"CR";"77.7"
"HR";"75.0"
"CU";"77.1"
"CY";"78.3"
"CZ";"75.3"
"CI";"46.7"
"DK";"77.1"
"DJ";"57.2"
"DM";"76.7"
"DO";"71.0"
"EC";"73.5"
"EG";"69.0"
"SV";"69.4"
"GQ";"52.6"
"ER";"57.2"
"EE";"71.3"
"ET";"53.4"
"FJ";"67.9"
"FI";"78.2"
"FR";"79.3"
"GA";"59.0"
"GM";"56.5"
"GE";"72.4"
"DE";"78.4"
"GH";"57.4"
"GR";"78.9"
"GD";"70.8"
"GT";"68.8"
"GN";"51.4"
"GW";"51.8"
"GY";"65.2"
"HT";"58.2"
"HN";"70.9"
"HK";"81.1"
"HU";"72.4"
"IS";"80.3"
"IN";"63.4"
"ID";"66.6"
"IR";"70.9"
"IQ";"68.9"
"IE";"77.4"
"IL";"79.5"
"IT";"80.0"
"JM";"72.7"
"JP";"81.7"
"JO";"72.1"
"KZ";"64.1"
"KE";"51.2"
"KI";"64.4"
"";"67.0"
"KR";"77.1"
"KW";"73.2"
"KG";"66.4"
"LA";"60.1"
"LV";"70.4"
"LB";"75.4"
"LS";"44.6"
"LR";"52.8"
"LY";"70.8"
"LI";"78.5"
"LT";"71.4"
"LU";"78.2"
"MG";"59.7"
"MW";"45.1"
"MY";"73.2"
"MV";"71.7"
"ML";"50.1"
"MT";"78.4"
"MR";"60.3"
"MU";"71.8"
"MX";"74.8"
"FM";"67.5"
"MD";"67.3"
"MN";"63.8"
"ME";"73.3"
"MA";"69.3"
"MZ";"49.5"
"MM";"62.8"
"NA";"54.2"
"NP";"63.7"
"NL";"78.6"
"NZ";"78.8"
"NI";"70.7"
"NE";"52.0"
"NG";"47.2"
"NO";"79.2"
"OM";"73.0"
"PK";"63.2"
"PW";"68.5"
"";"71.1"
"PA";"75.4"
"PG";"59.5"
"PY";"70.6"
"PE";"71.4"
"PH";"66.9"
"PL";"74.3"
"PT";"77.1"
"QA";"76.4"
"RO";"71.2"
"RU";"65.0"
"RW";"50.6"
"KN";"70.8"
"LC";"72.0"
"VC";"70.7"
"WS";"70.0"
"ST";"63.8"
"SA";"72.8"
"SN";"58.7"
"RS";"72.3"
"SC";"72.0"
"SL";"40.7"
"SG";"79.0"
"SK";"73.7"
"SI";"76.6"
"SB";"64.0"
"SO";"51.5"
"ZA";"53.5"
"SS";"50.0"
"ES";"79.5"
"LK";"72.5"
"SD";"58.7"
"SR";"68.1"
"SZ";"46.5"
"SE";"80.0"
"CH";"80.4"
"SY";"73.3"
"TJ";"64.3"
"TZ";"52.3"
"TH";"71.1"
"MK";"73.7"
"TL";"61.3"
"TG";"53.7"
"TO";"71.1"
"TT";"68.6"
"TN";"73.6"
"TR";"71.1"
"TM";"64.2"
"UG";"48.5"
"UA";"67.3"
"AE";"74.7"
"GB";"78.2"
"US";"77.1"
"UY";"75.2"
"UZ";"67.2"
"VU";"68.2"
"VE";"72.7"
"VN";"73.7"
"YE";"60.8"
"ZM";"45.4"
"ZW";"40.7"
