;indicadoressociais_11
"AF";"56.2"
"AL";"75.4"
"DZ";"71.4"
"AD";"79.8"
"AO";"47.4"
"AG";"74.2"
"AR";"74.4"
"AM";"72.8"
"AU";"80.3"
"AT";"78.9"
"AZ";"68.1"
"BS";"73.3"
"BH";"75.0"
"BD";"67.0"
"BB";"73.8"
"BY";"67.9"
"BE";"78.4"
"BZ";"68.6"
"BJ";"56.3"
"BT";"63.3"
"BO";"62.4"
"BA";"74.9"
"BW";"50.6"
"BR";"71.3"
"BN";"75.8"
"BG";"72.1"
"BF";"52.1"
"BI";"52.2"
"CV";"71.0"
"KH";"61.2"
"CM";"51.7"
"CA";"79.8"
"CF";"44.3"
"TD";"47.7"
"CL";"78.1"
"CN";"73.0"
"CO";"71.8"
"KM";"59.7"
"CG";"51.8"
"CD";"52.1"
"CR";"77.9"
"HR";"75.1"
"CU";"77.4"
"CY";"78.4"
"CZ";"75.6"
"CI";"46.9"
"DK";"77.4"
"DJ";"57.4"
"DM";"76.8"
"DO";"71.2"
"EC";"73.7"
"EG";"69.1"
"SV";"69.7"
"GQ";"53.0"
"ER";"57.7"
"EE";"71.7"
"ET";"54.2"
"FJ";"68.1"
"FI";"78.4"
"FR";"79.6"
"GA";"59.1"
"GM";"57.0"
"GE";"72.7"
"DE";"78.7"
"GH";"57.8"
"GR";"79.1"
"GD";"71.0"
"GT";"69.1"
"GN";"51.6"
"GW";"52.0"
"GY";"65.3"
"HT";"58.5"
"HN";"71.1"
"HK";"81.4"
"HU";"72.7"
"IS";"80.6"
"IN";"63.8"
"ID";"66.8"
"IR";"71.3"
"IQ";"68.7"
"IE";"77.8"
"IL";"79.7"
"IT";"80.3"
"JM";"72.9"
"JP";"81.9"
"JO";"72.2"
"KZ";"64.5"
"KE";"51.8"
"KI";"64.6"
"";"67.7"
"KR";"77.7"
"KW";"73.3"
"KG";"66.4"
"LA";"60.6"
"LV";"70.7"
"LB";"75.9"
"LS";"43.9"
"LR";"53.3"
"LY";"71.0"
"LI";"78.6"
"LT";"71.4"
"LU";"78.4"
"MG";"60.3"
"MW";"45.9"
"MY";"73.3"
"MV";"72.6"
"ML";"50.9"
"MT";"78.6"
"MR";"60.4"
"MU";"72.1"
"MX";"75.0"
"FM";"67.7"
"MD";"67.5"
"MN";"64.2"
"ME";"73.4"
"MA";"69.7"
"MZ";"49.9"
"MM";"63.1"
"NA";"54.3"
"NP";"64.4"
"NL";"78.8"
"NZ";"79.1"
"NI";"71.1"
"NE";"52.6"
"NG";"47.6"
"NO";"79.4"
"OM";"73.4"
"PK";"63.4"
"PW";"68.9"
"";"71.2"
"PA";"75.6"
"PG";"59.8"
"PY";"70.8"
"PE";"71.8"
"PH";"67.0"
"PL";"74.6"
"PT";"77.4"
"QA";"76.5"
"RO";"71.6"
"RU";"65.2"
"RW";"51.8"
"KN";"71.1"
"LC";"72.3"
"VC";"70.9"
"WS";"70.3"
"ST";"64.0"
"SA";"72.9"
"SN";"59.2"
"RS";"72.4"
"SC";"72.1"
"SL";"41.7"
"SG";"79.4"
"SK";"73.9"
"SI";"76.9"
"SB";"64.6"
"SO";"51.8"
"ZA";"52.6"
"SS";"50.4"
"ES";"79.8"
"LK";"73.2"
"SD";"59.1"
"SR";"68.3"
"SZ";"46.0"
"SE";"80.2"
"CH";"80.6"
"SY";"73.7"
"TJ";"64.8"
"TZ";"53.3"
"TH";"71.4"
"MK";"73.8"
"TL";"62.2"
"TG";"53.9"
"TO";"71.2"
"TT";"68.7"
"TN";"73.9"
"TR";"71.6"
"TM";"64.3"
"UG";"49.7"
"UA";"67.3"
"AE";"74.9"
"GB";"78.5"
"US";"77.2"
"UY";"75.4"
"UZ";"67.2"
"VU";"68.5"
"VE";"72.9"
"VN";"73.9"
"YE";"61.1"
"ZM";"46.6"
"ZW";"40.7"
