;indicadoressociais_11
"AF";"56.6"
"AL";"75.7"
"DZ";"71.8"
"AD";"80.0"
"AO";"48.0"
"AG";"74.4"
"AR";"74.6"
"AM";"73.2"
"AU";"80.6"
"AT";"79.2"
"AZ";"68.6"
"BS";"73.5"
"BH";"75.2"
"BD";"67.5"
"BB";"74.0"
"BY";"68.1"
"BE";"78.6"
"BZ";"68.8"
"BJ";"56.7"
"BT";"64.2"
"BO";"63.0"
"BA";"75.0"
"BW";"52.4"
"BR";"71.6"
"BN";"76.0"
"BG";"72.3"
"BF";"52.9"
"BI";"52.4"
"CV";"71.4"
"KH";"62.2"
"CM";"51.7"
"CA";"80.0"
"CF";"44.5"
"TD";"47.8"
"CL";"78.4"
"CN";"73.4"
"CO";"72.1"
"KM";"59.9"
"CG";"52.6"
"CD";"52.9"
"CR";"78.0"
"HR";"75.3"
"CU";"77.7"
"CY";"78.5"
"CZ";"75.8"
"CI";"47.3"
"DK";"77.6"
"DJ";"57.7"
"DM";"76.8"
"DO";"71.4"
"EC";"73.9"
"EG";"69.3"
"SV";"70.0"
"GQ";"53.3"
"ER";"58.1"
"EE";"72.2"
"ET";"55.2"
"FJ";"68.2"
"FI";"78.6"
"FR";"79.9"
"GA";"59.2"
"GM";"57.4"
"GE";"73.0"
"DE";"79.0"
"GH";"58.2"
"GR";"79.3"
"GD";"71.2"
"GT";"69.5"
"GN";"52.0"
"GW";"52.1"
"GY";"65.5"
"HT";"58.9"
"HN";"71.3"
"HK";"81.6"
"HU";"73.0"
"IS";"80.8"
"IN";"64.1"
"ID";"67.0"
"IR";"71.6"
"IQ";"68.5"
"IE";"78.2"
"IL";"80.0"
"IT";"80.6"
"JM";"73.2"
"JP";"82.1"
"JO";"72.4"
"KZ";"64.7"
"KE";"52.6"
"KI";"64.7"
"";"68.2"
"KR";"78.2"
"KW";"73.4"
"KG";"66.4"
"LA";"61.2"
"LV";"70.9"
"LB";"76.4"
"LS";"43.6"
"LR";"54.1"
"LY";"71.2"
"LI";"78.8"
"LT";"71.5"
"LU";"78.6"
"MG";"60.8"
"MW";"47.0"
"MY";"73.4"
"MV";"73.4"
"ML";"51.7"
"MT";"78.8"
"MR";"60.5"
"MU";"72.3"
"MX";"75.2"
"FM";"67.8"
"MD";"67.6"
"MN";"64.6"
"ME";"73.5"
"MA";"70.1"
"MZ";"50.3"
"MM";"63.3"
"NA";"55.0"
"NP";"65.0"
"NL";"79.1"
"NZ";"79.4"
"NI";"71.5"
"NE";"53.3"
"NG";"48.1"
"NO";"79.7"
"OM";"73.8"
"PK";"63.6"
"PW";"69.4"
"";"71.3"
"PA";"75.8"
"PG";"60.2"
"PY";"71.1"
"PE";"72.1"
"PH";"67.1"
"PL";"74.8"
"PT";"77.7"
"QA";"76.5"
"RO";"72.0"
"RU";"65.4"
"RW";"53.2"
"KN";"71.4"
"LC";"72.7"
"VC";"71.0"
"WS";"70.6"
"ST";"64.3"
"SA";"73.0"
"SN";"59.8"
"RS";"72.6"
"SC";"72.2"
"SL";"42.7"
"SG";"79.8"
"SK";"74.1"
"SI";"77.3"
"SB";"65.1"
"SO";"52.1"
"ZA";"51.9"
"SS";"50.8"
"ES";"80.1"
"LK";"73.6"
"SD";"59.4"
"SR";"68.5"
"SZ";"45.8"
"SE";"80.4"
"CH";"80.9"
"SY";"74.0"
"TJ";"65.3"
"TZ";"54.4"
"TH";"71.8"
"MK";"74.0"
"TL";"63.2"
"TG";"54.2"
"TO";"71.4"
"TT";"68.8"
"TN";"74.1"
"TR";"72.1"
"TM";"64.3"
"UG";"50.8"
"UA";"67.4"
"AE";"75.1"
"GB";"78.8"
"US";"77.4"
"UY";"75.6"
"UZ";"67.3"
"VU";"68.9"
"VE";"73.0"
"VN";"74.1"
"YE";"61.3"
"ZM";"48.0"
"ZW";"41.0"
