;indicadoressociais_11
"AF";"51.4"
"AL";"71.8"
"DZ";"67.2"
"AD";"76.9"
"AO";"41.3"
"AG";"71.8"
"AR";"72.0"
"AM";"68.0"
"AU";"77.4"
"AT";"75.9"
"AZ";"64.2"
"BS";"71.0"
"BH";"72.8"
"BD";"59.7"
"BB";"71.8"
"BY";"69.7"
"BE";"76.2"
"BZ";"70.7"
"BJ";"54.4"
"BT";"54.0"
"BO";"56.2"
"BA";"70.5"
"BW";"61.1"
"BR";"66.1"
"BN";"73.4"
"BG";"71.1"
"BF";"49.4"
"BI";"47.7"
"CV";"66.5"
"KH";"54.2"
"CM";"53.6"
"CA";"77.6"
"CF";"48.3"
"TD";"47.1"
"CL";"73.6"
"CN";"69.3"
"CO";"68.6"
"KM";"57.6"
"CG";"54.0"
"CD";"49.3"
"CR";"76.0"
"HR";"72.8"
"CU";"74.8"
"CY";"76.9"
"CZ";"72.2"
"CI";"51.6"
"DK";"75.2"
"DJ";"56.9"
"DM";"76.1"
"DO";"68.7"
"EC";"70.0"
"EG";"65.4"
"SV";"65.6"
"GQ";"49.0"
"ER";"49.9"
"EE";"68.8"
"ET";"47.9"
"FJ";"65.9"
"FI";"75.6"
"FR";"77.1"
"GA";"61.3"
"GM";"52.6"
"GE";"70.2"
"DE";"75.8"
"GH";"57.4"
"GR";"77.2"
"GD";"68.9"
"GT";"63.3"
"GN";"51.0"
"GW";"49.8"
"GY";"63.8"
"HT";"55.3"
"HN";"67.6"
"HK";"78.0"
"HU";"69.4"
"IS";"78.4"
"IN";"58.9"
"ID";"64.0"
"IR";"66.2"
"IQ";"67.3"
"IE";"75.1"
"IL";"76.9"
"IT";"77.2"
"JM";"72.0"
"JP";"79.4"
"JO";"70.3"
"KZ";"65.7"
"KE";"57.5"
"KI";"61.3"
"";"69.5"
"KR";"72.7"
"KW";"72.4"
"KG";"66.3"
"LA";"54.6"
"LV";"68.2"
"LB";"70.9"
"LS";"59.7"
"LR";"47.8"
"LY";"69.2"
"LI";"76.5"
"LT";"70.1"
"LU";"75.7"
"MG";"52.3"
"MW";"43.5"
"MY";"71.2"
"MV";"63.1"
"ML";"47.1"
"MT";"76.4"
"MR";"58.8"
"MU";"70.0"
"MX";"71.6"
"FM";"66.4"
"MD";"67.4"
"MN";"60.7"
"ME";"74.6"
"MA";"65.7"
"MZ";"44.1"
"MM";"59.4"
"NA";"61.3"
"NP";"56.0"
"NL";"77.2"
"NZ";"76.0"
"NI";"65.6"
"NE";"45.1"
"NG";"46.1"
"NO";"76.9"
"OM";"68.3"
"PK";"60.6"
"PW";"63.3"
"";"68.7"
"PA";"73.4"
"PG";"56.3"
"PY";"68.4"
"PE";"66.5"
"PH";"65.6"
"PL";"71.1"
"PT";"74.6"
"QA";"75.2"
"RO";"69.5"
"RU";"67.1"
"RW";"27.4"
"KN";"67.8"
"LC";"71.2"
"VC";"70.4"
"WS";"65.9"
"ST";"62.1"
"SA";"69.8"
"SN";"57.5"
"RS";"71.7"
"SC";"70.7"
"SL";"36.2"
"SG";"76.7"
"SK";"71.5"
"SI";"73.7"
"SB";"57.8"
"SO";"45.4"
"ZA";"62.3"
"SS";"44.9"
"ES";"77.3"
"LK";"69.7"
"SD";"55.9"
"SR";"67.6"
"SZ";"59.1"
"SE";"78.0"
"CH";"77.9"
"SY";"70.7"
"TJ";"62.4"
"TZ";"49.3"
"TH";"70.3"
"MK";"71.5"
"TL";"50.3"
"TG";"55.7"
"TO";"69.8"
"TT";"68.2"
"TN";"70.0"
"TR";"65.3"
"TM";"62.8"
"UG";"44.2"
"UA";"69.0"
"AE";"72.1"
"GB";"76.0"
"US";"75.5"
"UY";"73.0"
"UZ";"66.5"
"VU";"64.0"
"VE";"70.2"
"VN";"71.1"
"YE";"58.5"
"ZM";"43.0"
"ZW";"56.5"
