;indicadoressociais_11
"AF";"52.6"
"AL";"72.0"
"DZ";"67.8"
"AD";"77.2"
"AO";"41.7"
"AG";"72.2"
"AR";"72.5"
"AM";"68.5"
"AU";"77.9"
"AT";"76.4"
"AZ";"64.3"
"BS";"71.2"
"BH";"73.2"
"BD";"61.1"
"BB";"72.3"
"BY";"68.7"
"BE";"76.6"
"BZ";"69.9"
"BJ";"54.8"
"BT";"55.6"
"BO";"57.3"
"BA";"71.1"
"BW";"58.1"
"BR";"67.1"
"BN";"73.9"
"BG";"71.0"
"BF";"49.4"
"BI";"48.3"
"CV";"67.4"
"KH";"54.8"
"CM";"53.4"
"CA";"77.9"
"CF";"47.4"
"TD";"47.3"
"CL";"74.5"
"CN";"69.7"
"CO";"69.1"
"KM";"58.4"
"CG";"52.8"
"CD";"49.2"
"CR";"76.4"
"HR";"73.4"
"CU";"75.2"
"CY";"77.2"
"CZ";"72.8"
"CI";"50.3"
"DK";"75.4"
"DJ";"57.1"
"DM";"76.3"
"DO";"69.4"
"EC";"70.8"
"EG";"66.3"
"SV";"66.8"
"GQ";"49.9"
"ER";"51.6"
"EE";"68.6"
"ET";"48.8"
"FJ";"66.4"
"FI";"76.1"
"FR";"77.5"
"GA";"61.1"
"GM";"53.1"
"GE";"70.3"
"DE";"76.3"
"GH";"57.6"
"GR";"77.6"
"GD";"69.2"
"GT";"64.4"
"GN";"51.6"
"GW";"50.3"
"GY";"64.0"
"HT";"56.0"
"HN";"68.4"
"HK";"78.5"
"HU";"69.8"
"IS";"78.6"
"IN";"59.9"
"ID";"64.7"
"IR";"67.8"
"IQ";"68.1"
"IE";"75.5"
"IL";"77.5"
"IT";"77.7"
"JM";"72.0"
"JP";"79.7"
"JO";"70.7"
"KZ";"64.5"
"KE";"55.5"
"KI";"62.2"
"";"67.7"
"KR";"73.5"
"KW";"72.6"
"KG";"66.1"
"LA";"55.6"
"LV";"67.8"
"LB";"71.6"
"LS";"58.3"
"LR";"49.3"
"LY";"69.7"
"LI";"77.0"
"LT";"69.7"
"LU";"76.1"
"MG";"53.8"
"MW";"43.5"
"MY";"71.6"
"MV";"64.8"
"ML";"47.5"
"MT";"76.9"
"MR";"59.2"
"MU";"70.3"
"MX";"72.4"
"FM";"66.7"
"MD";"67.0"
"MN";"61.0"
"ME";"74.3"
"MA";"66.5"
"MZ";"45.3"
"MM";"60.1"
"NA";"60.7"
"NP";"57.7"
"NL";"77.4"
"NZ";"76.6"
"NI";"66.9"
"NE";"46.5"
"NG";"46.1"
"NO";"77.4"
"OM";"69.3"
"PK";"61.2"
"PW";"64.4"
"";"69.4"
"PA";"73.9"
"PG";"56.9"
"PY";"68.7"
"PE";"67.5"
"PH";"65.9"
"PL";"71.5"
"PT";"75.0"
"QA";"75.5"
"RO";"69.5"
"RU";"66.3"
"RW";"28.5"
"KN";"68.4"
"LC";"71.2"
"VC";"70.6"
"WS";"66.9"
"ST";"62.5"
"SA";"70.6"
"SN";"57.5"
"RS";"71.8"
"SC";"70.8"
"SL";"35.7"
"SG";"77.2"
"SK";"71.9"
"SI";"74.2"
"SB";"59.1"
"SO";"46.4"
"ZA";"61.9"
"SS";"46.3"
"ES";"77.7"
"LK";"69.5"
"SD";"56.3"
"SR";"67.7"
"SZ";"57.6"
"SE";"78.4"
"CH";"78.3"
"SY";"71.2"
"TJ";"62.2"
"TZ";"48.8"
"TH";"70.2"
"MK";"71.9"
"TL";"52.5"
"TG";"55.1"
"TO";"70.0"
"TT";"68.3"
"TN";"71.0"
"TR";"66.4"
"TM";"62.9"
"UG";"43.8"
"UA";"68.2"
"AE";"72.6"
"GB";"76.4"
"US";"75.9"
"UY";"73.4"
"UZ";"66.3"
"VU";"64.9"
"VE";"70.6"
"VN";"71.7"
"YE";"59.0"
"ZM";"42.2"
"ZW";"52.4"
