,indicadoressociais_13
"DZ","3045"
"EG","3442"
"LY","3197"
"MA","3264"
"SD",""
"TN","3276"
"BI",""
"KM","2353"
"DJ","2392"
"ER",""
"ET","1981"
"KE","2125"
"MG","2080"
"MW","2294"
"MU","3033"
"MZ","2120"
"RW","2067"
"SC","2369"
"SO","1706"
"SS",""
"UG","2221"
"TZ","2163"
"ZM","1806"
"ZW","2013"
"AO","1839"
"CM","2394"
"CF","2085"
"TD","2026"
"CG","2013"
"CD",""
"GQ",""
"GA","2693"
"ST","2510"
"BW","2167"
"LS","2571"
"NA","2189"
"ZA","2924"
"BJ","2512"
"BF","2565"
"CV","2542"
"CI","2606"
"GM","2509"
"GH","2860"
"GN","2514"
"GW","2284"
"LR","2164"
"ML","2719"
"MR","2702"
"NE","2475"
"NG","2723"
"SN","2365"
"SL","2182"
"TG","2298"
"KZ","3140"
"KG","2674"
"TJ","2070"
"TM","2869"
"UZ","2578"
"CN","2927"
"TW","2946"
"HK","3244"
"MO","2846"
"KP","2115"
"JP","2776"
"MN","2335"
"KR","3146"
"BN","2931"
"KH","2389"
"ID","2517"
"LA","2256"
"MY","2811"
"MM","2287"
"PH","2556"
"SG",""
"TH","2773"
"TL","2048"
"VN","2549"
"AF","2018"
"BD","2392"
"BT",""
"IN","2346"
"IR","3013"
"MV","2480"
"NP","2433"
"PK","2408"
"LK","2401"
"AM","2795"
"AZ","3017"
"BH",""
"CY","2719"
"GE","2913"
"IQ","2370"
"IL","3557"
"JO","2844"
"KW","3555"
"LB","3185"
"OM","2850"
"QA",""
"SA","3035"
"PS",""
"SY","3061"
"TR","3624"
"AE","3177"
"YE","2136"
"AG","2373"
"BS","2605"
"BB","2876"
"CU","3210"
"DM","2993"
"DO","2374"
"GD","2407"
"HT","1976"
"JM","2777"
"PR",""
"KN","2465"
"LC","2591"
"VC","2833"
"TT","2825"
"BZ","2770"
"CR","2858"
"SV","2572"
"GT","2413"
"HN","2568"
"MX","3086"
"NI","2450"
"PA","2446"
"AR","3139"
"BO","2157"
"BR","3127"
"CL","2944"
"CO","2794"
"EC","2365"
"GY","2640"
"PY","2576"
"PE","2473"
"SR","2649"
"UY","2890"
"VE","2645"
"AU","3185"
"NZ","3180"
"FJ","2940"
"NC","2773"
"PG","2307"
"SB","2453"
"VU","2842"
"FM",""
"KI","2893"
"MH",""
"NR",""
"PW",""
"AS",""
"CK",""
"PF","2914"
"NU",""
"WS","2875"
"TK",""
"TO",""
"TV",""
"BM","2639"
"CA","3473"
"GL",""
"US","3746"
"BY","3157"
"BG","2758"
"CZ","3269"
"HU","3197"
"PL","3354"
"MD","2745"
"RO","3402"
"RU","3289"
"SK","2830"
"UA","3265"
"DK","3393"
"EE","3246"
"FI","3251"
"IS","3429"
"IE","3540"
"LV","3177"
"LT","3517"
"NO","3463"
"SE","3103"
"GB","3426"
"AL","2887"
"AD",""
"BA","3062"
"HR","3085"
"GR","3505"
"IT","3613"
"MT","3370"
"ME","3390"
"PT","3530"
"RS","2729"
"SI","3140"
"ES","3219"
"MK","2935"
"AT","3724"
"BE","3710"
"FR","3510"
"DE","3503"
"LU","3506"
"NL","3226"
"CH","3435"
