,indicadoressociais_13
"DZ","3286"
"EG","3538"
"LY","3311"
"MA","3406"
"SD","2325"
"TN","3364"
"BI",""
"KM","2391"
"DJ","2588"
"ER",""
"ET","2182"
"KE","2215"
"MG","2028"
"MW","2331"
"MU","3046"
"MZ","2258"
"RW","2295"
"SC","2352"
"SO","1844"
"SS",""
"UG","2148"
"TZ","2189"
"ZM","1968"
"ZW","1995"
"AO","2121"
"CM","2684"
"CF","1922"
"TD","2125"
"CG","2021"
"CD",""
"GQ",""
"GA","2819"
"ST","2428"
"BW","2317"
"LS","2553"
"NA","2186"
"ZA","2996"
"BJ","2642"
"BF","2703"
"CV","2619"
"CI","2568"
"GM","2638"
"GH","3014"
"GN","2577"
"GW","2289"
"LR","2203"
"ML","2879"
"MR","2883"
"NE","2562"
"NG","2659"
"SN","2454"
"SL","2351"
"TG","2449"
"KZ","3229"
"KG","2810"
"TJ","2170"
"TM","2846"
"UZ","2723"
"CN","3144"
"TW","2983"
"HK","3287"
"MO","2913"
"KP","2103"
"JP","2733"
"MN","2486"
"KR","3323"
"BN","2977"
"KH","2438"
"ID","2782"
"LA","2431"
"MY","2922"
"MM","2624"
"PH","2579"
"SG",""
"TH","2746"
"TL","2137"
"VN","2735"
"AF","2069"
"BD","2441"
"BT",""
"IN","2421"
"IR","3086"
"MV","2726"
"NP","2646"
"PK","2432"
"LK","2541"
"AM","2916"
"AZ","3105"
"BH",""
"CY","2746"
"GE","2870"
"IQ","2477"
"IL","3605"
"JO","2683"
"KW","3468"
"LB","2831"
"OM","3125"
"QA",""
"SA","3260"
"PS",""
"SY","3061"
"TR","3703"
"AE","3280"
"YE","2176"
"AG","2368"
"BS","2660"
"BB","2941"
"CU","3414"
"DM","2946"
"DO","2610"
"GD","2441"
"HT","2110"
"JM","2761"
"PR",""
"KN","2479"
"LC","2590"
"VC","2967"
"TT","3032"
"BZ","2738"
"CR","2850"
"SV","2580"
"GT","2429"
"HN","2625"
"MX","3068"
"NI","2618"
"PA","2731"
"AR","3214"
"BO","2267"
"BR","3246"
"CL","2971"
"CO","2809"
"EC","2591"
"GY","2765"
"PY","2591"
"PE","2665"
"SR","2754"
"UY","3072"
"VE","2636"
"AU","3278"
"NZ","3124"
"FJ","2936"
"NC","2846"
"PG","2252"
"SB","2402"
"VU","2831"
"FM",""
"KI","3035"
"MH",""
"NR",""
"PW",""
"AS",""
"CK",""
"PF","2935"
"NU",""
"WS","2948"
"TK",""
"TO",""
"TV",""
"BM","2664"
"CA","3480"
"GL",""
"US","3683"
"BY","3283"
"BG","2834"
"CZ","3252"
"HU","3028"
"PL","3448"
"MD","2707"
"RO","3352"
"RU","3362"
"SK","2948"
"UA","3130"
"DK","3355"
"EE","3246"
"FI","3353"
"IS","3387"
"IE","3599"
"LV","3152"
"LT","3408"
"NO","3484"
"SE","3176"
"GB","3417"
"AL","3196"
"AD",""
"BA","3123"
"HR","3038"
"GR","3401"
"IT","3578"
"MT","3379"
"ME","3452"
"PT","3476"
"RS","2724"
"SI","3165"
"ES","3174"
"MK","2939"
"AT","3758"
"BE","3727"
"FR","3475"
"DE","3500"
"LU","3539"
"NL","3227"
"CH","3389"
