,indicadoressociais_13
"DZ","3067"
"EG","3459"
"LY","3212"
"MA","3272"
"SD",""
"TN","3297"
"BI",""
"KM","2331"
"DJ","2443"
"ER",""
"ET","2010"
"KE","2128"
"MG","2074"
"MW","2308"
"MU","3067"
"MZ","2138"
"RW","2118"
"SC","2355"
"SO","1711"
"SS",""
"UG","2194"
"TZ","2159"
"ZM","1821"
"ZW","1998"
"AO","1886"
"CM","2440"
"CF","2121"
"TD","2025"
"CG","2006"
"CD",""
"GQ",""
"GA","2688"
"ST","2470"
"BW","2183"
"LS","2562"
"NA","2133"
"ZA","2927"
"BJ","2550"
"BF","2592"
"CV","2557"
"CI","2578"
"GM","2583"
"GH","2930"
"GN","2529"
"GW","2292"
"LR","2202"
"ML","2778"
"MR","2754"
"NE","2502"
"NG","2708"
"SN","2410"
"SL","2214"
"TG","2317"
"KZ","3167"
"KG","2700"
"TJ","2081"
"TM","2882"
"UZ","2594"
"CN","2963"
"TW","2942"
"HK","3247"
"MO","2850"
"KP","2097"
"JP","2742"
"MN","2390"
"KR","3176"
"BN","2905"
"KH","2403"
"ID","2557"
"LA","2279"
"MY","2821"
"MM","2353"
"PH","2583"
"SG",""
"TH","2752"
"TL","2049"
"VN","2601"
"AF","2056"
"BD","2409"
"BT",""
"IN","2369"
"IR","3033"
"MV","2551"
"NP","2484"
"PK","2424"
"LK","2425"
"AM","2816"
"AZ","3013"
"BH",""
"CY","2742"
"GE","2940"
"IQ","2393"
"IL","3521"
"JO","2819"
"KW","3516"
"LB","3200"
"OM","2937"
"QA",""
"SA","3022"
"PS",""
"SY","3042"
"TR","3615"
"AE","3168"
"YE","2150"
"AG","2371"
"BS","2603"
"BB","2900"
"CU","3201"
"DM","3033"
"DO","2382"
"GD","2418"
"HT","2015"
"JM","2762"
"PR",""
"KN","2486"
"LC","2575"
"VC","2858"
"TT","2838"
"BZ","2758"
"CR","2848"
"SV","2571"
"GT","2428"
"HN","2590"
"MX","3074"
"NI","2470"
"PA","2503"
"AR","3145"
"BO","2148"
"BR","3150"
"CL","2923"
"CO","2773"
"EC","2383"
"GY","2627"
"PY","2545"
"PE","2516"
"SR","2684"
"UY","2942"
"VE","2759"
"AU","3201"
"NZ","3178"
"FJ","2929"
"NC","2784"
"PG","2304"
"SB","2451"
"VU","2862"
"FM",""
"KI","2906"
"MH",""
"NR",""
"PW",""
"AS",""
"CK",""
"PF","2919"
"NU",""
"WS","2882"
"TK",""
"TO",""
"TV",""
"BM","2681"
"CA","3463"
"GL",""
"US","3700"
"BY","3171"
"BG","2767"
"CZ","3268"
"HU","3151"
"PL","3376"
"MD","2746"
"RO","3385"
"RU","3298"
"SK","2852"
"UA","3241"
"DK","3370"
"EE","3294"
"FI","3250"
"IS","3426"
"IE","3562"
"LV","3164"
"LT","3519"
"NO","3471"
"SE","3114"
"GB","3417"
"AL","2933"
"AD",""
"BA","3083"
"HR","3081"
"GR","3512"
"IT","3604"
"MT","3373"
"ME","3460"
"PT","3525"
"RS","2732"
"SI","3159"
"ES","3212"
"MK","2991"
"AT","3726"
"BE","3704"
"FR","3516"
"DE","3520"
"LU","3508"
"NL","3226"
"CH","3446"
