;indicadoressociais_16
"BD"; "72.89297" 
"KW"; "96.03595" 
"UY"; "98.61572" 
"SN"; "51.90042" 
"EG"; "80.80481" 
"LK"; "91.89575" 
"OM"; "96.11155" 
"AF";""
"AX";""
"AL";""
"DZ";""
"AS";""
"AD";""
"AO";""
"AI";""
"AQ";""
"AG";""
"AR";""
"AM";""
"AW";""
"AU";""
"AT";""
"AZ";""
"BS";""
"BH";""
"BB";""
"BY";""
"BE";""
"BZ";""
"BJ";""
"BM";""
"BT";""
"BO";""
"BQ";""
"BA";""
"BW";""
"BV";""
"BR";""
"IO";""
"BN";""
"BG";""
"BF";""
"BI";""
"CV";""
"KH";""
"CM";""
"CA";""
"KY";""
"CF";""
"TD";""
"CL";""
"CN";""
"CX";""
"CC";""
"CO";""
"KM";""
"CD";""
"CG";""
"CK";""
"CR";""
"CI";""
"HR";""
"CU";""
"CW";""
"CY";""
"CZ";""
"DK";""
"DJ";""
"DM";""
"DO";""
"EC";""
"SV";""
"GQ";""
"ER";""
"EE";""
"ET";""
"FK";""
"FO";""
"FJ";""
"FI";""
"FR";""
"GF";""
"PF";""
"TF";""
"GA";""
"GM";""
"GE";""
"DE";""
"GH";""
"GI";""
"GR";""
"GL";""
"GD";""
"GP";""
"GU";""
"GT";""
"GG";""
"GN";""
"GW";""
"GY";""
"HT";""
"HM";""
"VA";""
"HN";""
"HK";""
"HU";""
"IS";""
"IN";""
"ID";""
"IR";""
"IQ";""
"IE";""
"IM";""
"IL";""
"IT";""
"JM";""
"JP";""
"JE";""
"JO";""
"KZ";""
"KE";""
"KI";""
"KP";""
"KR";""
"KG";""
"LA";""
"LV";""
"LB";""
"LS";""
"LR";""
"LY";""
"LI";""
"LT";""
"LU";""
"MO";""
"MK";""
"MG";""
"MW";""
"MY";""
"MV";""
"ML";""
"MT";""
"MH";""
"MQ";""
"MR";""
"MU";""
"YT";""
"MX";""
"FM";""
"MD";""
"MC";""
"MN";""
"ME";""
"MS";""
"MA";""
"MZ";""
"MM";""
"NA";""
"NR";""
"NP";""
"NL";""
"NC";""
"NZ";""
"NI";""
"NE";""
"NG";""
"NU";""
"NF";""
"MP";""
"NO";""
"PK";""
"PW";""
"PS";""
"PA";""
"PG";""
"PY";""
"PE";""
"PH";""
"PN";""
"PL";""
"PT";""
"PR";""
"QA";""
"RE";""
"RO";""
"RU";""
"RW";""
"BL";""
"SH";""
"KN";""
"LC";""
"MF";""
"PM";""
"VC";""
"WS";""
"SM";""
"ST";""
"SA";""
"RS";""
"SC";""
"SL";""
"SG";""
"SX";""
"SK";""
"SI";""
"SB";""
"SO";""
"ZA";""
"GS";""
"SS";""
"ES";""
"SD";""
"SR";""
"SJ";""
"SZ";""
"SE";""
"CH";""
"SY";""
"TW";""
"TJ";""
"TZ";""
"TH";""
"TL";""
"TG";""
"TK";""
"TO";""
"TT";""
"TN";""
"TR";""
"TM";""
"TC";""
"TV";""
"UG";""
"UA";""
"AE";""
"GB";""
"UM";""
"US";""
"UZ";""
"VU";""
"VE";""
"VN";""
"VG";""
"VI";""
"WF";""
"EH";""
"YE";""
"ZM";""
"ZW";""
