;indicadoressociais_16
"ES"; "98.25051" 
"AZ"; "99.79006" 
"RS"; "98.84151" 
"TR"; "96.16733" 
"BD"; "72.75872" 
"ID"; "95.37697" 
"IR"; "85.54425" 
"UY"; "98.56049" 
"PY"; "94.65024" 
"MX"; "94.85962" 
"LK"; "92.3869" 
"PS"; "96.93023" 
"CD"; "77.04268" 
"SV"; "88.14177" 
"HN"; "88.98748" 
"UZ"; "99.98657" 
"OM"; "94.89999" 
"SG"; "97.04959" 
"PE"; "94.17367" 
"DO"; "93.77846" 
"MO"; "96.53849" 
"TD"; "22.31155" 
"EC"; "94.35023" 
"AR"; "99.12501" 
"MU"; "93.15784" 
"VE"; "97.12709" 
"MM"; "75.5512" 
"CO"; "94.65385" 
"AF";""
"AX";""
"AL";""
"DZ";""
"AS";""
"AD";""
"AO";""
"AI";""
"AQ";""
"AG";""
"AM";""
"AW";""
"AU";""
"AT";""
"BS";""
"BH";""
"BB";""
"BY";""
"BE";""
"BZ";""
"BJ";""
"BM";""
"BT";""
"BO";""
"BQ";""
"BA";""
"BW";""
"BV";""
"BR";""
"IO";""
"BN";""
"BG";""
"BF";""
"BI";""
"CV";""
"KH";""
"CM";""
"CA";""
"KY";""
"CF";""
"CL";""
"CN";""
"CX";""
"CC";""
"KM";""
"CG";""
"CK";""
"CR";""
"CI";""
"HR";""
"CU";""
"CW";""
"CY";""
"CZ";""
"DK";""
"DJ";""
"DM";""
"EG";""
"GQ";""
"ER";""
"EE";""
"ET";""
"FK";""
"FO";""
"FJ";""
"FI";""
"FR";""
"GF";""
"PF";""
"TF";""
"GA";""
"GM";""
"GE";""
"DE";""
"GH";""
"GI";""
"GR";""
"GL";""
"GD";""
"GP";""
"GU";""
"GT";""
"GG";""
"GN";""
"GW";""
"GY";""
"HT";""
"HM";""
"VA";""
"HK";""
"HU";""
"IS";""
"IN";""
"IQ";""
"IE";""
"IM";""
"IL";""
"IT";""
"JM";""
"JP";""
"JE";""
"JO";""
"KZ";""
"KE";""
"KI";""
"KP";""
"KR";""
"KW";""
"KG";""
"LA";""
"LV";""
"LB";""
"LS";""
"LR";""
"LY";""
"LI";""
"LT";""
"LU";""
"MK";""
"MG";""
"MW";""
"MY";""
"MV";""
"ML";""
"MT";""
"MH";""
"MQ";""
"MR";""
"YT";""
"FM";""
"MD";""
"MC";""
"MN";""
"ME";""
"MS";""
"MA";""
"MZ";""
"NA";""
"NR";""
"NP";""
"NL";""
"NC";""
"NZ";""
"NI";""
"NE";""
"NG";""
"NU";""
"NF";""
"MP";""
"NO";""
"PK";""
"PW";""
"PA";""
"PG";""
"PH";""
"PN";""
"PL";""
"PT";""
"PR";""
"QA";""
"RE";""
"RO";""
"RU";""
"RW";""
"BL";""
"SH";""
"KN";""
"LC";""
"MF";""
"PM";""
"VC";""
"WS";""
"SM";""
"ST";""
"SA";""
"SN";""
"SC";""
"SL";""
"SX";""
"SK";""
"SI";""
"SB";""
"SO";""
"ZA";""
"GS";""
"SS";""
"SD";""
"SR";""
"SJ";""
"SZ";""
"SE";""
"CH";""
"SY";""
"TW";""
"TJ";""
"TZ";""
"TH";""
"TL";""
"TG";""
"TK";""
"TO";""
"TT";""
"TN";""
"TM";""
"TC";""
"TV";""
"UG";""
"UA";""
"AE";""
"GB";""
"UM";""
"US";""
"VU";""
"VN";""
"VG";""
"VI";""
"WF";""
"EH";""
"YE";""
"ZM";""
"ZW";""
