;indicadoressociais_16
"PK"; "55.59499" 
"BR"; "91.48424" 
"ES"; "98.07913" 
"AZ"; "99.78936" 
"TR"; "95.25666" 
"BD"; "61.01554" 
"SA"; "94.42634" 
"BA"; "96.99177" 
"IR"; "84.6268" 
"KW"; "95.58582" 
"UY"; "98.36387" 
"PY"; "95.05904" 
"MX"; "93.96285" 
"PW"; "99.50313" 
"SN"; "42.8175" 
"EG"; "75.06073" 
"IQ"; "43.68328" 
"PS"; "96.2849" 
"CL"; "96.26706" 
"SV"; "86.76758" 
"HN"; "85.46442" 
"UZ"; "99.99486" 
"TH"; "93.70207" 
"SG"; "96.54808" 
"DO"; "90.85815" 
"EC"; "93.29463" 
"AR"; "99.12195" 
"MU"; "91.49003" 
"PH"; "96398" 
"GM"; "41.95005" 
"SL"; "32.42617" 
"GT"; "77.03867" 
"AF";""
"AX";""
"AL";""
"DZ";""
"AS";""
"AD";""
"AO";""
"AI";""
"AQ";""
"AG";""
"AM";""
"AW";""
"AU";""
"AT";""
"BS";""
"BH";""
"BB";""
"BY";""
"BE";""
"BZ";""
"BJ";""
"BM";""
"BT";""
"BO";""
"BQ";""
"BW";""
"BV";""
"IO";""
"BN";""
"BG";""
"BF";""
"BI";""
"CV";""
"KH";""
"CM";""
"CA";""
"KY";""
"CF";""
"TD";""
"CN";""
"CX";""
"CC";""
"CO";""
"KM";""
"CD";""
"CG";""
"CK";""
"CR";""
"CI";""
"HR";""
"CU";""
"CW";""
"CY";""
"CZ";""
"DK";""
"DJ";""
"DM";""
"GQ";""
"ER";""
"EE";""
"ET";""
"FK";""
"FO";""
"FJ";""
"FI";""
"FR";""
"GF";""
"PF";""
"TF";""
"GA";""
"GE";""
"DE";""
"GH";""
"GI";""
"GR";""
"GL";""
"GD";""
"GP";""
"GU";""
"GG";""
"GN";""
"GW";""
"GY";""
"HT";""
"HM";""
"VA";""
"HK";""
"HU";""
"IS";""
"IN";""
"ID";""
"IE";""
"IM";""
"IL";""
"IT";""
"JM";""
"JP";""
"JE";""
"JO";""
"KZ";""
"KE";""
"KI";""
"KP";""
"KR";""
"KG";""
"LA";""
"LV";""
"LB";""
"LS";""
"LR";""
"LY";""
"LI";""
"LT";""
"LU";""
"MO";""
"MK";""
"MG";""
"MW";""
"MY";""
"MV";""
"ML";""
"MT";""
"MH";""
"MQ";""
"MR";""
"YT";""
"FM";""
"MD";""
"MC";""
"MN";""
"ME";""
"MS";""
"MA";""
"MZ";""
"MM";""
"NA";""
"NR";""
"NP";""
"NL";""
"NC";""
"NZ";""
"NI";""
"NE";""
"NG";""
"NU";""
"NF";""
"MP";""
"NO";""
"OM";""
"PA";""
"PG";""
"PE";""
"PN";""
"PL";""
"PT";""
"PR";""
"QA";""
"RE";""
"RO";""
"RU";""
"RW";""
"BL";""
"SH";""
"KN";""
"LC";""
"MF";""
"PM";""
"VC";""
"WS";""
"SM";""
"ST";""
"RS";""
"SC";""
"SX";""
"SK";""
"SI";""
"SB";""
"SO";""
"ZA";""
"GS";""
"SS";""
"LK";""
"SD";""
"SR";""
"SJ";""
"SZ";""
"SE";""
"CH";""
"SY";""
"TW";""
"TJ";""
"TZ";""
"TL";""
"TG";""
"TK";""
"TO";""
"TT";""
"TN";""
"TM";""
"TC";""
"TV";""
"UG";""
"UA";""
"AE";""
"GB";""
"UM";""
"US";""
"VU";""
"VE";""
"VN";""
"VG";""
"VI";""
"WF";""
"EH";""
"YE";""
"ZM";""
"ZW";""
