;populacao_6
"BI";"183,1"
"KM";"190,9"
"DJ";"18,4"
"ER";"27,3"
"ET";"40,8"
"KE";"34,5"
"MG";"17,3"
"MW";"76,5"
"MU";"500,4"
"YT";"192,3"
"MZ";"16,5"
"RE";"223,5"
"RW";"248,1"
"SC";"151,8"
"SO";"10,8"
"SS";"8,9"
"UG";"73,3"
"TZ";"24,7"
"ZM";"9,4"
"ZW";"22,4"
"AO";"8,5"
"CM";"21,3"
"CF";"4,2"
"TD";"4,0"
"CG";"6,2"
"CD";"13,2"
"GQ";"12,8"
"GA";"3,2"
"ST";"108,0"
"DZ";"9,5"
"EG";"50,4"
"LY";"2,2"
"MA";"50,5"
"SD";"9,8"
"TN";"47,1"
"EH";"0,7"
"BW";"2,1"
"LS";"48,5"
"NA";"1,4"
"ZA";"27,8"
"SZ";"41,0"
"BJ";"37,9"
"BF";"28,3"
"CV";"78,2"
"CI";"32,2"
"GM";"72,3"
"GH";"55,9"
"GN";"20,7"
"GW";"32,0"
"LR";"22,8"
"ML";"6,4"
"MR";"1,7"
"NE";"5,5"
"NG";"91,8"
"SH";"14,3"
"SN";"33,7"
"SL";"52,6"
"TG";"59,8"
"CN";"114,1"
"HK";"5.083,5"
"MO";"9.484,3"
"TW";"540,3"
"KP";"156,8"
"JP";"334,4"
"MN";"1,2"
"KR";"419,7"
"KZ";"5,9"
"KG";"20,8"
"TJ";"32,4"
"TM";"6,9"
"UZ";"42,6"
"AF";"18,1"
"BD";"716,0"
"BT";"12,3"
"IN";"262,9"
"IR";"29,1"
"MV";"632,1"
"NP";"116,7"
"PK";"119,6"
"LK";"258,0"
"BN";"42,6"
"KH";"43,7"
"ID";"91,1"
"LA";"16,0"
"MY";"47,5"
"MM";"57,0"
"PH";"182,2"
"SG";"3.865,1"
"TH";"101,9"
"TL";"44,9"
"VN";"196,9"
"AM";"117,2"
"AZ";"80,7"
"BH";"551,9"
"CY";"76,2"
"GE";"75,0"
"IQ";"35,9"
"IL";"188,7"
"JO";"32,6"
"KW";"97,6"
"LB";"261,6"
"OM";"4,8"
"QA";"32,0"
"SA";"6,1"
"PS";"292,1"
"SY";"58,0"
"TR";"63,8"
"AE";"16,6"
"YE";"18,7"
"BY";"49,1"
"BG";"82,7"
"CZ";"133,8"
"HU";"116,7"
"PL";"121,2"
"MD";"128,3"
"RO";"100,4"
"RU";"8,7"
"SK";"107,4"
"UA";"87,9"
"DK";"120,5"
"EE";"35,9"
"FO";"32,7"
"FI";"16,2"
"IS";"2,4"
"IE";"51,8"
"IM";"110,0"
"LV";"41,5"
"LT";"56,8"
"NO";"11,4"
"SE";"20,4"
"GB";"233,4"
"AL";"108,3"
"AD";"94,9"
"BA";"86,1"
"HR";"84,3"
"GI";"3.020,7"
"GR";"77,4"
"VA";"1.695,5"
"IT";"193,8"
"MT";"1.091,2"
"ME";"45,7"
"PT";"109,0"
"SM";"378,5"
"RS";"105,8"
"SI";"96,6"
"ES";"77,9"
"MK";"78,6"
"AT";"92,4"
"BE";"327,5"
"FR";"101,2"
"DE";"223,0"
"LI";"170,4"
"LU";"141,7"
"MC";"19.352,4"
"NL";"430,4"
"CH";"163,4"
"AI";"74,0"
"AG";"158,6"
"AW";"350,1"
"BS";"23,5"
"BB";"595,2"
"VG";"88,7"
"KY";"80,5"
"CU";"94,7"
"CW";"338,7"
"DM";"98,2"
"DO";"134,3"
"GD";"293,8"
"GP";"210,8"
"HT";"231,7"
"JM";"215,9"
"MQ";"320,6"
"MS";"113,2"
"PR";"379,9"
"KN";"161,6"
"LC";"207,2"
"VC";"267,9"
"SX";"559,7"
"TT";"228,3"
"TC";"10,0"
"VI";"300,8"
"BZ";"7,2"
"CR";"53,5"
"SV";"237,6"
"GT";"76,9"
"HN";"38,3"
"MX";"39,8"
"NI";"30,8"
"PA";"29,9"
"AR";"11,1"
"BO";"5,7"
"BR";"16,2"
"CL";"16,4"
"CO";"28,0"
"EC";"36,4"
"FK";"0,2"
"GF";"1,1"
"GY";"3,9"
"PY";"9,2"
"PE";"15,3"
"SR";"2,4"
"UY";"17,2"
"VE";"19,9"
"BM";"1.178,4"
"CA";"2,9"
"GL";"0,1"
"PM";"26,6"
"US";"26,3"
"AU";"2,1"
"NZ";"12,4"
"FJ";"39,0"
"NC";"8,5"
"PG";"8,4"
"SB";"9,7"
"VU";"10,7"
"FM";"112,2"
"GU";"215,9"
"KI";"79,0"
"MH";"213,0"
"FM";"122,4"
"NR";"408,7"
"MP";"63,2"
"PW";"29,8"
"AS";"196,2"
"CK";"73,9"
"PF";"47,9"
"NU";"10,5"
"WS";"56,6"
"TK";"170,9"
"TO";"130,5"
"TV";"288,3"
"WF";"96,7"
"BI";"1.003,2"
"KM";"786,0"
"DJ";"56,4"
"ER";"95,1"
"ET";"190,9"
"KE";"167,7"
"MG";"92,5"
"MW";"442,4"
"MU";"601,5"
"YT";"1.321,3"
"MZ";"86,2"
"RE";"405,4"
"RW";"887,2"
"SC";"210,1"
"SO";"57,2"
"SS";"41,5"
"UG";"529,0"
"TZ";"155,9"
"ZM";"55,2"
"ZW";"76,7"
"AO";"61,0"
"CM";"105,4"
"CF";"14,2"
"TD";"26,7"
"CG";"33,7"
"CD";"87,1"
"GQ";"101,4"
"GA";"13,7"
"ST";"395,6"
"DZ";"24,1"
"EG";"154,1"
"LY";"4,6"
"MA";"102,3"
"SD";"45,5"
"TN";"89,4"
"EH";"3,7"
"BW";"6,0"
"LS";"105,5"
"NA";"5,3"
"ZA";"60,0"
"SZ";"121,0"
"BJ";"212,2"
"BF";"157,9"
"CV";"182,2"
"CI";"161,6"
"GM";"450,8"
"GH";"225,3"
"GN";"109,3"
"GW";"128,1"
"LR";"101,8"
"ML";"36,1"
"MR";"8,7"
"NE";"54,0"
"NG";"450,9"
"SH";"10,7"
"SN";"176,8"
"SL";"179,7"
"TG";"281,3"
"CN";"145,3"
"HK";"7.860,1"
"MO";"29.282,4"
"TW";"643,1"
"KP";"222,6"
"JP";"298,4"
"MN";"2,6"
"KR";"518,9"
"KZ";"8,5"
"KG";"42,3"
"TJ";"103,8"
"TM";"16,8"
"UZ";"96,3"
"AF";"94,9"
"BD";"1.551,3"
"BT";"26,1"
"IN";"558,0"
"IR";"57,5"
"MV";"1.921,5"
"NP";"251,9"
"PK";"398,2"
"LK";"331,6"
"BN";"101,8"
"KH";"124,7"
"ID";"177,5"
"LA";"39,7"
"MY";"127,0"
"MM";"95,5"
"PH";"507,4"
"SG";"9.392,5"
"TH";"128,0"
"TL";"162,8"
"VN";"369,7"
"AM";"94,8"
"AZ";"133,6"
"BH";"3.062,0"
"CY";"149,7"
"GE";"48,8"
"IQ";"187,6"
"IL";"581,2"
"JO";"159,8"
"KW";"316,7"
"LB";"529,0"
"OM";"21,8"
"QA";"325,0"
"SA";"21,0"
"PS";"1.612,0"
"SY";"185,3"
"TR";"124,3"
"AE";"157,5"
"YE";"91,5"
"BY";"42,2"
"BG";"50,0"
"CZ";"130,2"
"HU";"91,5"
"PL";"105,8"
