;populacao_6
"BI";"164,5"
"KM";"170,7"
"DJ";"16,2"
"ER";"24,3"
"ET";"36,1"
"KE";"29,7"
"MG";"15,4"
"MW";"67,1"
"MU";"481,8"
"YT";"154,4"
"MZ";"15,4"
"RE";"207,0"
"RW";"215,5"
"SC";"146,3"
"SO";"10,5"
"SS";"7,9"
"UG";"64,7"
"TZ";"21,8"
"ZM";"8,2"
"ZW";"19,2"
"AO";"7,4"
"CM";"18,8"
"CF";"3,8"
"TD";"3,7"
"CG";"5,6"
"CD";"11,9"
"GQ";"9,6"
"GA";"2,9"
"ST";"101,0"
"DZ";"8,4"
"EG";"45,4"
"LY";"1,9"
"MA";"46,0"
"SD";"8,5"
"TN";"42,1"
"EH";"0,6"
"BW";"1,8"
"LS";"44,3"
"NA";"1,3"
"ZA";"25,2"
"SZ";"36,1"
"BJ";"33,9"
"BF";"25,5"
"CV";"72,4"
"CI";"27,3"
"GM";"61,8"
"GH";"48,9"
"GN";"18,7"
"GW";"29,0"
"LR";"20,3"
"ML";"5,9"
"MR";"1,5"
"NE";"4,9"
"NG";"82,9"
"SH";"13,8"
"SN";"29,9"
"SL";"47,7"
"TG";"51,7"
"CN";"107,4"
"HK";"4.781,4"
"MO";"8.141,4"
"TW";"508,6"
"KP";"147,3"
"JP";"325,7"
"MN";"1,1"
"KR";"397,1"
"KZ";"5,6"
"KG";"19,2"
"TJ";"28,7"
"TM";"6,3"
"UZ";"38,5"
"AF";"20,0"
"BD";"643,2"
"BT";"11,0"
"IN";"239,9"
"IR";"24,7"
"MV";"546,5"
"NP";"106,4"
"PK";"104,7"
"LK";"243,6"
"BN";"38,0"
"KH";"38,2"
"ID";"83,3"
"LA";"14,4"
"MY";"43,0"
"MM";"52,3"
"PH";"163,4"
"SG";"3.514,8"
"TH";"94,6"
"TL";"39,7"
"VN";"179,4"
"AM";"110,6"
"AZ";"75,6"
"BH";"492,3"
"CY";"74,6"
"GE";"72,7"
"IQ";"32,3"
"IL";"176,3"
"JO";"27,7"
"KW";"81,0"
"LB";"255,7"
"OM";"3,9"
"QA";"21,4"
"SA";"4,8"
"PS";"257,9"
"SY";"50,4"
"TR";"58,5"
"AE";"13,4"
"YE";"16,0"
"BY";"47,8"
"BG";"82,0"
"CZ";"134,2"
"HU";"118,7"
"PL";"117,2"
"MD";"123,3"
"RO";"98,8"
"RU";"8,5"
"SK";"104,8"
"UA";"86,6"
"DK";"120,8"
"EE";"35,0"
"FO";"31,5"
"FI";"15,8"
"IS";"2,3"
"IE";"50,4"
"IM";"111,5"
"LV";"40,7"
"LT";"55,1"
"NO";"11,2"
"SE";"20,3"
"GB";"232,6"
"AL";"99,8"
"AD";"79,8"
"BA";"82,8"
"HR";"82,6"
"GI";"3.033,4"
"GR";"75,5"
"VA";"1.647,7"
"IT";"192,4"
"MT";"1.050,6"
"ME";"43,7"
"PT";"107,8"
"SM";"361,1"
"RS";"102,7"
"SI";"92,3"
"ES";"76,3"
"MK";"77,0"
"AT";"92,3"
"BE";"326,3"
"FR";"99,2"
"DE";"224,1"
"LI";"163,9"
"LU";"140,8"
"MC";"18.230,9"
"NL";"421,8"
"CH";"159,8"
"AI";"73,9"
"AG";"166,1"
"AW";"336,5"
"BS";"21,5"
"BB";"588,6"
"VG";"75,4"
"KY";"70,0"
"CU";"92,9"
"CW";"333,8"
"DM";"100,5"
"DO";"123,0"
"GD";"266,4"
"GP";"197,4"
"HT";"211,1"
"JM";"202,9"
"MQ";"308,5"
