;populacao_6
"BI";"108,5"
"KM";"102,7"
"DJ";"3,6"
"ER";"13,8"
"ET";"22,2"
"KE";"14,2"
"MG";"8,8"
"MW";"38,4"
"MU";"325,1"
"YT";"64,0"
"MZ";"9,4"
"RE";"134,3"
"RW";"118,9"
"SC";"90,3"
"SO";"4,4"
"SS";"4,8"
"UG";"34,0"
"TZ";"11,4"
"ZM";"4,1"
"ZW";"9,7"
"AO";"4,5"
"CM";"11,0"
"CF";"2,4"
"TD";"2,4"
"CG";"3,0"
"CD";"6,7"
"GQ";"9,1"
"GA";"1,9"
"ST";"66,9"
"DZ";"4,7"
"EG";"27,1"
"LY";"0,8"
"MA";"27,6"
"SD";"4,3"
"TN";"26,9"
"EH";"0,1"
"BW";"0,9"
"LS";"28,1"
"NA";"0,7"
"ZA";"14,4"
"SZ";"20,3"
"BJ";"21,6"
"BF";"17,7"
"CV";"50,2"
"CI";"11,2"
"GM";"36,4"
"GH";"29,2"
"GN";"14,6"
"GW";"21,9"
"LR";"11,6"
"ML";"4,3"
"MR";"0,8"
"NE";"2,7"
"NG";"49,6"
"SH";"12,2"
"SN";"16,7"
"SL";"31,8"
"TG";"29,1"
"CN";"70,1"
"HK";"2.919,2"
"MO";"5.611,9"
"TW";"302,2"
"KP";"94,9"
"JP";"257,0"
"MN";"0,6"
"KR";"260,6"
"KZ";"3,7"
"KG";"11,3"
"TJ";"14,9"
"TM";"3,4"
"UZ";"20,1"
"AF";"13,8"
"BD";"370,3"
"BT";"5,9"
"IN";"151,2"
"IR";"13,5"
"MV";"299,6"
"NP";"70,2"
"PK";"58,3"
"LK";"157,5"
"BN";"15,5"
"KH";"32,4"
"ID";"48,5"
"LA";"9,2"
"MY";"24,8"
"MM";"32,1"
"PH";"88,1"
"SG";"2.333,0"
"TH";"53,6"
"TL";"33,6"
"VN";"105,4"
"AM";"65,8"
"AZ";"47,1"
"BH";"213,7"
"CY";"62,0"
"GE";"57,7"
"IQ";"16,8"
"IL";"96,6"
"JO";"10,5"
"KW";"15,1"
"LB";"176,4"
"OM";"1,8"
"QA";"4,1"
"SA";"1,9"
"PS";"177,6"
"SY";"24,9"
"TR";"35,7"
"AE";"1,1"
"YE";"9,8"
"BY";"40,3"
"BG";"72,6"
"CZ";"124,2"
"HU";"110,5"
"PL";"96,7"
"MD";"91,4"
"RO";"80,9"
"RU";"7,3"
"SK";"86,1"
"UA";"73,6"
"DK";"108,0"
"EE";"28,7"
"FO";"24,8"
"FI";"14,6"
"IS";"1,8"
"IE";"41,0"
"IM";"85,0"
"LV";"34,2"
"LT";"44,2"
"NO";"9,8"
"SE";"18,2"
"GB";"216,7"
"AL";"59,7"
"AD";"28,5"
"BA";"63,3"
"HR";"74,9"
"GI";"2.339,4"
"GR";"64,2"
"VA";"2.059,1"
"IT";"169,1"
"MT";"973,5"
"ME";"36,2"
"PT";"97,1"
"SM";"256,6"
"RS";"86,4"
"SI";"78,8"
"ES";"61,1"
"MK";"59,0"
"AT";"85,8"
"BE";"302,8"
"FR";"83,8"
"DE";"210,6"
"LI";"103,1"
"LU";"121,5"
"MC";"15.068,5"
"NL";"339,5"
"CH";"134,0"
"AI";"65,2"
"AG";"125,8"
"AW";"301,2"
"BS";"10,9"
"BB";"537,1"
"VG";"53,6"
"KY";"32,8"
"CU";"67,1"
"CW";"285,9"
"DM";"80,0"
"DO";"68,2"
"GD";"264,3"
"GP";"162,8"
"HT";"140,3"
"JM";"150,4"
"MQ";"265,7"
"MS";"121,0"
"PR";"265,6"
"KN";"196,9"
"LC";"147,4"
"VC";"207,6"
"SX";"83,3"
"TT";"165,4"
"TC";"6,0"
"VI";"94,7"
"BZ";"4,0"
"CR";"26,1"
"SV";"133,3"
"GT";"39,3"
"HN";"18,2"
"MX";"19,6"
"NI";"14,8"
"PA";"15,2"
"AR";"7,5"
"BO";"3,4"
"BR";"8,6"
"CL";"10,4"
"CO";"14,9"
"EC";"18,3"
"FK";"0,2"
"GF";"0,4"
"GY";"2,9"
"PY";"4,8"
"PE";"7,9"
"SR";"1,9"
"UY";"14,5"
"VE";"9,2"
"BM";"898,9"
"CA";"2,0"
"GL";"0,1"
"PM";"21,4"
"US";"20,4"
"AU";"1,3"
"NZ";"9,0"
"FJ";"21,5"
"NC";"4,3"
"PG";"4,4"
"SB";"4,2"
"VU";"5,2"
"FM";"60,3"
"GU";"123,6"
"KI";"50,9"
"MH";"81,5"
"FM";"63,6"
"NR";"221,7"
"MP";"21,8"
"PW";"21,0"
"AS";"100,1"
"CK";"76,1"
"PF";"21,3"
"NU";"18,6"
"WS";"38,4"
"TK";"187,3"
"TO";"85,6"
"TV";"203,5"
"WF";"61,1"
"BI";"537,8"
"KM";"518,3"
"DJ";"46,1"
"ER";"60,0"
"ET";"126,1"
"KE";"105,5"
"MG";"54,1"
"MW";"246,9"
"MU";"632,2"
"YT";"820,1"
"MZ";"47,2"
"RE";"371,4"
"RW";"589,5"
"SC";"211,8"
"SO";"29,8"
"SS";"25,2"
"UG";"275,7"
"TZ";"82,1"
"ZM";"29,1"
"ZW";"50,6"
"AO";"30,8"
"CM";"62,1"
"CF";"8,8"
"TD";"14,9"
"CG";"18,9"
"CD";"46,0"
"GQ";"58,4"
"GA";"9,2"
"ST";"252,4"
"DZ";"19,4"
"EG";"112,0"
"LY";"4,0"
"MA";"87,6"
"SD";"27,8"
"TN";"80,0"
"EH";"2,5"
"BW";"4,6"
"LS";"81,2"
"NA";"3,6"
"ZA";"50,9"
"SZ";"90,4"
"BJ";"122,5"
