;populacao_7
"AF";"081"
"AL";"437"
"DZ";"3691"
"AO";"151"
"AG";"010"
"AR";"18121"
"AM";"1142"
"AW";"011"
"AU";"11559"
"AT";"3099"
"AZ";"434"
"BS";"086"
"BH";"022"
"BD";"73324"
"BB";"038"
"BY";"1783"
"BE";"5140"
"BZ";"003"
"BJ";"072"
"BT";"232"
"BO";"2533"
"BA";"1263"
"BW";"018"
"BR";"103914"
"BN";"015"
"BG";"613"
"BF";"003"
"BI";"053"
"CV";"016"
"KH";"202"
"CM";"180"
"CA";"20869"
"CF";"032"
"TD";"047"
"CL";"14211"
"CN";"210267"
"HK";"10849"
"MO";"286"
"TW";"14441"
"CO";"9896"
"KM";"003"
"CG";"061"
"CR";"1998"
"CI";"024"
"HR";"2182"
"CU";"10528"
"CW";"119"
"CY";"297"
"CZ";"2075"
"KP";"1446"
"CD";"473"
"DK";"2348"
"DJ";"008"
"DO";"8276"
"EC";"2962"
"EG";"2063"
"SV";"1279"
"GQ";"007"
"ER";"129"
"EE";"647"
"ET";"1303"
"FJ";"026"
"FI";"2586"
"FR";"57568"
"GF";"037"
"PF";"038"
"GA";"042"
"GM";"001"
"GE";"276"
"DE";"35153"
"GH";"070"
"GR";"8673"
"GD";"008"
"GP";"771"
"GU";"041"
"GT";"1346"
"GN";"009"
"GW";"001"
"GY";"004"
"HT";"595"
"HN";"1309"
"HU";"2297"
"IS";"132"
"IN";"97399"
"ID";"1747"
"IR";"2352"
"IQ";"284"
"IE";"1160"
"IL";"3955"
"IT";"51921"
"JM";"970"
"JP";"227809"
"JO";"152"
"KZ";"523"
"KE";"527"
"KI";"000"
"KW";"004"
"KG";"063"
"LA";"038"
"LV";"475"
"LB";"1201"
"LS";"015"
"LR";"003"
"LY";"094"
"LT";"914"
"LU";"148"
"MG";"304"
"MW";"044"
"MY";"1044"
"MV";"061"
"ML";"010"
"MT";"142"
"MQ";"563"
"MR";"004"
"MU";"344"
"YT";"052"
"MX";"41960"
"FM";"053"
"FM";"001"
"MN";"087"
"ME";"077"
"MA";"197"
"MZ";"218"
"MM";"405"
"NA";"019"
"NP";"325"
"NL";"6619"
"NC";"039"
"NZ";"1312"
"NI";"2503"
"NE";"015"
"NG";"064"
"NO";"1599"
"OM";"472"
"PK";"1592"
"PA";"2104"
"PG";"248"
"PY";"853"
"PE";"8911"
"PH";"1249"
"PL";"13781"
"PT";"6155"
"PR";"3695"
"QA";"048"
"KR";"27531"
"MD";"250"
"RE";"629"
"RO";"4674"
"RU";"21954"
"RW";"142"
"LC";"117"
"VC";"021"
"WS";"035"
"ST";"003"
"SA";"724"
"SN";"025"
"RS";"1193"
"SC";"015"
"SL";"002"
"SG";"3546"
"SK";"887"
"SI";"894"
"SB";"004"
"SO";"058"
"ZA";"2796"
"SS";"076"
"ES";"33761"
"LK";"3460"
"PS";"049"
"SD";"521"
"SR";"054"
"SZ";"006"
"SE";"3702"
"CH";"3417"
"SY";"615"
"TJ";"725"
"MK";"070"
"TH";"29033"
"TL";"008"
"TG";"001"
"TO";"013"
"TT";"177"
"TN";"926"
"TR";"5850"
"TM";"132"
"UG";"238"
"UA";"5728"
"AE";"107"
"GB";"36378"
"TZ";"592"
"US";"124305"
"VI";"040"
"UY";"3208"
"UZ";"2814"
"VU";"002"
"VE";"12160"
"VN";"64148"
"EH";"002"
"YE";"104"
"ZM";"126"
"ZW";"170"
