;economia_20
"AF";"54.352"
"AO";"77.255"
"AL";"54.322"
"AE";"75.316"
"AR";"58.928"
"AM";"59.869"
"AU";"63.882"
"AT";"58.312"
"AZ";"63.246"
"BI";"77.766"
"BE";"51.683"
"BJ";"71.674"
"BF";"65.068"
"BD";"56.877"
"BG";"52.456"
"BH";"71.931"
"BS";"74.335"
"BA";"44.943"
"BY";"60.7"
"BZ";"69.384"
"BO";"68.096"
"BR";"62.046"
"BB";"62.502"
"BN";"66.052"
"BT";"67.364"
"BW";"73.142"
"CF";"72.191"
"CA";"63.176"
"TD";"71.239"
"CH";"66.355"
"CL";"63"
"CN";"64.352"
"CI";"57.264"
"CM";"76.155"
"CD";"72.353"
"CG";"68.88"
"CO";"70.965"
"KM";"43.835"
"CV";"61.946"
"CR";"59.399"
"CU";"51.985"
"CY";"61.34"
"CZ";"57.604"
"DE";"59.32"
"DJ";"59.474"
"DK";"61.746"
"DO";"66.27"
"DZ";"39.307"
"EC";"65.773"
"EG";"48.571"
"ER";"81.146"
"EH";"55.427"
"ES";"54.398"
"EE";"60.032"
"ET";"83.7"
"FI";"56.969"
"FJ";"56.495"
"FR";"53.933"
"GA";"51.602"
"GB";"61.465"
"GE";"66.527"
"GH";"78.024"
"GN";"64.227"
"GM";"60.007"
"GW";"71.811"
"GQ";"58.713"
"GR";"49.613"
"GT";"62.589"
"GU";"63.318"
"GY";"58.011"
"HK";"56.299"
"HN";"67.988"
"HR";"49.37"
"HT";"69.942"
"HU";"54.676"
"ID";"65.497"
"IN";"52.714"
"IE";"57.021"
"IR";"40.663"
"IQ";"47.762"
"IS";"73.394"
"IL";"63.843"
"IT";"46.281"
"JM";"67.723"
"JO";"38.08"
"JP";"58.911"
"KZ";"66.597"
"KE";"65.111"
"KG";"59.014"
"KH";"85.799"
"KR";"61.322"
"KW";"65.149"
"LA";"78.351"
"LB";"47.092"
"LR";"55.715"
"LY";"51.602"
"LC";"68.318"
"LK";"51.741"
"LS";"67.159"
"LT";"58.525"
"LU";"57.271"
"LV";"57.519"
"MO";"67.777"
"MA";"47.589"
"MD";"38.796"
"MG";"87.637"
"MV";"67.291"
"MX";"61.37"
"MK";"54.284"
"ML";"73.874"
"MT";"53.05"
"MM";"63.729"
"ME";"46.571"
"MN";"56.317"
"MZ";"78.088"
"MR";"49.297"
"MU";"57.114"
"MW";"77.841"
"MY";"65.13"
"NA";"64.423"
"NC";"60.992"
"NE";"78.969"
"NG";"54.992"
"NI";"67.038"
"NL";"61.899"
"NO";"62.946"
"NP";"84.261"
"NZ";"67.825"
"OM";"68.921"
"PK";"54.244"
"PA";"66.816"
"PE";"79.185"
"PH";"62.582"
"PG";"69.603"
"PL";"53.594"
"PR";"40.593"
"KP";"79.326"
"PT";"55.288"
"PY";"70.948"
"PS";"47.409"
"PF";"52.496"
"QA";"85.883"
"RO";"50.441"
"RU";"60.37"
"RW";"85.496"
"SA";"54.609"
"SD";"46.069"
"SN";"58.431"
"SG";"66.332"
"SB";"71.11"
"SL";"56.935"
"SV";"63.479"
"SO";"46.487"
"RS";"51.154"
"SS";"72.411"
"ST";"57.894"
"SR";"52.591"
"SK";"56.974"
"SI";"52.176"
"SE";"63.86"
"SZ";"55.193"
"SY";"40.088"
"TG";"76.418"
"TH";"66.329"
"TJ";"58.177"
"TM";"64.201"
"TL";"37.386"
"TO";"59.508"
"TT";"59.401"
"TN";"44.491"
"TR";"49.776"
"TW";"55.5"
"TZ";"83.44"
"UG";"71.441"
"UA";"51.012"
"UY";"65.766"
"US";"59.774"
"UZ";"64.469"
"VC";"68.157"
"VE";"63.231"
"VI";"58.238"
"VN";"76.359"
"VU";"70.196"
"WS";"30.349"
"YE";"37.144"
"ZA";"54.412"
"ZM";"74.841"
"ZW";"85.224"
