;economia_20
"AF";"51.949"
"AO";"77.864"
"AL";"55.715"
"AE";"82.022"
"AR";"60.838"
"AM";"60.616"
"AU";"65.553"
"AT";"60.022"
"AZ";"63.954"
"BI";"78.996"
"BE";"53.072"
"BJ";"70.864"
"BF";"69.524"
"BD";"56.884"
"BG";"52.533"
"BH";"71.417"
"BS";"75.741"
"BA";"47.968"
"BY";"63.341"
"BZ";"68.031"
"BO";"71.819"
"BR";"64.648"
"BB";"67.861"
"BN";"67.723"
"BT";"67.975"
"BW";"64.545"
"CF";"71.629"
"CA";"66.372"
"TD";"71.84"
"CH";"67.454"
"CL";"61.969"
"CN";"70.744"
"CI";"60.05"
"CM";"76.026"
"CD";"72.466"
"CG";"69.705"
"CO";"69.79"
"KM";"42.251"
"CV";"59.339"
"CR";"61.963"
"CU";"55.374"
"CY";"63.195"
"CZ";"58.226"
"DE";"60.023"
"DJ";"59.215"
"DK";"63.957"
"DO";"65.31"
"DZ";"42.506"
"EC";"64.321"
"EG";"48.857"
"ER";"80.846"
"EH";"55.688"
"ES";"59.258"
"EE";"61.201"
"ET";"83.578"
"FI";"59.82"
"FJ";"57.285"
"FR";"56.004"
"GA";"49.475"
"GB";"61.743"
"GE";"65.973"
"GH";"76.353"
"GN";"64.668"
"GM";"59.402"
"GW";"71.213"
"GQ";"58.642"
"GR";"53.82"
"GT";"61.71"
"GU";"66.507"
"GY";"56.485"
"HK";"59.583"
"HN";"62.845"
"HR";"51.884"
"HT";"66.243"
"HU";"50.753"
"ID";"67.737"
"IN";"54.638"
"IE";"60.579"
"IR";"42.746"
"IQ";"46.699"
"IS";"74.314"
"IL";"62.863"
"IT";"47.853"
"JM";"66.484"
"JO";"41.204"
"JP";"59.526"
"KZ";"70.359"
"KE";"65.993"
"KG";"64.538"
"KH";"85.189"
"KR";"60.904"
"KW";"70.225"
"LA";"78.053"
"LB";"45.924"
"LR";"56.338"
"LY";"52.527"
"LC";"67.119"
"LK";"54.372"
"LS";"67.158"
"LT";"57.85"
"LU";"56.852"
"LV";"58.649"
"MO";"71.278"
"MA";"49.801"
"MD";"42.313"
"MG";"88.733"
"MV";"66.251"
"MX";"61.404"
"MK";"55.464"
"ML";"66.693"
"MT";"50.96"
"MM";"67.105"
"ME";"49.066"
"MN";"60.042"
"MZ";"80.692"
"MR";"49.571"
"MU";"57.711"
"MW";"77.402"
"MY";"61.384"
"NA";"59.368"
"NC";"63.104"
"NE";"79.146"
"NG";"55.009"
"NI";"64.815"
"NL";"64.13"
"NO";"65.213"
"NP";"83.409"
"NZ";"67.523"
"OM";"63.588"
"PK";"51.571"
"PA";"63.923"
"PE";"78.604"
"PH";"63.039"
"PG";"71.177"
"PL";"56.074"
"PR";"44.118"
"KP";"80.74"
"PT";"60.373"
"PY";"69.251"
"PS";"42.561"
"PF";"56.156"
"QA";"86.074"
"RO";"54.127"
"RU";"63.4"
"RW";"86.896"
"SA";"52.182"
"SD";"47.313"
"SN";"56.526"
"SG";"67.051"
"SB";"71.885"
"SL";"60.391"
"SV";"61.563"
"SO";"45.935"
"RS";"50.86"
"SS";"73.104"
"ST";"57.759"
"SR";"53.287"
"SK";"58.722"
"SI";"58.059"
"SE";"63.356"
"SZ";"52.811"
"SY";"42.984"
"TG";"77.947"
"TH";"73.235"
"TJ";"59.158"
"TM";"64.453"
"TL";"40.975"
"TO";"59.771"
"TT";"63.648"
"TN";"46.943"
"TR";"48.79"
"TW";"58.336"
"TZ";"83.15"
"UG";"70.954"
"UA";"55.22"
"UY";"65.861"
"US";"63.016"
"UZ";"64.367"
"VC";"69.341"
"VE";"64.803"
"VI";"63.099"
"VN";"77.283"
"VU";"70.415"
"WS";"32.2"
"YE";"38.755"
"ZA";"52.306"
"ZM";"75.903"
"ZW";"82.732"
