;indicadoressociais_14
"AW";"96.74"
"AF";"44.92"
"AO";"39.65"
"AI";"96.09"
"AL";"88.03"
"AD";"100.00"
"AE";"99.64"
"AR";"99.37"
"AM";"97.29"
"AS";"98.99"
"AG";"97.32"
"AU";"99.85"
"AT";"100.00"
"AZ";"80.73"
"BI";"54.29"
"BE";"100.00"
"BJ";"63.84"
"BF";"50.28"
"BD";"96.15"
"BG";"99.52"
"BH";"99.98"
"BS";"97.99"
"BA";"97.06"
"BY";"97.93"
"BZ";"92.64"
"BM";"99.93"
"BO";"86.73"
"BR";"95.79"
"BB";"98.31"
"BN";"99.50"
"BT";"91.35"
"BW";"78.28"
"CF";"53.21"
"CA";"99.60"
"CH";"100.00"
"CL";"99999999999998"
"CL";"98.36"
"CN";"88.42"
"CI";"72.38"
"CM";"60.76"
"CD";"38.35"
"CG";"62.47"
"CK";"99.89"
"CO";"93.73"
"KM";"84.83"
"CV";"82.03"
"CR";"97.65"
"CU";"94.23"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.85"
"DE";"100.00"
"DJ";"76.01"
"DM";"95.68"
"DK";"100.00"
"DO";"93.09"
"DZ";"91.92"
"EC";"88.21"
"EG";"98.30"
"ER";"17.81"
"ES";"100.00"
"EE";"99.40"
"ET";"28.46"
"FI";"100.00"
"FJ";"94.22"
"FK";"99999999999998"
"FR";"99.97"
"FO";"100.00"
"FM";"89.76"
"GA";"84.24"
"GB";"100.00"
"GE";"91.01"
"GH";"71.73"
"GI";"99.62"
"GN";"61.30"
"GP";"99.27"
"GM";"77.27"
"GW";"61.60"
"GQ";"49.09"
"GR";"99.81"
"GD";"95.17"
"GL";"100.00"
"GT";"89.93"
"GF";"93.25"
"GU";"99.60"
"GY";"91.69"
"HK";"99.46"
"HN";"87.76"
"HR";"99.13"
"HT";"61.14"
"HU";"99.97"
"ID";"82.81"
"IM";"99999999999998"
"IN";"84.32"
"IE";"97.70"
"IR";"95.15"
"IQ";"81.06"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.01"
"JO";"99.04"
"JP";"98.65"
"KZ";"88.92"
"KE";"53.03"
"KG";"83.83"
"KH";"64.39"
"KI";"63.06"
"KN";"98.88"
"KR";"98.76"
"KW";"100.00"
"LA";"65.09"
"LB";"89.06"
"LR";"66.16"
"LY";"99999999999998"
"LC";"93.26"
"LI";"100.00"
"LK";"85.37"
"LS";"69.18"
"LT";"94.24"
"LU";"99.94"
"LV";"98.12"
"MO";"100.00"
"MA";"74.53"
"MC";"100.00"
"MD";"85.50"
"MG";"43.71"
"MV";"97.23"
"MX";"94.28"
"MH";"78.71"
"MK";"96.63"
"ML";"62.73"
"MT";"100.00"
"MM";"61.60"
"ME";"95.65"
"MN";"75.70"
"MP";"99.10"
"MZ";"35.31"
"MR";"62.69"
"MS";"97.21"
"MQ";"99.70"
"MU";"99.64"
"MW";"59.93"
"MY";"97.15"
"YT";"98.15"
"NA";"77.89"
"NC";"96.58"
"NE";"42.02"
"NG";"57.89"
"NI";"81.40"
"NU";"98.77"
"NL";"100.00"
"NO";"100.00"
"NP";"84.07"
"NR";"98.26"
"NZ";"100.00"
"OM";"81.19"
"PK";"88.81"
"PA";"91.92"
"PE";"85.81"
"PH";"88.40"
"PW";"96.71"
"PG";"36.62"
"PL";"97.91"
"PR";"97.09"
"KP";"99.72"
"PT";"99.37"
"PY";"88.27"
"PS";"88.02"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.85"
"RW";"52.17"
"SA";"98.72"
"SD";"49.07"
"SN";"68.89"
"SG";"100.00"
"SH";"98.60"
"SB";"74.20"
"SL";"48.63"
"SV";"87.29"
"SM";"100.00"
"SO";"30.76"
"PM";"91.40"
"RS";"90.11"
"SS";"99999999999998"
"ST";"73.91"
"SR";"92.77"
"SK";"97.96"
"SI";"99.56"
"SE";"100.00"
"SZ";"60.26"
"SX";"95.50"
"SC";"95.18"
"SY";"96.13"
"TC";"90.96"
"TD";"40.80"
"TG";"54.70"
"TH";"96.60"
"TJ";"66.83"
"TK";"98.88"
"TM";"89.77"
"TL";"60.27"
"TO";"99.06"
"TT";"95.56"
"TN";"91.45"
"TR";"97.45"
"TV";"98.36"
"TZ";"41.40"
"UG";"34.68"
"UA";"96.70"
"UY";"97.96"
"US";"99.16"
"UZ";"91.47"
"VC";"94.29"
"VE";"96.92"
"VG";"98.34"
"VI";"100.00"
"VN";"84.87"
"VU";"85.03"
"WF";"99.62"
"WS";"94.16"
"YE";"56.21"
"ZA";"81.32"
"ZM";"55.42"
"ZW";"68.68"
