;indicadoressociais_14
"AW";"95.62"
"AF";"34.74"
"AO";"38.81"
"AI";"94.39"
"AL";"87.85"
"AD";"100.00"
"AE";"99.65"
"AR";"99.20"
"AM";"96.56"
"AS";"98.74"
"AG";"97.79"
"AU";"99.78"
"AT";"100.00"
"AZ";"78.61"
"BI";"53.34"
"BE";"100.00"
"BJ";"61.96"
"BF";"48.32"
"BD";"95.42"
"BG";"99.71"
"BH";"99.94"
"BS";"98.19"
"BA";"96.60"
"BY";"97.90"
"BZ";"90.10"
"BM";"99.96"
"BO";"82.89"
"BR";"94.80"
"BB";"98.43"
"BN";"99999999999998"
"BT";"86.49"
"BW";"77.70"
"CF";"52.62"
"CA";"99.90"
"CH";"100.00"
"CL";"99999999999998"
"CL";"96.91"
"CN";"82.79"
"CI";"72.07"
"CM";"58.06"
"CD";"36.36"
"CG";"58.81"
"CK";"99.89"
"CO";"91.93"
"KM";"85.61"
"CV";"79.20"
"CR";"95.95"
"CU";"93.67"
"CW";"99999999999998"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.82"
"DE";"100.00"
"DJ";"75.43"
"DM";"94.58"
"DK";"100.00"
"DO";"92.08"
"DZ";"90.92"
"EC";"85.69"
"EG";"98.27"
"ER";"17.25"
"ES";"100.00"
"EE";"99.27"
"ET";"22.57"
"FI";"100.00"
"FJ";"94.52"
"FK";"99999999999998"
"FR";"99.93"
"FO";"100.00"
"FM";"91.19"
"GA";"81.79"
"GB";"100.00"
"GE";"89.74"
"GH";"68.10"
"GI";"99.62"
"GN";"57.88"
"GP";"99.12"
"GM";"75.58"
"GW";"57.19"
"GQ";"48.96"
"GR";"99.61"
"GD";"94.24"
"GL";"100.00"
"GT";"87.73"
"GF";"93.21"
"GU";"99.50"
"GY";"89.97"
"HK";"99.06"
"HN";"85.03"
"HR";"98.81"
"HT";"58.89"
"HU";"99.97"
"ID";"78.76"
"IM";"99999999999998"
"IN";"82.39"
"IE";"96.89"
"IR";"95.24"
"IQ";"79.11"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"91.40"
"JO";"99.31"
"JP";"98.48"
"KZ";"87.54"
"KE";"49.77"
"KG";"81.83"
"KH";"58.40"
"KI";"61.99"
"KN";"98.55"
"KR";"98.53"
"KW";"100.00"
"LA";"55.67"
"LB";"87.22"
"LR";"63.96"
"LY";"99999999999998"
"LC";"89.97"
"LI";"100.00"
"LK";"81.42"
"LS";"67.78"
"LT";"92.10"
"LU";"99.93"
"LV";"97.85"
"MO";"100.00"
"MA";"69.27"
"MC";"100.00"
"MD";"84.77"
"MG";"39.87"
"MV";"93.26"
"MX";"91.85"
"MH";"79.05"
"MK";"97.88"
"ML";"56.00"
"MT";"100.00"
"MM";"58.20"
"ME";"99999999999998"
"MN";"70.63"
"MP";"98.95"
"MZ";"28.56"
"MR";"58.31"
"MS";"98.06"
"MQ";"99.63"
"MU";"99.46"
"MW";"55.78"
"MY";"97.70"
"YT";"99999999999998"
"NA";"77.51"
"NC";"95.20"
"NE";"39.97"
"NG";"52.10"
"NI";"81.00"
"NU";"99.23"
"NL";"100.00"
"NO";"100.00"
"NP";"81.84"
"NR";"96.68"
"NZ";"100.00"
"OM";"76.42"
"PK";"88.89"
"PA";"90.08"
"PE";"83.26"
"PH";"87.24"
"PW";"94.45"
"PG";"36.66"
"PL";"99999999999998"
"PR";"97.08"
"KP";"99.84"
"PT";"98.95"
"PY";"81.93"
"PS";"88.15"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.54"
"RW";"49.58"
"SA";"97.45"
"SD";"43.48"
"SN";"65.25"
"SG";"100.00"
"SH";"98.50"
"SB";"80.42"
"SL";"43.17"
"SV";"83.47"
"SM";"100.00"
"SO";"25.66"
"PM";"99999999999998"
"RS";"91.73"
"SS";"99999999999998"
"ST";"70.47"
"SR";"90.86"
"SK";"97.97"
"SI";"99.59"
"SE";"100.00"
"SZ";"56.19"
"SX";"99999999999998"
"SC";"94.22"
"SY";"95.52"
"TC";"88.73"
"TD";"39.90"
"TG";"50.05"
"TH";"95.49"
"TJ";"61.98"
"TK";"98.50"
"TM";"86.92"
"TL";"54.67"
"TO";"98.49"
"TT";"93.72"
"TN";"89.69"
"TR";"96.41"
"TV";"97.91"
"TZ";"36.38"
"UG";"32.26"
"UA";"96.18"
"UY";"97.03"
"US";"99999999999998"
"UZ";"88.59"
"VC";"93.72"
"VE";"96.52"
"VG";"96.82"
"VI";"100.00"
"VN";"81.32"
"VU";"81.81"
"WF";"99.65"
"WS";"93.04"
"YE";"47.64"
"ZA";"79.20"
"ZM";"51.98"
"ZW";"69.88"
