;indicadoressociais_14
"AW";"95.33"
"AF";"32.21"
"AO";"38.59"
"AI";"93.97"
"AL";"87.79"
"AD";"100.00"
"AE";"99.65"
"AR";"99.16"
"AM";"96.38"
"AS";"98.68"
"AG";"97.90"
"AU";"99.76"
"AT";"100.00"
"AZ";"78.07"
"BI";"53.11"
"BE";"100.00"
"BJ";"61.49"
"BF";"47.85"
"BD";"95.23"
"BG";"99.74"
"BH";"99.93"
"BS";"98.24"
"BA";"96.49"
"BY";"97.89"
"BZ";"89.46"
"BM";"99.97"
"BO";"81.90"
"BR";"94.54"
"BB";"98.46"
"BN";"99999999999998"
"BT";"85.15"
"BW";"77.56"
"CF";"52.49"
"CA";"99.90"
"CH";"100.00"
"CL";"99999999999998"
"CL";"96.52"
"CN";"81.22"
"CI";"72.01"
"CM";"57.37"
"CD";"35.86"
"CG";"57.86"
"CK";"99.89"
"CO";"91.47"
"KM";"85.81"
"CV";"78.52"
"CR";"95.46"
"CU";"93.53"
"CW";"99999999999998"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.82"
"DE";"100.00"
"DJ";"75.28"
"DM";"94.30"
"DK";"100.00"
"DO";"91.79"
"DZ";"90.65"
"EC";"85.06"
"EG";"98.26"
"ER";"17.13"
"ES";"100.00"
"EE";"99.23"
"ET";"21.11"
"FI";"100.00"
"FJ";"94.59"
"FK";"99999999999998"
"FR";"99.92"
"FO";"100.00"
"FM";"91.55"
"GA";"81.08"
"GB";"100.00"
"GE";"89.43"
"GH";"67.18"
"GI";"99.62"
"GN";"57.03"
"GP";"99.12"
"GM";"75.15"
"GW";"56.09"
"GQ";"48.94"
"GR";"99.55"
"GD";"94.00"
"GL";"100.00"
"GT";"87.17"
"GF";"93.21"
"GU";"99.47"
"GY";"89.54"
"HK";"98.97"
"HN";"84.33"
"HR";"98.73"
"HT";"58.27"
"HU";"99.97"
"ID";"77.72"
"IM";"99999999999998"
"IN";"81.90"
"IE";"96.69"
"IR";"95.18"
"IQ";"79.75"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"91.24"
"JO";"99.38"
"JP";"98.48"
"KZ";"87.20"
"KE";"48.93"
"KG";"81.33"
"KH";"56.90"
"KI";"61.72"
"KN";"98.46"
"KR";"98.53"
"KW";"100.00"
"LA";"53.24"
"LB";"86.77"
"LR";"63.40"
"LY";"99999999999998"
"LC";"89.18"
"LI";"100.00"
"LK";"80.43"
"LS";"67.43"
"LT";"91.58"
"LU";"99.93"
"LV";"97.78"
"MO";"100.00"
"MA";"68.00"
"MC";"100.00"
"MD";"84.59"
"MG";"39.07"
"MV";"92.15"
"MX";"91.22"
"MH";"79.13"
"MK";"97.89"
"ML";"54.31"
"MT";"100.00"
"MM";"57.35"
"ME";"99999999999998"
"MN";"69.27"
"MP";"98.91"
"MZ";"26.87"
"MR";"57.16"
"MS";"98.28"
"MQ";"99.63"
"MU";"99.41"
"MW";"54.74"
"MY";"97.85"
"YT";"99999999999998"
"NA";"77.44"
"NC";"94.86"
"NE";"39.46"
"NG";"50.61"
"NI";"80.91"
"NU";"99.23"
"NL";"100.00"
"NO";"100.00"
"NP";"81.28"
"NR";"96.29"
"NZ";"100.00"
"OM";"76.33"
"PK";"88.91"
"PA";"89.62"
"PE";"82.59"
"PH";"86.95"
"PW";"93.81"
"PG";"36.67"
"PL";"99999999999998"
"PR";"97.07"
"KP";"99.87"
"PT";"98.85"
"PY";"80.32"
"PS";"88.17"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.47"
"RW";"48.95"
"SA";"97.13"
"SD";"43.47"
"SN";"64.35"
"SG";"100.00"
"SH";"98.50"
"SB";"80.37"
"SL";"41.79"
"SV";"82.48"
"SM";"100.00"
"SO";"24.40"
"PM";"99999999999998"
"RS";"91.75"
"SS";"99999999999998"
"ST";"69.60"
"SR";"90.36"
"SK";"97.97"
"SI";"99.60"
"SE";"100.00"
"SZ";"55.18"
"SX";"99999999999998"
"SC";"93.98"
"SY";"95.37"
"TC";"88.17"
"TD";"39.67"
"TG";"48.88"
"TH";"95.19"
"TJ";"60.77"
"TK";"98.50"
"TM";"86.20"
"TL";"53.34"
"TO";"98.49"
"TT";"93.26"
"TN";"89.20"
"TR";"96.13"
"TV";"97.90"
"TZ";"35.13"
"UG";"31.65"
"UA";"96.05"
"UY";"96.96"
"US";"99999999999998"
"UZ";"87.78"
"VC";"93.58"
"VE";"96.42"
"VG";"96.44"
"VI";"100.00"
"VN";"80.41"
"VU";"81.76"
"WF";"99.66"
"WS";"93.03"
"YE";"45.44"
"ZA";"78.65"
"ZM";"51.11"
"ZW";"70.19"
