;indicadoressociais_14
"AW";"97.87"
"AF";"60.38"
"AO";"40.83"
"AI";"98.22"
"AL";"91.37"
"AD";"100.00"
"AE";"99.63"
"AR";"99.63"
"AM";"98.46"
"AS";"99.23"
"AG";"96.74"
"AU";"99.96"
"AT";"100.00"
"AZ";"83.86"
"BI";"55.83"
"BE";"100.00"
"BJ";"66.57"
"BF";"53.34"
"BD";"97.17"
"BG";"99.25"
"BH";"100.00"
"BS";"97.79"
"BA";"97.66"
"BY";"97.99"
"BZ";"96.50"
"BM";"99.90"
"BO";"92.04"
"BR";"97.23"
"BB";"98.13"
"BN";"99.51"
"BT";"97.56"
"BW";"79.08"
"CF";"54.05"
"CA";"99.00"
"CH";"100.00"
"CL";"94.15"
"CL";"100.00"
"CN";"94.95"
"CI";"72.97"
"CM";"64.65"
"CD";"41.34"
"CG";"67.54"
"CK";"99.88"
"CO";"96.23"
"KM";"83.69"
"CV";"85.83"
"CR";"99.56"
"CU";"95.04"
"CW";"99.37"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.88"
"DE";"100.00"
"DJ";"76.90"
"DM";"96.50"
"DK";"100.00"
"DO";"94.23"
"DZ";"93.26"
"EC";"91.99"
"EG";"98.35"
"ER";"19.02"
"ES";"99.94"
"EE";"99.62"
"ET";"37.62"
"FI";"100.00"
"FJ";"93.78"
"FK";"94.71"
"FR";"100.00"
"FO";"100.00"
"FM";"88.35"
"GA";"87.13"
"GB";"100.00"
"GE";"92.94"
"GH";"76.96"
"GI";"99.62"
"GN";"66.50"
"GP";"99.57"
"GM";"79.67"
"GW";"68.13"
"GQ";"49.51"
"GR";"100.00"
"GD";"95.63"
"GL";"100.00"
"GT";"93.09"
"GF";"93.33"
"GU";"99.70"
"GY";"94.68"
"HK";"100.00"
"HN";"91.57"
"HR";"99.59"
"HT";"63.68"
"HU";"99.97"
"ID";"88.60"
"IM";"96.26"
"IN";"87.11"
"IE";"98.92"
"IR";"94.91"
"IQ";"85.38"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"92.90"
"JO";"98.63"
"JP";"98.90"
"KZ";"90.90"
"KE";"57.70"
"KG";"86.88"
"KH";"73.45"
"KI";"64.33"
"KN";"99999999999998"
"KR";"99.48"
"KW";"100.00"
"LA";"78.38"
"LB";"91.80"
"LR";"69.37"
"LY";"96.75"
"LC";"98.16"
"LI";"100.00"
"LK";"91.32"
"LS";"71.25"
"LT";"97.38"
"LU";"99.95"
"LV";"98.53"
"MO";"100.00"
"MA";"81.83"
"MC";"100.00"
"MD";"86.68"
"MG";"49.62"
"MV";"97.92"
"MX";"97.75"
"MH";"78.24"
"MK";"96.78"
"ML";"72.64"
"MT";"100.00"
"MM";"66.70"
"ME";"96.73"
"MN";"82.26"
"MP";"99.26"
"MZ";"45.54"
"MR";"68.67"
"MS";"96.58"
"MQ";"99.84"
"MU";"99.87"
"MW";"66.16"
"MY";"96.52"
"YT";"98.15"
"NA";"78.65"
"NC";"98.64"
"NE";"45.27"
"NG";"66.06"
"NI";"82.12"
"NU";"98.20"
"NL";"100.00"
"NO";"100.00"
"NP";"87.24"
"NR";"100.00"
"NZ";"100.00"
"OM";"90.01"
"PK";"88.60"
"PA";"94.57"
"PE";"89.32"
"PH";"90.19"
"PW";"99.33"
"PG";"36.59"
"PL";"97.89"
"PR";"97.11"
"KP";"99.62"
"PT";"99.90"
"PY";"97.41"
"PS";"87.71"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"96.30"
"RW";"56.07"
"SA";"99.99"
"SD";"57.51"
"SN";"74.30"
"SG";"100.00"
"SH";"98.90"
"SB";"65.43"
"SL";"56.75"
"SV";"92.48"
"SM";"100.00"
"SO";"38.66"
"PM";"91.40"
"RS";"89.98"
"SS";"48.49"
"ST";"78.89"
"SR";"94.69"
"SK";"97.93"
"SI";"99.52"
"SE";"100.00"
"SZ";"66.56"
"SX";"95.50"
"SC";"96.24"
"SY";"96.73"
"TC";"94.32"
"TD";"42.27"
"TG";"61.66"
"TH";"98.03"
"TJ";"74.12"
"TK";"99.44"
"TM";"93.83"
"TL";"68.80"
"TO";"99.91"
"TT";"96.94"
"TN";"93.91"
"TR";"98.73"
"TV";"99.25"
"TZ";"48.90"
"UG";"38.32"
"UA";"97.62"
"UY";"99.09"
"US";"99.20"
"UZ";"99999999999998"
"VC";"95.15"
"VE";"97.41"
"VG";"99.86"
"VI";"100.00"
"VN";"89.87"
"VU";"89.77"
"WF";"99.57"
"WS";"95.49"
"YE";"68.41"
"ZA";"84.24"
"ZM";"60.41"
"ZW";"66.85"
