;indicadoressociais_14
"AW";"94.77"
"AF";"27.16"
"AO";"38.07"
"AI";"93.12"
"AL";"87.65"
"AD";"100.00"
"AE";"99.65"
"AR";"99.06"
"AM";"96.03"
"AS";"98.56"
"AG";"98.14"
"AU";"99.74"
"AT";"100.00"
"AZ";"76.98"
"BI";"52.66"
"BE";"100.00"
"BJ";"60.54"
"BF";"46.94"
"BD";"94.84"
"BG";"99.74"
"BH";"99.91"
"BS";"98.33"
"BA";"96.29"
"BY";"97.90"
"BZ";"88.20"
"BM";"99.99"
"BO";"79.86"
"BR";"93.99"
"BB";"98.51"
"BN";"99999999999998"
"BT";"82.39"
"BW";"77.24"
"CF";"52.22"
"CA";"99.90"
"CH";"100.00"
"CL";"99999999999998"
"CL";"95.69"
"CN";"77.90"
"CI";"71.91"
"CM";"56.00"
"CD";"34.87"
"CG";"57.14"
"CK";"99.90"
"CO";"90.52"
"KM";"86.20"
"CV";"78.11"
"CR";"94.42"
"CU";"93.20"
"CW";"99999999999998"
"KY";"96.13"
"CY";"100.00"
"CZ";"99.81"
"DE";"100.00"
"DJ";"74.99"
"DM";"93.75"
"DK";"100.00"
"DO";"91.31"
"DZ";"90.11"
"EC";"83.78"
"EG";"98.24"
"ER";"16.92"
"ES";"100.00"
"EE";"99.17"
"ET";"18.20"
"FI";"100.00"
"FJ";"94.64"
"FK";"99999999999998"
"FR";"99.90"
"FO";"100.00"
"FM";"92.26"
"GA";"79.55"
"GB";"100.00"
"GE";"88.82"
"GH";"65.31"
"GI";"99.62"
"GN";"55.34"
"GP";"99.12"
"GM";"74.28"
"GW";"53.89"
"GQ";"48.92"
"GR";"99.44"
"GD";"93.54"
"GL";"100.00"
"GT";"86.04"
"GF";"93.21"
"GU";"99.42"
"GY";"88.69"
"HK";"98.77"
"HN";"82.90"
"HR";"98.51"
"HT";"57.03"
"HU";"99.96"
"ID";"75.63"
"IM";"99999999999998"
"IN";"80.90"
"IE";"96.28"
"IR";"95.06"
"IQ";"80.98"
"IS";"100.00"
"IL";"100.00"
"IT";"100.00"
"JM";"90.93"
"JO";"99.52"
"JP";"98.48"
"KZ";"86.52"
"KE";"47.24"
"KG";"80.32"
"KH";"53.90"
"KI";"61.20"
"KN";"98.30"
"KR";"99999999999998"
"KW";"100.00"
"LA";"48.32"
"LB";"85.85"
"LR";"62.28"
"LY";"99999999999998"
"LC";"88.46"
"LI";"100.00"
"LK";"78.46"
"LS";"66.72"
"LT";"90.56"
"LU";"99.92"
"LV";"97.65"
"MO";"100.00"
"MA";"65.43"
"MC";"100.00"
"MD";"84.24"
"MG";"37.48"
"MV";"89.81"
"MX";"89.95"
"MH";"79.31"
"MK";"97.89"
"ML";"50.92"
"MT";"100.00"
"MM";"55.67"
"ME";"99999999999998"
"MN";"66.46"
"MP";"98.83"
"MZ";"23.49"
"MR";"54.81"
"MS";"98.70"
"MQ";"99.63"
"MU";"99.32"
"MW";"52.65"
"MY";"98.19"
"YT";"99999999999998"
"NA";"77.34"
"NC";"94.52"
"NE";"38.48"
"NG";"47.60"
"NI";"80.72"
"NU";"99.23"
"NL";"100.00"
"NO";"100.00"
"NP";"80.12"
"NR";"95.50"
"NZ";"100.00"
"OM";"76.34"
"PK";"88.93"
"PA";"88.67"
"PE";"81.22"
"PH";"86.38"
"PW";"92.41"
"PG";"36.69"
"PL";"99999999999998"
"PR";"97.06"
"KP";"99.94"
"PT";"98.65"
"PY";"76.86"
"PS";"88.20"
"PF";"100.00"
"QA";"100.00"
"RE";"99.50"
"RO";"100.00"
"RU";"95.32"
"RW";"47.65"
"SA";"96.81"
"SD";"43.44"
"SN";"62.54"
"SG";"100.00"
"SH";"99999999999998"
"SB";"80.28"
"SL";"39.04"
"SV";"80.43"
"SM";"100.00"
"SO";"21.92"
"PM";"99999999999998"
"RS";"91.80"
"SS";"99999999999998"
"ST";"67.82"
"SR";"89.35"
"SK";"97.98"
"SI";"99.61"
"SE";"100.00"
"SZ";"53.16"
"SX";"99999999999998"
"SC";"93.50"
"SY";"95.04"
"TC";"87.05"
"TD";"39.23"
"TG";"46.55"
"TH";"94.57"
"TJ";"58.38"
"TK";"98.50"
"TM";"84.73"
"TL";"99999999999998"
"TO";"98.49"
"TT";"92.35"
"TN";"88.19"
"TR";"95.54"
"TV";"97.89"
"TZ";"32.74"
"UG";"30.53"
"UA";"95.79"
"UY";"96.83"
"US";"99999999999998"
"UZ";"86.17"
"VC";"93.29"
"VE";"96.21"
"VG";"95.68"
"VI";"100.00"
"VN";"78.64"
"VU";"81.66"
"WF";"99.67"
"WS";"93.01"
"YE";"42.97"
"ZA";"77.52"
"ZM";"49.34"
"ZW";"70.54"
