;indicadoressociais_11
"AF";"53.1"
"AL";"72.2"
"DZ";"68.1"
"AD";"77.4"
"AO";"42.1"
"AG";"72.4"
"AR";"72.7"
"AM";"68.9"
"AU";"78.1"
"AT";"76.7"
"AZ";"64.6"
"BS";"71.4"
"BH";"73.4"
"BD";"61.9"
"BB";"72.5"
"BY";"68.3"
"BE";"76.8"
"BZ";"69.5"
"BJ";"54.9"
"BT";"56.4"
"BO";"57.9"
"BA";"71.6"
"BW";"56.3"
"BR";"67.6"
"BN";"74.1"
"BG";"70.9"
"BF";"49.4"
"BI";"48.9"
"CV";"67.8"
"KH";"55.2"
"CM";"53.2"
"CA";"78.1"
"CF";"46.9"
"TD";"47.4"
"CL";"74.9"
"CN";"69.9"
"CO";"69.4"
"KM";"58.7"
"CG";"52.2"
"CD";"49.1"
"CR";"76.6"
"HR";"73.7"
"CU";"75.4"
"CY";"77.3"
"CZ";"73.1"
"CI";"49.5"
"DK";"75.6"
"DJ";"57.1"
"DM";"76.3"
"DO";"69.6"
"EC";"71.2"
"EG";"66.8"
"SV";"67.3"
"GQ";"50.3"
"ER";"52.4"
"EE";"68.7"
"ET";"49.3"
"FJ";"66.6"
"FI";"76.3"
"FR";"77.7"
"GA";"60.9"
"GM";"53.4"
"GE";"70.5"
"DE";"76.5"
"GH";"57.5"
"GR";"77.8"
"GD";"69.4"
"GT";"65.0"
"GN";"51.7"
"GW";"50.6"
"GY";"64.2"
"HT";"56.3"
"HN";"68.9"
"HK";"78.7"
"HU";"70.0"
"IS";"78.7"
"IN";"60.4"
"ID";"65.0"
"IR";"68.3"
"IQ";"68.5"
"IE";"75.6"
"IL";"77.7"
"IT";"78.0"
"JM";"72.0"
"JP";"79.9"
"JO";"70.9"
"KZ";"63.9"
"KE";"54.5"
"KI";"62.5"
"";"66.5"
"KR";"73.9"
"KW";"72.7"
"KG";"66.1"
"LA";"56.2"
"LV";"67.8"
"LB";"72.1"
"LS";"57.0"
"LR";"50.2"
"LY";"69.8"
"LI";"77.2"
"LT";"69.8"
"LU";"76.4"
"MG";"54.6"
"MW";"43.5"
"MY";"71.8"
"MV";"65.6"
"ML";"47.7"
"MT";"77.1"
"MR";"59.4"
"MU";"70.3"
"MX";"72.8"
"FM";"66.8"
"MD";"66.9"
"MN";"61.2"
"ME";"74.1"
"MA";"66.9"
"MZ";"46.0"
"MM";"60.5"
"NA";"60.2"
"NP";"58.5"
"NL";"77.5"
"NZ";"76.9"
"NI";"67.4"
"NE";"47.1"
"NG";"46.1"
"NO";"77.7"
"OM";"69.8"
"PK";"61.5"
"PW";"65.0"
"";"69.6"
"PA";"74.1"
"PG";"57.2"
"PY";"68.9"
"PE";"68.0"
"PH";"66.1"
"PL";"71.8"
"PT";"75.2"
"QA";"75.6"
"RO";"69.5"
"RU";"66.0"
"RW";"31.5"
"KN";"68.6"
"LC";"71.2"
"VC";"70.6"
"WS";"67.4"
"ST";"62.6"
"SA";"70.9"
"SN";"57.4"
"RS";"71.8"
"SC";"70.9"
"SL";"35.7"
"SG";"77.4"
"SK";"72.1"
"SI";"74.5"
"SB";"59.7"
"SO";"47.2"
"ZA";"61.4"
"SS";"46.9"
"ES";"77.9"
"LK";"69.3"
"SD";"56.5"
"SR";"67.7"
"SZ";"56.5"
"SE";"78.7"
"CH";"78.5"
"SY";"71.5"
"TJ";"62.3"
"TZ";"48.7"
"TH";"70.2"
"MK";"72.1"
"TL";"53.7"
"TG";"54.8"
"TO";"70.2"
"TT";"68.3"
"TN";"71.5"
"TR";"67.0"
"TM";"63.1"
"UG";"43.8"
"UA";"67.9"
"AE";"72.9"
"GB";"76.6"
"US";"76.0"
"UY";"73.6"
"UZ";"66.4"
"VU";"65.3"
"VE";"70.9"
"VN";"72.0"
"YE";"59.3"
"ZM";"42.1"
"ZW";"50.3"
