;indicadoressociais_11
"AF";"53.6"
"AL";"72.5"
"DZ";"68.5"
"AD";"77.6"
"AO";"42.5"
"AG";"72.7"
"AR";"72.9"
"AM";"69.4"
"AU";"78.4"
"AT";"77.0"
"AZ";"65.0"
"BS";"71.5"
"BH";"73.7"
"BD";"62.6"
"BB";"72.7"
"BY";"67.9"
"BE";"77.0"
"BZ";"69.1"
"BJ";"54.9"
"BT";"57.2"
"BO";"58.4"
"BA";"72.3"
"BW";"54.4"
"BR";"68.1"
"BN";"74.3"
"BG";"70.9"
"BF";"49.5"
"BI";"49.5"
"CV";"68.3"
"KH";"55.7"
"CM";"53.0"
"CA";"78.2"
"CF";"46.4"
"TD";"47.5"
"CL";"75.3"
"CN";"70.1"
"CO";"69.8"
"KM";"59.0"
"CG";"51.7"
"CD";"49.0"
"CR";"76.8"
"HR";"74.0"
"CU";"75.7"
"CY";"77.5"
"CZ";"73.5"
"CI";"48.7"
"DK";"75.8"
"DJ";"57.0"
"DM";"76.3"
"DO";"69.8"
"EC";"71.6"
"EG";"67.3"
"SV";"67.6"
"GQ";"50.7"
"ER";"53.3"
"EE";"68.9"
"ET";"49.8"
"FJ";"66.8"
"FI";"76.6"
"FR";"78.0"
"GA";"60.7"
"GM";"53.8"
"GE";"70.7"
"DE";"76.8"
"GH";"57.3"
"GR";"77.9"
"GD";"69.6"
"GT";"65.6"
"GN";"51.7"
"GW";"50.8"
"GY";"64.3"
"HT";"56.6"
"HN";"69.3"
"HK";"79.0"
"HU";"70.4"
"IS";"78.8"
"IN";"60.9"
"ID";"65.3"
"IR";"68.7"
"IQ";"68.8"
"IE";"75.7"
"IL";"78.0"
"IT";"78.2"
"JM";"72.0"
"JP";"80.2"
"JO";"71.0"
"KZ";"63.5"
"KE";"53.4"
"KI";"62.9"
"";"65.5"
"KR";"74.3"
"KW";"72.8"
"KG";"66.0"
"LA";"56.7"
"LV";"68.1"
"LB";"72.5"
"LS";"55.2"
"LR";"51.0"
"LY";"70.0"
"LI";"77.4"
"LT";"69.9"
"LU";"76.6"
"MG";"55.4"
"MW";"43.6"
"MY";"72.0"
"MV";"66.4"
"ML";"47.8"
"MT";"77.3"
"MR";"59.6"
"MU";"70.4"
"MX";"73.2"
"FM";"66.9"
"MD";"66.8"
"MN";"61.4"
"ME";"73.8"
"MA";"67.2"
"MZ";"46.6"
"MM";"60.8"
"NA";"59.4"
"NP";"59.3"
"NL";"77.6"
"NZ";"77.1"
"NI";"67.9"
"NE";"47.8"
"NG";"46.2"
"NO";"77.9"
"OM";"70.2"
"PK";"61.7"
"PW";"65.5"
"";"69.9"
"PA";"74.3"
"PG";"57.5"
"PY";"69.1"
"PE";"68.5"
"PH";"66.2"
"PL";"72.2"
"PT";"75.5"
"QA";"75.7"
"RO";"69.6"
"RU";"65.8"
"RW";"35.5"
"KN";"68.9"
"LC";"71.2"
"VC";"70.6"
"WS";"67.8"
"ST";"62.8"
"SA";"71.3"
"SN";"57.3"
"RS";"71.9"
"SC";"71.0"
"SL";"36.0"
"SG";"77.5"
"SK";"72.4"
"SI";"74.8"
"SB";"60.3"
"SO";"48.1"
"ZA";"60.6"
"SS";"47.4"
"ES";"78.1"
"LK";"69.3"
"SD";"56.8"
"SR";"67.8"
"SZ";"55.1"
"SE";"78.9"
"CH";"78.8"
"SY";"71.7"
"TJ";"62.5"
"TZ";"48.8"
"TH";"70.2"
"MK";"72.3"
"TL";"55.0"
"TG";"54.4"
"TO";"70.3"
"TT";"68.4"
"TN";"71.9"
"TR";"67.6"
"TM";"63.2"
"UG";"44.0"
"UA";"67.6"
"AE";"73.1"
"GB";"76.8"
"US";"76.2"
"UY";"73.9"
"UZ";"66.5"
"VU";"65.8"
"VE";"71.2"
"VN";"72.2"
"YE";"59.5"
"ZM";"42.1"
"ZW";"48.1"
