;indicadoressociais_11
"AF";"59.0"
"AL";"76.9"
"DZ";"73.8"
"AD";"80.8"
"AO";"50.7"
"AG";"75.4"
"AR";"75.6"
"AM";"74.2"
"AU";"81.8"
"AT";"80.6"
"AZ";"70.5"
"BS";"74.8"
"BH";"76.0"
"BD";"70.1"
"BB";"75.0"
"BY";"70.2"
"BE";"80.0"
"BZ";"69.7"
"BJ";"58.8"
"BT";"67.9"
"BO";"66.4"
"BA";"75.9"
"BW";"63.4"
"BR";"73.3"
"BN";"77.6"
"BG";"73.5"
"BF";"57.1"
"BI";"54.8"
"CV";"72.8"
"KH";"66.5"
"CM";"53.7"
"CA";"81.2"
"CF";"47.7"
"TD";"49.9"
"CL";"80.4"
"CN";"75.0"
"CO";"73.3"
"KM";"61.8"
"CG";"59.2"
"CD";"56.9"
"CR";"78.8"
"HR";"76.6"
"CU";"79.0"
"CY";"79.4"
"CZ";"77.6"
"CI";"50.1"
"DK";"79.3"
"DJ";"60.4"
"DM";"77.4"
"DO";"72.7"
"EC";"75.0"
"EG";"70.4"
"SV";"71.9"
"GQ";"55.9"
"ER";"61.5"
"EE";"75.3"
"ET";"61.3"
"FJ";"69.3"
"FI";"80.0"
"FR";"81.4"
"GA";"62.2"
"GM";"59.3"
"GE";"74.2"
"DE";"80.2"
"GH";"60.6"
"GR";"80.2"
"GD";"72.6"
"GT";"70.9"
"GN";"56.3"
"GW";"53.8"
"GY";"66.0"
"HT";"61.3"
"HN";"72.4"
"HK";"83.1"
"HU";"74.5"
"IS";"81.8"
"IN";"66.5"
"ID";"68.1"
"IR";"74.0"
"IQ";"68.5"
"IE";"80.1"
"IL";"81.5"
"IT";"82.2"
"JM";"74.9"
"JP";"83.0"
"JO";"73.4"
"KZ";"67.4"
"KE";"58.8"
"KI";"65.4"
"";"69.1"
"KR";"80.8"
"KW";"74.0"
"KG";"68.5"
"LA";"64.4"
"LV";"72.8"
"LB";"78.4"
"LS";"47.6"
"LR";"59.5"
"LY";"71.6"
"LI";"79.5"
"LT";"72.1"
"LU";"80.4"
"MG";"63.4"
"MW";"56.9"
"MY";"74.1"
"MV";"76.2"
"ML";"56.2"
"MT";"79.9"
"MR";"62.0"
"MU";"73.4"
"MX";"76.1"
"FM";"68.6"
"MD";"69.8"
"MN";"67.5"
"ME";"75.1"
"MA";"72.6"
"MZ";"53.3"
"MM";"65.0"
"NA";"62.6"
"NP";"68.0"
"NL";"80.8"
"NZ";"80.9"
"NI";"73.7"
"NE";"58.2"
"NG";"51.3"
"NO";"81.0"
"OM";"75.8"
"PK";"65.1"
"PW";"71.5"
"";"72.2"
"PA";"76.8"
"PG";"62.0"
"PY";"72.3"
"PE";"73.7"
"PH";"67.7"
"PL";"76.3"
"PT";"79.6"
"QA";"77.4"
"RO";"73.8"
"RU";"68.6"
"RW";"61.7"
"KN";"72.9"
"LC";"74.5"
"VC";"72.3"
"WS";"72.3"
"ST";"65.9"
"SA";"73.7"
"SN";"64.1"
"RS";"74.0"
"SC";"72.6"
"SL";"48.2"
"SG";"82.0"
"SK";"75.4"
"SI";"79.4"
"SB";"67.0"
"SO";"54.0"
"ZA";"54.5"
"SS";"53.7"
"ES";"81.8"
"LK";"74.4"
"SD";"62.1"
"SR";"70.3"
"SZ";"48.4"
"SE";"81.5"
"CH";"82.2"
"SY";"72.0"
"TJ";"68.4"
"TZ";"61.6"
"TH";"73.7"
"MK";"74.8"
"TL";"67.3"
"TG";"57.3"
"TO";"72.2"
"TT";"69.8"
"TN";"74.6"
"TR";"74.2"
"TM";"65.0"
"UG";"55.9"
"UA";"69.3"
"AE";"76.3"
"GB";"80.1"
"US";"78.5"
"UY";"76.6"
"UZ";"67.9"
"VU";"70.8"
"VE";"73.6"
"VN";"75.1"
"YE";"62.8"
"ZM";"56.4"
"ZW";"49.6"
