;indicadoressociais_11
"AF";"52.0"
"AL";"71.8"
"DZ";"67.5"
"AD";"77.0"
"AO";"41.5"
"AG";"72.0"
"AR";"72.3"
"AM";"68.2"
"AU";"77.6"
"AT";"76.2"
"AZ";"64.2"
"BS";"71.1"
"BH";"73.0"
"BD";"60.4"
"BB";"72.1"
"BY";"69.2"
"BE";"76.4"
"BZ";"70.3"
"BJ";"54.7"
"BT";"54.8"
"BO";"56.7"
"BA";"70.7"
"BW";"59.7"
"BR";"66.6"
"BN";"73.7"
"BG";"71.0"
"BF";"49.4"
"BI";"47.9"
"CV";"66.9"
"KH";"54.5"
"CM";"53.6"
"CA";"77.8"
"CF";"47.8"
"TD";"47.2"
"CL";"74.1"
"CN";"69.5"
"CO";"68.9"
"KM";"58.0"
"CG";"53.4"
"CD";"49.3"
"CR";"76.2"
"HR";"73.1"
"CU";"75.0"
"CY";"77.0"
"CZ";"72.5"
"CI";"51.0"
"DK";"75.3"
"DJ";"57.0"
"DM";"76.2"
"DO";"69.1"
"EC";"70.4"
"EG";"65.8"
"SV";"66.3"
"GQ";"49.5"
"ER";"50.7"
"EE";"68.6"
"ET";"48.3"
"FJ";"66.2"
"FI";"75.8"
"FR";"77.3"
"GA";"61.2"
"GM";"52.9"
"GE";"70.2"
"DE";"76.0"
"GH";"57.6"
"GR";"77.4"
"GD";"69.1"
"GT";"63.9"
"GN";"51.4"
"GW";"50.1"
"GY";"63.9"
"HT";"55.6"
"HN";"68.0"
"HK";"78.2"
"HU";"69.6"
"IS";"78.5"
"IN";"59.4"
"ID";"64.4"
"IR";"67.1"
"IQ";"67.7"
"IE";"75.3"
"IL";"77.2"
"IT";"77.5"
"JM";"72.0"
"JP";"79.6"
"JO";"70.5"
"KZ";"65.1"
"KE";"56.6"
"KI";"61.8"
"";"68.7"
"KR";"73.1"
"KW";"72.5"
"KG";"66.2"
"LA";"55.1"
"LV";"67.9"
"LB";"71.2"
"LS";"59.2"
"LR";"48.5"
"LY";"69.4"
"LI";"76.7"
"LT";"69.8"
"LU";"75.9"
"MG";"53.0"
"MW";"43.5"
"MY";"71.4"
"MV";"63.9"
"ML";"47.3"
"MT";"76.7"
"MR";"59.0"
"MU";"70.2"
"MX";"72.0"
"FM";"66.6"
"MD";"67.2"
"MN";"60.8"
"ME";"74.5"
"MA";"66.2"
"MZ";"44.7"
"MM";"59.8"
"NA";"61.0"
"NP";"56.9"
"NL";"77.3"
"NZ";"76.3"
"NI";"66.3"
"NE";"45.8"
"NG";"46.1"
"NO";"77.2"
"OM";"68.8"
"PK";"60.9"
"PW";"63.9"
"";"69.1"
"PA";"73.7"
"PG";"56.6"
"PY";"68.5"
"PE";"67.0"
"PH";"65.8"
"PL";"71.3"
"PT";"74.8"
"QA";"75.3"
"RO";"69.5"
"RU";"66.6"
"RW";"27.0"
"KN";"68.1"
"LC";"71.2"
"VC";"70.5"
"WS";"66.4"
"ST";"62.3"
"SA";"70.2"
"SN";"57.5"
"RS";"71.8"
"SC";"70.7"
"SL";"35.9"
"SG";"77.0"
"SK";"71.7"
"SI";"73.9"
"SB";"58.4"
"SO";"45.7"
"ZA";"62.2"
"SS";"45.6"
"ES";"77.5"
"LK";"69.6"
"SD";"56.1"
"SR";"67.6"
"SZ";"58.5"
"SE";"78.2"
"CH";"78.1"
"SY";"70.9"
"TJ";"62.3"
"TZ";"49.0"
"TH";"70.2"
"MK";"71.7"
"TL";"51.3"
"TG";"55.5"
"TO";"69.9"
"TT";"68.2"
"TN";"70.5"
"TR";"65.8"
"TM";"62.8"
"UG";"44.0"
"UA";"68.6"
"AE";"72.3"
"GB";"76.2"
"US";"75.7"
"UY";"73.2"
"UZ";"66.4"
"VU";"64.4"
"VE";"70.4"
"VN";"71.4"
"YE";"58.8"
"ZM";"42.6"
"ZW";"54.6"
