;indicadoressociais_11
"AF";"57.4"
"AL";"76.1"
"DZ";"72.5"
"AD";"80.3"
"AO";"49.0"
"AG";"74.7"
"AR";"74.9"
"AM";"73.7"
"AU";"81.1"
"AT";"79.7"
"AZ";"69.5"
"BS";"74.0"
"BH";"75.5"
"BD";"68.4"
"BB";"74.3"
"BY";"68.8"
"BE";"79.1"
"BZ";"69.2"
"BJ";"57.5"
"BT";"65.7"
"BO";"64.1"
"BA";"75.3"
"BW";"56.9"
"BR";"72.2"
"BN";"76.4"
"BG";"72.7"
"BF";"54.5"
"BI";"53.1"
"CV";"72.0"
"KH";"63.9"
"CM";"52.2"
"CA";"80.4"
"CF";"45.2"
"TD";"48.3"
"CL";"79.1"
"CN";"74.0"
"CO";"72.5"
"KM";"60.4"
"CG";"54.7"
"CD";"54.4"
"CR";"78.2"
"HR";"75.7"
"CU";"78.2"
"CY";"78.8"
"CZ";"76.4"
"CI";"48.2"
"DK";"78.2"
"DJ";"58.4"
"DM";"77.0"
"DO";"71.9"
"EC";"74.3"
"EG";"69.6"
"SV";"70.7"
"GQ";"54.0"
"ER";"59.2"
"EE";"73.1"
"ET";"57.3"
"FJ";"68.6"
"FI";"79.1"
"FR";"80.4"
"GA";"59.9"
"GM";"58.2"
"GE";"73.4"
"DE";"79.4"
"GH";"59.2"
"GR";"79.6"
"GD";"71.7"
"GT";"70.0"
"GN";"53.3"
"GW";"52.6"
"GY";"65.7"
"HT";"59.6"
"HN";"71.7"
"HK";"82.1"
"HU";"73.5"
"IS";"81.2"
"IN";"64.9"
"ID";"67.4"
"IR";"72.3"
"IQ";"68.2"
"IE";"79.0"
"IL";"80.4"
"IT";"81.1"
"JM";"73.7"
"JP";"82.4"
"JO";"72.8"
"KZ";"65.3"
"KE";"54.6"
"KI";"65.0"
"";"68.6"
"KR";"79.2"
"KW";"73.5"
"KG";"66.6"
"LA";"62.3"
"LV";"71.3"
"LB";"77.2"
"LS";"44.2"
"LR";"56.2"
"LY";"71.5"
"LI";"79.0"
"LT";"71.4"
"LU";"79.1"
"MG";"61.7"
"MW";"49.9"
"MY";"73.7"
"MV";"74.8"
"ML";"53.5"
"MT";"79.2"
"MR";"60.9"
"MU";"72.6"
"MX";"75.5"
"FM";"68.1"
"MD";"68.0"
"MN";"65.5"
"ME";"73.9"
"MA";"70.9"
"MZ";"51.2"
"MM";"63.9"
"NA";"57.4"
"NP";"66.1"
"NL";"79.7"
"NZ";"79.9"
"NI";"72.3"
"NE";"54.6"
"NG";"49.2"
"NO";"80.2"
"OM";"74.6"
"PK";"64.1"
"PW";"70.1"
"";"71.6"
"PA";"76.1"
"PG";"61.0"
"PY";"71.5"
"PE";"72.8"
"PH";"67.4"
"PL";"75.2"
"PT";"78.3"
"QA";"76.8"
"RO";"72.6"
"RU";"66.3"
"RW";"56.5"
"KN";"72.0"
"LC";"73.4"
"VC";"71.5"
"WS";"71.1"
"ST";"65.0"
"SA";"73.2"
"SN";"61.1"
"RS";"73.0"
"SC";"72.3"
"SL";"44.6"
"SG";"80.6"
"SK";"74.4"
"SI";"78.0"
"SB";"65.9"
"SO";"52.7"
"ZA";"51.7"
"SS";"51.6"
"ES";"80.7"
"LK";"74.1"
"SD";"60.3"
"SR";"69.1"
"SZ";"46.3"
"SE";"80.8"
"CH";"81.4"
"SY";"74.3"
"TJ";"66.4"
"TZ";"56.9"
"TH";"72.5"
"MK";"74.2"
"TL";"65.1"
"TG";"55.0"
"TO";"71.6"
"TT";"69.1"
"TN";"74.4"
"TR";"72.9"
"TM";"64.5"
"UG";"52.8"
"UA";"67.6"
"AE";"75.6"
"GB";"79.3"
"US";"77.8"
"UY";"76.0"
"UZ";"67.5"
"VU";"69.5"
"VE";"73.2"
"VN";"74.4"
"YE";"61.7"
"ZM";"51.0"
"ZW";"42.8"
