;indicadoressociais_11
"AF";"58.6"
"AL";"76.7"
"DZ";"73.5"
"AD";"80.7"
"AO";"50.3"
"AG";"75.2"
"AR";"75.4"
"AM";"74.2"
"AU";"81.6"
"AT";"80.4"
"AZ";"70.4"
"BS";"74.6"
"BH";"75.9"
"BD";"69.7"
"BB";"74.8"
"BY";"69.9"
"BE";"79.8"
"BZ";"69.6"
"BJ";"58.5"
"BT";"67.4"
"BO";"65.8"
"BA";"75.7"
"BW";"62.5"
"BR";"73.0"
"BN";"77.2"
"BG";"73.3"
"BF";"56.6"
"BI";"54.4"
"CV";"72.6"
"KH";"66.0"
"CM";"53.3"
"CA";"81.0"
"CF";"47.0"
"TD";"49.4"
"CL";"80.1"
"CN";"74.8"
"CO";"73.1"
"KM";"61.5"
"CG";"58.1"
"CD";"56.4"
"CR";"78.6"
"HR";"76.4"
"CU";"78.8"
"CY";"79.2"
"CZ";"77.3"
"CI";"49.7"
"DK";"79.0"
"DJ";"59.9"
"DM";"77.3"
"DO";"72.5"
"EC";"74.9"
"EG";"70.2"
"SV";"71.6"
"GQ";"55.4"
"ER";"60.9"
"EE";"74.7"
"ET";"60.4"
"FJ";"69.1"
"FI";"79.8"
"FR";"81.1"
"GA";"61.6"
"GM";"59.1"
"GE";"74.0"
"DE";"80.0"
"GH";"60.4"
"GR";"80.0"
"GD";"72.4"
"GT";"70.7"
"GN";"55.6"
"GW";"53.5"
"GY";"66.0"
"HT";"60.9"
"HN";"72.2"
"HK";"82.8"
"HU";"74.2"
"IS";"81.7"
"IN";"66.1"
"ID";"68.0"
"IR";"73.5"
"IQ";"68.3"
"IE";"79.9"
"IL";"81.2"
"IT";"81.9"
"JM";"74.6"
"JP";"82.8"
"JO";"73.2"
"KZ";"66.8"
"KE";"57.8"
"KI";"65.3"
"";"68.9"
"KR";"80.5"
"KW";"73.8"
"KG";"67.8"
"LA";"63.9"
"LV";"72.3"
"LB";"78.1"
"LS";"46.7"
"LR";"58.9"
"LY";"71.7"
"LI";"79.4"
"LT";"71.8"
"LU";"80.1"
"MG";"62.9"
"MW";"55.1"
"MY";"74.0"
"MV";"76.0"
"ML";"55.6"
"MT";"79.7"
"MR";"61.8"
"MU";"73.2"
"MX";"75.9"
"FM";"68.5"
"MD";"69.3"
"MN";"67.0"
"ME";"74.8"
"MA";"72.2"
"MZ";"52.8"
"MM";"64.7"
"NA";"61.5"
"NP";"67.5"
"NL";"80.6"
"NZ";"80.7"
"NI";"73.4"
"NE";"57.3"
"NG";"50.9"
"NO";"80.8"
"OM";"75.5"
"PK";"64.9"
"PW";"71.2"
"";"72.0"
"PA";"76.7"
"PG";"61.8"
"PY";"72.1"
"PE";"73.5"
"PH";"67.6"
"PL";"76.0"
"PT";"79.3"
"QA";"77.2"
"RO";"73.6"
"RU";"68.0"
"RW";"60.7"
"KN";"72.7"
"LC";"74.3"
"VC";"72.1"
"WS";"72.0"
"ST";"65.7"
"SA";"73.6"
"SN";"63.4"
"RS";"73.7"
"SC";"72.5"
"SL";"47.4"
"SG";"81.7"
"SK";"75.1"
"SI";"79.1"
"SB";"66.8"
"SO";"53.7"
"ZA";"53.6"
"SS";"53.1"
"ES";"81.5"
"LK";"74.3"
"SD";"61.6"
"SR";"70.1"
"SZ";"47.9"
"SE";"81.3"
"CH";"82.1"
"SY";"72.9"
"TJ";"68.0"
"TZ";"60.5"
"TH";"73.5"
"MK";"74.6"
"TL";"67.0"
"TG";"56.7"
"TO";"72.1"
"TT";"69.6"
"TN";"74.6"
"TR";"73.9"
"TM";"64.9"
"UG";"55.2"
"UA";"68.8"
"AE";"76.1"
"GB";"79.9"
"US";"78.4"
"UY";"76.4"
"UZ";"67.8"
"VU";"70.5"
"VE";"73.5"
"VN";"75.0"
"YE";"62.5"
"ZM";"55.3"
"ZW";"47.6"
