;populacao_3
"AF";"7809326"
"AL";"1587788"
"DZ";"13998607"
"AS";"25280"
"AD";"29556"
"AO";"7077583"
"AI";"4790"
"AG";"36782"
"AR";"17626210"
"AM";"1721339"
"AW";"38788"
"AU";"8983905"
"AT";"4117750"
"AZ";"3930723"
"BS";"139346"
"BH";"232275"
"BD";"56854444"
"BB";"136933"
"BY";"5403893"
"BE";"5185206"
"BZ";"100077"
"BJ";"2916760"
"BM";"32126"
"BT";"252090"
"BO";"3699012"
"BA";"2008182"
"BW";"777423"
"BR";"80632079"
"VG";"8784"
"BN";"137534"
"BG";"4320769"
"BF";"5010312"
"BI";"3014891"
"CV";"197214"
"KH";"5310690"
"CM";"6590464"
"CA";"14653516"
"KY";"15188"
"CF";"1662202"
"TD";"3405187"
"CL";"7132348"
"CN";"598074790"
"HK";"3011112"
"MO";"194160"
"TW";"10238753"
"CO";"18573684"
"KM";"230147"
"CG";"1364564"
"CK";"9164"
"CR";"1701856"
"CI";"6789483"
"HR";"2402942"
"CU";"5386363"
"CW";"76235"
"CY";"414160"
"CZ";"5327576"
"KP";"11062568"
"CD";"20354240"
"DK";"2637703"
"DJ";"309238"
"DM";"35894"
"DO";"3857825"
"EC";"5574331"
"EG";"31059316"
"SV";"2849170"
"GQ";"242071"
"ER";"1543300"
"EE";"781858"
"ET";"27792692"
"FO";"22357"
"FK";"1186"
"FJ";"376515"
"FI";"2616715"
"FR";"29564669"
"GF";"64148"
"PF";"101612"
"GA";"538321"
"GM";"517214"
"GE";"2680405"
"DE";"41727005"
"GH";"8068227"
"GI";"15444"
"GR";"5376756"
"GL";"25938"
"GD";"50232"
"GP";"204646"
"GU";"67993"
"GT";"5146112"
"GN";"3804744"
"GW";"569396"
"GY";"385331"
"HT";"3889040"
"VA";"401"
"HN";"2794129"
"HU";"5404866"
"IS";"132115"
"IN";"454374343"
"ID";"96859427"
"IR";"29396361"
"IQ";"9714435"
"IE";"1824553"
"IM";"36301"
"IL";"2610328"
"IT";"29440309"
"JM";"1271879"
"JP";"64001980"
"JO";"2094782"
"KZ";"8351075"
"KE";"13346871"
"KI";"38661"
"KW";"702272"
"KG";"2291586"
"LA";"2373948"
"LV";"1369011"
"LB";"1500483"
"LS";"888261"
"LR";"1011475"
"LY";"2308712"
"LI";"15544"
"LT";"1927662"
"LU";"204967"
"MG";"6552515"
"MW";"4962741"
"MY";"9812365"
"MV";"122384"
"ML";"4729295"
"MT";"190297"
"MH";"24725"
"MQ";"190857"
"MR";"1134586"
"MU";"558404"
"YT";"57785"
"MX";"46486388"
"FM";"222401"
"MC";"15828"
"MN";"1151972"
"ME";"311832"
"MS";"5377"
"MA";"13390820"
"MZ";"7962866"
"MM";"21789340"
"NA";"823024"
"NR";"4950"
"NP";"10348192"
"NL";"7759089"
"NC";"91114"
"NZ";"1837805"
"NI";"2281232"
"NE";"4661314"
"NG";"52323042"
"NU";"1079"
"MP";"26408"
"NO";"2194901"
"OM";"878495"
"PK";"57845161"
"PW";"7869"
"PA";"1329542"
"PG";"2346682"
"PY";"2299722"
"PE";"11816313"
"PH";"33806128"
"PL";"19709107"
"PT";"5233870"
"PR";"1891765"
"QA";"171479"
"KR";"22332998"
"MD";"2276910"
"RE";"337782"
"RO";"11748365"
"RU";"78783891"
"RW";"3084808"
"SH";"2673"
"KN";"21477"
"LC";"74033"
"PM";"3175"
"VC";"54054"
"WS";"80970"
"SM";"12822"
"ST";"62506"
"SA";"8113939"
"SN";"4281513"
"RS";"4999851"
"SC";"37721"
"SL";"2168483"
"SG";"1680927"
"SX";"15359"
"SK";"2751799"
"SI";"1028840"
"SB";"169888"
"SO";"3775831"
"ZA";"20956479"
"SS";"2730255"
"ES";"20297443"
"LK";"8998145"
"PS";"1234194"
"SD";"11637931"
"SR";"215181"
"SZ";"491540"
"SE";"4451175"
"CH";"3561798"
"SY";"6893691"
"TJ";"2849463"
"MK";"986814"
"TH";"29652478"
"TL";"423739"
"TG";"2105645"
"TK";"772"
"TO";"47257"
"TT";"627672"
"TN";"4445860"
"TR";"29173408"
"TM";"2089453"
"TC";"7173"
"TV";"4730"
"UG";"10050534"
"UA";"27306445"
"AE";"784908"
"GB";"29711957"
"TZ";"14693702"
"US";"133746420"
"VI";"54915"
"UY";"1650488"
"UZ";"11272501"
"VU";"79943"
"VE";"10789945"
"VN";"37501301"
"WF";"7105"
"EH";"118676"
"YE";"7268520"
"ZM";"4493200"
"ZW";"5623338"
