;populacao_3
"AF";"14005472"
"AL";"1465122"
"DZ";"17887241"
"AS";"27499"
"AD";"40539"
"AO";"11936012"
"AI";"6941"
"AG";"49287"
"AR";"21060099"
"AM";"1530958"
"AW";"53200"
"AU";"11058649"
"AT";"4311303"
"AZ";"4557375"
"BS";"184441"
"BH";"466813"
"BD";"75208038"
"BB";"145421"
"BY";"5069608"
"BE";"5566774"
"BZ";"160738"
"BJ";"4630420"
"BM";"33107"
"BT";"342031"
"BO";"4947772"
"BA";"1894073"
"BW";"1018675"
"BR";"99864355"
"VG";"13416"
"BN";"187995"
"BG";"3799445"
"BF";"7867592"
"BI";"4461967"
"CV";"252786"
"KH";"7338384"
"CM";"9985022"
"CA";"17216375"
"KY";"28321"
"CF";"2253891"
"TD";"5942189"
"CL";"8583039"
"CN";"659872868"
"HK";"3729032"
"MO";"279284"
"TW";"11471004"
"CO";"23277207"
"KM";"342069"
"CG";"2192709"
"CK";"9086"
"CR";"2268445"
"CI";"9992365"
"HR";"2243454"
"CU";"5655069"
"CW";"79864"
"CY";"557033"
"CZ";"5364879"
"KP";"12575133"
"CD";"32401848"
"DK";"2798566"
"DJ";"423588"
"DM";"35737"
"DO";"4957255"
"EC";"7462396"
"EG";"41641633"
"SV";"3246088"
"GQ";"434623"
"ER";"2193336"
"EE";"711747"
"ET";"43934519"
"FO";"23377"
"FK";"1451"
"FJ";"421032"
"FI";"2732453"
"FR";"32093432"
"GF";"117138"
"PF";"130823"
"GA";"803282"
"GM";"854116"
"GE";"2221534"
"DE";"41238351"
"GH";"12378251"
"GI";"16906"
"GR";"5803902"
"GL";"26615"
"GD";"52380"
"GP";"240469"
"GU";"78416"
"GT";"7444184"
"GN";"5394253"
"GW";"793189"
"GY";"373096"
"HT";"5056431"
"VA";"413"
"HN";"4111848"
"HU";"5217246"
"IS";"158960"
"IN";"592508747"
"ID";"120245778"
"IR";"36851012"
"IQ";"15213700"
"IE";"2321664"
"IM";"40778"
"IL";"3757868"
"IT";"30712878"
"JM";"1418292"
"JP";"65672569"
"JO";"3519460"
"KZ";"8471909"
"KE";"20796269"
"KI";"52117"
"KW";"1264497"
"KG";"2742637"
"LA";"3138888"
"LV";"1148578"
"LB";"2125452"
"LS";"1052151"
"LR";"1962749"
"LY";"3019589"
"LI";"18197"
"LT";"1685859"
"LU";"255593"
"MG";"10615345"
"MW";"7668292"
"MY";"13624432"
"MV";"164873"
"ML";"7544177"
"MT";"208949"
"MH";"25974"
"MQ";"212554"
"MR";"1797102"
"MU";"629375"
"YT";"106683"
"MX";"58930623"
"FM";"249452"
"MC";"18979"
"MN";"1366755"
"ME";"316672"
"MS";"2508"
"MA";"16436823"
"MZ";"12460012"
"MM";"25677919"
"NA";"1120726"
"NR";"5056"
"NP";"13841577"
"NL";"8398523"
"NC";"123692"
"NZ";"2224297"
"NI";"2910867"
"NE";"8215975"
"NG";"78374055"
"NU";"809"
"MP";"27789"
"NO";"2443436"
"OM";"1206907"
"PK";"82873404"
"PW";"9382"
"PA";"1813054"
"PG";"3493248"
"PY";"3059482"
"PE";"14697919"
"PH";"46416787"
"PL";"19794212"
"PT";"5552306"
"PR";"1930540"
"QA";"430199"
"KR";"24724347"
"MD";"2120759"
"RE";"428375"
"RO";"10516190"
"RU";"76765050"
"RW";"5229828"
"SH";"2047"
"KN";"25978"
"LC";"87890"
"PM";"3171"
"VC";"54112"
"WS";"90154"
"SM";"15761"
"ST";"87806"
"SA";"12025048"
"SN";"6592433"
"RS";"4613525"
"SC";"44262"
"SL";"3268921"
"SG";"2570470"
"SX";"17304"
"SK";"2782960"
"SI";"1033574"
"SB";"259625"
"SO";"6035996"
"ZA";"26255470"
"SS";"5034945"
"ES";"23655836"
"LK";"10369473"
"PS";"2004302"
"SD";"17232706"
"SR";"261538"
"SZ";"619534"
"SE";"4712987"
"CH";"3975943"
"SY";"10409563"
"TJ";"3790275"
"MK";"1036243"
"TH";"34271289"
"TL";"546157"
"TG";"3265860"
"TK";"588"
"TO";"51981"
"TT";"670815"
"TN";"5363833"
"TR";"36762714"
"TM";"2584695"
"TC";"15398"
"TV";"5402"
"UG";"17074599"
"UA";"24655899"
"AE";"2109193"
"GB";"32207098"
"TZ";"23349004"
"US";"156193735"
"VI";"55348"
"UY";"1747221"
"UZ";"14378270"
"VU";"116340"
"VE";"14537620"
"VN";"44789442"
"WF";"6789"
"EH";"227389"
"YE";"11678403"
"ZM";"6985740"
"ZW";"7227116"
