;populacao_3
"AF";"14912657"
"AL";"1451041"
"DZ";"18604407"
"AS";"27382"
"AD";"39900"
"AO";"12809783"
"AI";"7121"
"AG";"50382"
"AR";"21503822"
"AM";"1532010"
"AW";"53704"
"AU";"11422100"
"AT";"4359309"
"AZ";"4665498"
"BS";"190064"
"BH";"493538"
"BD";"77081978"
"BB";"146539"
"BY";"5068963"
"BE";"5641321"
"BZ";"168540"
"BJ";"4890851"
"BM";"32739"
"BT";"353192"
"BO";"5109148"
"BA";"1857063"
"BW";"1056497"
"BR";"101839635"
"VG";"14089"
"BN";"193318"
"BG";"3752401"
"BF";"8339498"
"BI";"4742059"
"CV";"258118"
"KH";"7573045"
"CM";"10538236"
"CA";"17586607"
"KY";"29352"
"CF";"2275216"
"TD";"6348693"
"CL";"8740855"
"CN";"667061696"
"HK";"3794463"
"MO";"292418"
"TW";"11585565"
"CO";"23779764"
"KM";"358914"
"CG";"2315740"
"CK";"8830"
"CR";"2323842"
"CI";"10513553"
"HR";"2226927"
"CU";"5682666"
"CW";"82995"
"CY";"568314"
"CZ";"5385092"
"KP";"12705155"
"CD";"34614551"
"DK";"2823965"
"DJ";"438643"
"DM";"36016"
"DO";"5089614"
"EC";"7707304"
"EG";"43449815"
"SV";"3284056"
"GQ";"470327"
"ER";"2277592"
"EE";"706924"
"ET";"46302530"
"FO";"23448"
"FK";"1455"
"FJ";"428230"
"FI";"2753662"
"FR";"32393559"
"GF";"123651"
"PF";"132897"
"GA";"856432"
"GM";"909842"
"GE";"2151881"
"DE";"41272500"
"GH";"12979925"
"GI";"17089"
"GR";"5773687"
"GL";"26588"
"GD";"52693"
"GP";"242102"
"GU";"78776"
"GT";"7765246"
"GN";"5634262"
"GW";"834093"
"GY";"375608"
"HT";"5201522"
"VA";"414"
"HN";"4266678"
"HU";"5184093"
"IS";"161737"
"IN";"608038154"
"ID";"123391187"
"IR";"37890620"
"IQ";"16203294"
"IE";"2352108"
"IM";"41358"
"IL";"3890676"
"IT";"30705626"
"JM";"1428582"
"JP";"65640151"
"JO";"3930600"
"KZ";"8733830"
"KE";"21951356"
"KI";"54107"
"KW";"1440452"
"KG";"2826729"
"LA";"3220746"
"LV";"1119502"
"LB";"2425731"
"LS";"1077145"
"LR";"2076615"
"LY";"3049004"
"LI";"18443"
"LT";"1640200"
"LU";"266731"
"MG";"11211559"
"MW";"8133136"
"MY";"14110891"
"MV";"171474"
"ML";"8006035"
"MT";"210709"
"MH";"26103"
"MQ";"211426"
"MR";"1904645"
"MU";"632128"
"YT";"112886"
"MX";"60682809"
"FM";"251699"
"MC";"19333"
"MN";"1419132"
"ME";"317540"
"MS";"2541"
"MA";"16884835"
"MZ";"13185662"
"MM";"26098318"
"NA";"1166461"
"NR";"5290"
"NP";"14213343"
"NL";"8448808"
"NC";"127371"
"NZ";"2272312"
"NI";"2981512"
"NE";"8860638"
"NG";"82631480"
"NU";"802"
"MP";"27320"
"NO";"2498747"
"OM";"1303082"
"PK";"86491693"
"PW";"9518"
"PA";"1879061"
"PG";"3651252"
"PY";"3141753"
"PE";"15091928"
"PH";"47984370"
"PL";"19798890"
"PT";"5540255"
"PR";"1920347"
"QA";"505494"
"KR";"24934656"
"MD";"2114553"
"RE";"435786"
"RO";"10387284"
"RU";"76881811"
"RW";"5503336"
"SH";"2019"
"KN";"26522"
"LC";"89064"
"PM";"3167"
"VC";"54141"
"WS";"91631"
"SM";"16182"
"ST";"91861"
"SA";"12700558"
"SN";"6989327"
"RS";"4577053"
"SC";"45242"
"SL";"3421750"
"SG";"2670350"
"SX";"18331"
"SK";"2787364"
"SI";"1039000"
"SB";"271367"
"SO";"6398383"
"ZA";"26971264"
"SS";"5406540"
"ES";"23751460"
"LK";"10531159"
"PS";"2116717"
"SD";"18036251"
"SR";"267153"
"SZ";"642930"
"SE";"4781487"
"CH";"4068182"
"SY";"10114000"
"TJ";"3968903"
"MK";"1037619"
"TH";"34643546"
"TL";"569271"
"TG";"3443312"
"TK";"607"
"TO";"52369"
"TT";"678293"
"TN";"5497440"
"TR";"37907598"
"TM";"2675572"
"TC";"16123"
"TV";"5485"
"UG";"18265631"
"UA";"24418272"
"AE";"2287859"
"GB";"32645072"
"TZ";"24848571"
"US";"158478545"
"VI";"55140"
"UY";"1758490"
"UZ";"14837554"
"VU";"121989"
"VE";"14986917"
"VN";"45752282"
"WF";"6518"
"EH";"234995"
"YE";"12322345"
"ZM";"7410742"
"ZW";"7551265"
