;populacao_3
"AF";"22321029"
"AL";"1462043"
"DZ";"23937849"
"AS";"28797"
"AD";"38864"
"AO";"22071691"
"AI";"7979"
"AG";"59037"
"AR";"24959805"
"AM";"1541920"
"AW";"57521"
"AU";"14046309"
"AT";"4527911"
"AZ";"5334347"
"BS";"222933"
"BH";"720870"
"BD";"91703585"
"BB";"151959"
"BY";"4921574"
"BE";"6015060"
"BZ";"235415"
"BJ";"7619377"
"BM";"30816"
"BT";"430850"
"BO";"6506560"
"BA";"1734751"
"BW";"1395536"
"BR";"114577030"
"VG";"17625"
"BN";"236877"
"BG";"3329546"
"BF";"13293506"
"BI";"7792201"
"CV";"314319"
"KH";"9512581"
"CM";"16086471"
"CA";"20284903"
"KY";"36084"
"CF";"3035729"
"TD";"10437092"
"CL";"9837165"
"CN";"699353336"
"HK";"4338148"
"MO";"382701"
"TW";"12212843"
"CO";"26981941"
"KM";"516715"
"CG";"3568386"
"CK";"8806"
"CR";"2697047"
"CI";"16212017"
"HR";"2021570"
"CU";"5756503"
"CW";"91925"
"CY";"637820"
"CZ";"5354008"
"KP";"13635585"
"CD";"58575796"
"DK";"3018810"
"DJ";"559666"
"DM";"38700"
"DO";"6052661"
"EC";"9692635"
"EG";"58452846"
"SV";"3601908"
"GQ";"816790"
"ER";"3278764"
"EE";"662360"
"ET";"68527823"
"FO";"25262"
"FK";"1488"
"FJ";"480357"
"FI";"2887379"
"FR";"34339817"
"GF";"185738"
"PF";"150717"
"GA";"1247303"
"GM";"1477985"
"GE";"1969276"
"DE";"41542651"
"GH";"18297619"
"GI";"18029"
"GR";"5482816"
"GL";"27902"
"GD";"55541"
"GP";"241387"
"GU";"89073"
"GT";"10582370"
"GN";"8569308"
"GW";"1235564"
"GY";"404095"
"HT";"6301372"
"VA";"434"
"HN";"5521261"
"HU";"4842224"
"IS";"180596"
"IN";"725887871"
"ID";"146482748"
"IR";"44123869"
"IQ";"25664762"
"IE";"2611473"
"IM";"45473"
"IL";"4922803"
"IT";"29665623"
"JM";"1477767"
"JP";"62687612"
"JO";"5399475"
"KZ";"10421288"
"KE";"32967549"
"KI";"70940"
"KW";"2084679"
"KG";"3506784"
"LA";"3982955"
"LV";"945553"
"LB";"2674437"
"LS";"1316362"
"LR";"3133478"
"LY";"3631991"
"LI";"20581"
"LT";"1467239"
"LU";"331776"
"MG";"17403285"
"MW";"13024239"
"MY";"17805442"
"MV";"218363"
"ML";"13096271"
"MT";"218391"
"MH";"27503"
"MQ";"210091"
"MR";"2941768"
"MU";"656201"
"YT";"170486"
"MX";"73472788"
"FM";"290710"
"MC";"21071"
"MN";"1796536"
"ME";"316562"
"MS";"2747"
"MA";"20416723"
"MZ";"21006918"
"MM";"29988474"
"NA";"1629284"
"NR";"5807"
"NP";"16852107"
"NL";"8793812"
"NC";"158846"
"NZ";"2631391"
"NI";"3539331"
"NE";"16747779"
"NG";"126949808"
"NU";"839"
"MP";"29244"
"NO";"2904834"
"OM";"2022672"
"PK";"117255225"
"PW";"11452"
"PA";"2415865"
"PG";"5069864"
"PY";"3846800"
"PE";"18283950"
"PH";"61881921"
"PL";"19039939"
"PT";"5191995"
"PR";"1864852"
"QA";"866401"
"KR";"26369599"
"MD";"2028335"
"RE";"491257"
"RO";"9568106"
"RU";"75620231"
"RW";"8001568"
"SH";"2157"
"KN";"30449"
"LC";"95316"
"PM";"3470"
"VC";"55867"
"WS";"101845"
"SM";"17700"
"ST";"132049"
"SA";"16918498"
"SN";"10939235"
"RS";"4295138"
"SC";"50133"
"SL";"4809444"
"SG";"3192375"
"SX";"23758"
"SK";"2777055"
"SI";"1034300"
"SB";"373747"
"SO";"10509414"
"ZA";"32656846"
"SS";"8401706"
"ES";"23547459"
"LK";"11245859"
"PS";"3252054"
"SD";"26802295"
"SR";"307329"
"SZ";"849568"
"SE";"5299715"
"CH";"4604688"
"SY";"13002177"
"TJ";"5513773"
"MK";"1041779"
"TH";"35939078"
"TL";"822203"
"TG";"5150582"
"TK";"735"
"TO";"59649"
"TT";"706255"
"TN";"6456387"
"TR";"44676405"
"TM";"3409544"
"TC";"20677"
"TV";"6445"
"UG";"31122619"
"UA";"22273950"
"AE";"3398882"
"GB";"35425428"
"TZ";"40993274"
"US";"177620036"
"VI";"53690"
"UY";"1842752"
"UZ";"18270136"
"VU";"172699"
"VE";"18399772"
"VN";"53434921"
"WF";"5854"
"EH";"347963"
"YE";"17932128"
"ZM";"12181112"
"ZW";"10776603"
