;populacao_3
"AF";"35584042"
"AL";"820645"
"DZ";"30840489"
"AS";"20665"
"AD";"32305"
"AO";"87491125"
"AI";"6233"
"AG";"62255"
"AR";"29138696"
"AM";"948451"
"AW";"48136"
"AU";"20923936"
"AT";"4100509"
"AZ";"4774002"
"BS";"233325"
"BH";"933647"
"BD";"87118467"
"BB";"130565"
"BY";"3867800"
"BE";"6511918"
"BZ";"350290"
"BJ";"22283748"
"BM";"20925"
"BT";"428891"
"BO";"8979089"
"BA";"1107475"
"BW";"1921684"
"BR";"96835213"
"VG";"18200"
"BN";"240416"
"BG";"1897162"
"BF";"40736569"
"BI";"27467600"
"CV";"359772"
"KH";"11569620"
"CM";"45926399"
"CA";"25729425"
"KY";"49322"
"CF";"7152933"
"TD";"31141270"
"CL";"9369956"
"CN";"494204357"
"HK";"4176346"
"MO";"529949"
"TW";"8565508"
"CO";"22749350"
"KM";"1090582"
"CG";"11739360"
"CK";"7735"
"CR";"2520556"
"CI";"52153052"
"HR";"1265854"
"CU";"4027632"
"CW";"94285"
"CY";"653486"
"CZ";"4433917"
"KP";"11892286"
"CD";"190500318"
"DK";"3376957"
"DJ";"652392"
"DM";"28908"
"DO";"6106525"
"EC";"12147945"
"EG";"98458779"
"SV";"2807619"
"GQ";"2337043"
"ER";"7339020"
"EE";"453724"
"ET";"125815304"
"FO";"28668"
"FK";"1301"
"FJ";"427399"
"FI";"3055412"
"FR";"37450238"
"GF";"433445"
"PF";"145361"
"GA";"2510649"
"GM";"3670604"
"GE";"1287296"
"DE";"35504578"
"GH";"38485007"
"GI";"18482"
"GR";"3728442"
"GL";"22313"
"GD";"34930"
"GP";"178042"
"GU";"88085"
"GT";"16036218"
"GN";"24155759"
"GW";"2999746"
"GY";"297142"
"HT";"6713955"
"VA";"410"
"HN";"6728440"
"HU";"3205441"
"IS";"189440"
"IN";"753031434"
"ID";"155317545"
"IR";"35970903"
"IQ";"76318525"
"IE";"3173115"
"IM";"52050"
"IL";"8428303"
"IT";"24046179"
"JM";"717549"
"JP";"43159132"
"JO";"8531571"
"KZ";"13039697"
"KE";"71561531"
"KI";"124391"
"KW";"2871520"
"KG";"4447572"
"LA";"4152084"
"LV";"584831"
"LB";"2168589"
"LS";"1986973"
"LR";"8763254"
"LY";"3747691"
"LI";"23085"
"LT";"971746"
"LU";"498551"
"MG";"48854749"
"MW";"37852918"
"MY";"20704052"
"MV";"230563"
"ML";"41545602"
"MT";"173846"
"MH";"35501"
"MQ";"149001"
"MR";"7783598"
"MU";"472928"
"YT";"374030"
"MX";"75716357"
"FM";"340624"
"MC";"30012"
"MN";"2306692"
"ME";"223581"
"MS";"2410"
"MA";"21793477"
"MZ";"67713198"
"MM";"28677788"
"NA";"2952453"
"NR";"4810"
"NP";"14517340"
"NL";"8182236"
"NC";"218304"
"NZ";"3076586"
"NI";"3543429"
"NE";"94493971"
"NG";"393183972"
"NU";"883"
"MP";"17664"
"NO";"3952948"
"OM";"2903320"
"PK";"175514471"
"PW";"14144"
"PA";"3271504"
"PG";"9498073"
"PY";"4325903"
"PE";"20378205"
"PH";"87696447"
"PL";"10826504"
"PT";"3305964"
"PR";"1037629"
"QA";"1458104"
"KR";"19577877"
"MD";"1004311"
"RE";"481124"
"RO";"6063706"
"RU";"63364530"
"RW";"14371688"
"SH";"1823"
"KN";"27932"
"LC";"65171"
"PM";"3642"
"VC";"39523"
"WS";"129149"
"SM";"16463"
"ST";"308979"
"SA";"21044467"
"SN";"32311036"
"RS";"2728822"
"SC";"40566"
"SL";"8435412"
"SG";"2739087"
"SX";"31362"
"SK";"1930409"
"SI";"834484"
"SB";"716427"
"SO";"39703862"
"ZA";"39241238"
"SS";"21482522"
"ES";"18780773"
"LK";"7920237"
"PS";"7425311"
"SD";"69673631"
"SR";"292351"
"SZ";"1268522"
"SE";"6619672"
"CH";"5265012"
"SY";"19221336"
"TJ";"9434472"
"MK";"727785"
"TH";"24098275"
"TL";"1899586"
"TG";"12809946"
"TK";"770"
"TO";"77865"
"TT";"508795"
"TN";"6594618"
"TR";"43471799"
"TM";"4300867"
"TC";"26270"
"TV";"9042"
"UG";"106261998"
"UA";"14348285"
"AE";"6058166"
"GB";"40094884"
"TZ";"150922198"
"US";"222133772"
"VI";"27678"
"UY";"1630917"
"UZ";"19138583"
"VU";"334155"
"VE";"21070159"
"VN";"54590635"
"WF";"4651"
"EH";"636914"
"YE";"27390639"
"ZM";"46889682"
"ZW";"20733089"
