;populacao_3
"AF";"15881092"
"AL";"1447346"
"DZ";"19365040"
"AS";"27556"
"AD";"38714"
"AO";"13731368"
"AI";"7285"
"AG";"51449"
"AR";"21951993"
"AM";"1541733"
"AW";"54419"
"AU";"11768195"
"AT";"4410524"
"AZ";"4777591"
"BS";"195147"
"BH";"513088"
"BD";"78946135"
"BB";"147552"
"BY";"5073236"
"BE";"5708716"
"BZ";"176267"
"BJ";"5163871"
"BM";"32320"
"BT";"363792"
"BO";"5272023"
"BA";"1815704"
"BW";"1096969"
"BR";"103757887"
"VG";"14649"
"BN";"199454"
"BG";"3709365"
"BF";"8835376"
"BI";"5029634"
"CV";"264331"
"KH";"7823845"
"CM";"11114755"
"CA";"17943945"
"KY";"30202"
"CF";"2288171"
"TD";"6779131"
"CL";"8892194"
"CN";"674018097"
"HK";"3860308"
"MO";"306327"
"TW";"11689095"
"CO";"24256046"
"KM";"376436"
"CG";"2434474"
"CK";"8629"
"CR";"2376652"
"CI";"11084145"
"HR";"2206419"
"CU";"5714207"
"CW";"84933"
"CY";"575638"
"CZ";"5390939"
"KP";"12835328"
"CD";"36971102"
"DK";"2848260"
"DJ";"454195"
"DM";"36372"
"DO";"5219014"
"EC";"7951444"
"EG";"45405153"
"SV";"3322779"
"GQ";"507813"
"ER";"2369214"
"EE";"702317"
"ET";"48760602"
"FO";"23559"
"FK";"1471"
"FJ";"435004"
"FI";"2774456"
"FR";"32657780"
"GF";"130812"
"PF";"134937"
"GA";"912252"
"GM";"968408"
"GE";"2088042"
"DE";"41435225"
"GH";"13562837"
"GI";"17274"
"GR";"5717465"
"GL";"26603"
"GD";"53042"
"GP";"241635"
"GU";"79355"
"GT";"8092463"
"GN";"5891447"
"GW";"877835"
"GY";"379484"
"HT";"5343655"
"VA";"416"
"HN";"4418007"
"HU";"5150938"
"IS";"163559"
"IN";"623063361"
"ID";"126574771"
"IR";"38923853"
"IQ";"17296179"
"IE";"2360745"
"IM";"41863"
"IL";"4006179"
"IT";"30601279"
"JM";"1438192"
"JP";"65531490"
"JO";"4342549"
"KZ";"9021159"
"KE";"23148906"
"KI";"56023"
"KW";"1608468"
"KG";"2913051"
"LA";"3299582"
"LV";"1091248"
"LB";"2783141"
"LS";"1105440"
"LR";"2178347"
"LY";"3066181"
"LI";"18712"
"LT";"1598437"
"LU";"277522"
"MG";"11831161"
"MW";"8618832"
"MY";"14607025"
"MV";"178364"
"ML";"8481738"
"MT";"212364"
"MH";"26216"
"MQ";"210165"
"MR";"2018407"
"MU";"634282"
"YT";"118994"
"MX";"62378594"
"FM";"255379"
"MC";"19515"
"MN";"1475578"
"ME";"318121"
"MS";"2579"
"MA";"17350960"
"MZ";"13951847"
"MM";"26568566"
"NA";"1219634"
"NR";"5586"
"NP";"14578838"
"NL";"8495950"
"NC";"131323"
"NZ";"2321570"
"NI";"3049991"
"NE";"9560030"
"NG";"87106365"
"NU";"804"
"MP";"27747"
"NO";"2555592"
"OM";"1419520"
"PK";"90223241"
"PW";"9677"
"PA";"1945798"
"PG";"3810523"
"PY";"3227024"
"PE";"15500875"
"PH";"49648307"
"PL";"19793092"
"PT";"5503159"
"PR";"1911673"
"QA";"579160"
"KR";"25160530"
"MD";"2113700"
"RE";"442065"
"RO";"10290806"
"RU";"76998326"
"RW";"5784481"
"SH";"1994"
"KN";"27089"
"LC";"89958"
"PM";"3172"
"VC";"54168"
"WS";"93107"
"SM";"16575"
"ST";"96049"
"SA";"13370865"
"SN";"7410635"
"RS";"4541909"
"SC";"46686"
"SL";"3577090"
"SG";"2758249"
"SX";"19620"
"SK";"2793134"
"SI";"1043763"
"SB";"283023"
"SO";"6779288"
"ZA";"27756084"
"SS";"5758619"
"ES";"23664174"
"LK";"10672618"
"PS";"2236212"
"SD";"18894841"
"SR";"272708"
"SZ";"667385"
"SE";"4849535"
"CH";"4160436"
"SY";"9493706"
"TJ";"4156506"
"MK";"1038993"
"TH";"34985134"
"TL";"596900"
"TG";"3627475"
"TK";"636"
"TO";"52756"
"TT";"685692"
"TN";"5635331"
"TR";"39150627"
"TM";"2775288"
"TC";"16796"
"TV";"5572"
"UG";"19527300"
"UA";"24150046"
"AE";"2400875"
"GB";"32991783"
"TZ";"26429369"
"US";"160590970"
"VI";"54947"
"UY";"1769485"
"UZ";"15308128"
"VU";"127704"
"VE";"15426871"
"VN";"46780670"
"WF";"6278"
"EH";"244417"
"YE";"12983529"
"ZM";"7871669"
"ZW";"7912706"
