;economia_24
"AF";"2.9"
"AL";"2.5"
"DZ";"3.6"
"AD";"6.2"
"AO";"2.1"
"AG";"3.9"
"AR";"4.2"
"AM";"1.9"
"AU";"6.1"
"AT";"8.4"
"AZ";"1.2"
"BS";"3.5"
"BH";"2.6"
"BD";"1.1"
"BB";"4.0"
"BY";"4.3"
"BE";"7.9"
"BZ";"3.9"
"BJ";"2.7"
"BT";"4.5"
"BO";"3.7"
"BA";"6.8"
"BW";"3.5"
"BR";"3.8"
"BN";"2.5"
"BG";"4.0"
"BF";"4.0"
"BI";"5.5"
"CV";"3.4"
"KH";"1.4"
"CM";"1.5"
"CA";"7.9"
"CF";"2.0"
"TD";"1.2"
"CL";"3.3"
"CN";"2.7"
"CO";"5.0"
"KM";"1.5"
"CG";"1.4"
"CD";"1.1"
"CR";"7.1"
"HR";"7.1"
"CU";"9.7"
"CY";"3.4"
"CZ";"6.2"
"CI";"1.7"
"DK";"9.4"
"DJ";"5.2"
"DM";"4.0"
"DO";"2.3"
"EC";"2.5"
"EG";"1.9"
"SV";"4.3"
"GQ";"3.1"
"ER";"1.4"
"EE";"4.9"
"ET";"3.7"
"FJ";"3.0"
"FI";"6.7"
"FR";"8.7"
"GA";"2.4"
"GM";"3.4"
"GE";"2.3"
"DE";"8.6"
"GH";"3.8"
"GR";"6.2"
"GD";"3.1"
"GT";"2.4"
"GN";"2.0"
"GW";"1.8"
"GY";"4.5"
"HT";"1.4"
"HN";"4.2"
"HU";"5.1"
"IS";"7.1"
"IN";"1.2"
"ID";"1.0"
"IR";"2.7"
"IQ";"2.8"
"IE";"6.1"
"IL";"4.6"
"IT";"7.3"
"JM";"3.0"
"JP";"7.9"
"JO";"5.9"
"KZ";"2.5"
"KE";"1.4"
"KI";"8.7"
"KR";"3.9"
"KW";"2.3"
"KG";"3.7"
"LA";"1.3"
"LV";"3.9"
"LB";"2.7"
"LS";"8.1"
"LR";"2.7"
"LY";"2.1"
"LT";"5.0"
"LU";"6.6"
"MG";"2.6"
"MW";"6.3"
"MY";"2.3"
"MV";"5.3"
"ML";"2.8"
"MT";"5.2"
"MH";"14.4"
"MR";"1.5"
"MU";"2.6"
"MX";"3.1"
"FM";"12.6"
"MD";"5.6"
"MC";"3.9"
"MN";"2.7"
"ME";"4.2"
"MA";"2.1"
"MZ";"3.0"
"MM";"0.3"
"NA";"4.6"
"NR";"8.5"
"NP";"2.9"
"NL";"9.1"
"NZ";"9.3"
"NI";"4.3"
"NE";"2.2"
"NG";"0.9"
"NO";"7.8"
"OM";"2.3"
"PK";"1.0"
"PW";"7.6"
"PA";"5.7"
"PG";"3.2"
"PY";"3.4"
"PE";"2.8"
"PH";"1.6"
"PL";"4.9"
"PT";"7.2"
"QA";"1.6"
"RO";"4.7"
"RU";"3.7"
"RW";"2.9"
"KN";"2.5"
"LC";"4.0"
"VC";"3.9"
"WS";"5.0"
"SM";"4.6"
"ST";"2.5"
"SA";"2.3"
"SN";"2.4"
"RS";"6.2"
"SC";"3.2"
"SL";"2.4"
"SG";"1.4"
"SK";"5.8"
"SI";"6.7"
"SB";"7.0"
"ZA";"4.0"
"SS";"99999999999998"
"ES";"7.2"
"LK";"1.6"
"SD";"2.7"
"SR";"2.9"
"SZ";"6.0"
"SE";"7.7"
"CH";"7.1"
"SY";"1.5"
"TJ";"1.6"
"TZ";"2.1"
"TH";"4.4"
"MK";"4.3"
"TL";"0.8"
"TG";"1.9"
"TO";"3.7"
"TT";"3.0"
"TN";"3.8"
"TR";"4.4"
"TM";"1.2"
"TV";"16.6"
"UG";"3.1"
"UA";"4.4"
"AE";"2.8"
"GB";"7.9"
"US";"8.1"
"UY";"5.4"
"UZ";"2.8"
"VU";"4.2"
"VE";"2.1"
"VN";"3.0"
"YE";"1.3"
"ZM";"2.3"
"ZW";"1.7"
