;economia_24
"AF";"0.8"
"AL";"2.7"
"DZ";"2.3"
"AD";"3.5"
"AO";"2.0"
"AG";"3.0"
"AR";"3.7"
"AM";"1.9"
"AU";"5.7"
"AT";"7.8"
"AZ";"0.9"
"BS";"2.6"
"BH";"2.2"
"BD";"1.0"
"BB";"3.5"
"BY";"5.0"
"BE";"7.1"
"BZ";"2.6"
"BJ";"2.4"
"BT";"4.2"
"BO";"3.9"
"BA";"4.9"
"BW";"4.1"
"BR";"3.4"
"BN";"2.2"
"BG";"4.3"
"BF";"4.1"
"BI";"2.9"
"CV";"3.6"
"KH";"1.6"
"CM";"1.1"
"CA";"6.7"
"CF";"2.1"
"TD";"1.6"
"CL";"2.5"
"CN";"1.8"
"CO";"4.3"
"KM";"2.3"
"CG";"1.4"
"CD";"0.8"
"CR";"5.5"
"HR";"5.9"
"CU";"8.7"
"CY";"2.7"
"CZ";"6.1"
"CI";"1.3"
"DK";"8.3"
"DJ";"4.9"
"DM";"3.0"
"DO";"1.5"
"EC";"1.3"
"EG";"2.0"
"SV";"3.8"
"GQ";"0.9"
"ER";"1.1"
"EE";"3.9"
"ET";"2.6"
"FJ";"2.9"
"FI";"6.2"
"FR";"8.3"
"GA";"1.1"
"GM";"2.9"
"GE";"1.6"
"DE";"8.0"
"GH";"2.9"
"GR";"5.6"
"GD";"2.9"
"GT";"2.2"
"GN";"0.6"
"GW";"1.1"
"GY";"4.4"
"HT";"0.9"
"HN";"3.9"
"HU";"5.8"
"IS";"7.5"
"IN";"1.1"
"ID";"0.8"
"IR";"2.3"
"IQ";"2.8"
"IE";"5.5"
"IL";"4.4"
"IT";"6.6"
"JM";"2.0"
"JP";"6.7"
"JO";"4.8"
"KZ";"2.5"
"KE";"1.8"
"KI";"9.5"
"KR";"2.8"
"KW";"1.9"
"KG";"2.4"
"LA";"0.7"
"LV";"3.6"
"LB";"3.7"
"LS";"3.3"
"LR";"1.6"
"LY";"1.7"
"LT";"4.0"
"LU";"6.7"
"MG";"2.6"
"MW";"6.1"
"MY";"1.7"
"MV";"7.1"
"ML";"3.0"
"MT";"6.0"
"MH";"14.7"
"MR";"2.0"
"MU";"2.2"
"MX";"2.6"
"FM";"11.3"
"MD";"4.2"
"MC";"3.5"
"MN";"2.5"
"ME";"6.0"
"MA";"1.4"
"MZ";"4.3"
"MM";"0.2"
"NA";"3.6"
"NR";"11.6"
"NP";"1.6"
"NL";"6.7"
"NZ";"6.6"
"NI";"3.5"
"NE";"3.0"
"NG";"1.2"
"NO";"7.4"
"OM";"2.1"
"PK";"0.7"
"PW";"5.9"
"PA";"5.2"
"PG";"5.5"
"PY";"2.4"
"PE";"2.7"
"PH";"1.5"
"PL";"4.3"
"PT";"7.0"
"QA";"2.5"
"RO";"4.4"
"RU";"3.2"
"RW";"3.2"
"KN";"1.9"
"LC";"2.9"
"VC";"3.0"
"WS";"3.6"
"SM";"3.8"
"ST";"5.3"
"SA";"2.5"
"SN";"3.0"
"RS";"5.7"
"SC";"3.6"
"SL";"2.7"
"SG";"1.0"
"SK";"5.2"
"SI";"6.2"
"SB";"7.4"
"ZA";"3.3"
"SS";"99999999999998"
"ES";"5.9"
"LK";"1.9"
"SD";"1.1"
"SR";"3.5"
"SZ";"4.6"
"SE";"7.4"
"CH";"6.5"
"SY";"2.1"
"TJ";"1.1"
"TZ";"3.0"
"TH";"3.4"
"MK";"4.8"
"TL";"0.6"
"TG";"1.9"
"TO";"5.7"
"TT";"2.6"
"TN";"2.9"
"TR";"3.7"
"TM";"2.0"
"TV";"18.2"
"UG";"2.4"
"UA";"3.8"
"AE";"1.4"
"GB";"6.7"
"US";"6.7"
"UY";"7.1"
"UZ";"2.3"
"VU";"3.3"
"VE";"2.2"
"VN";"1.4"
"YE";"1.6"
"ZM";"4.0"
"ZW";"2.7"
