;redes_29
"AF";"0.870"
"AL";"35.360"
"DZ";"4.470"
"AS";"3.550"
"AD";"70.910"
"AO";"1.920"
"AI";"36.830"
"AG";"52.810"
"AR";"20.470"
"AM";"3.790"
"AW";"72.100"
"AU";"72.840"
"AT";"88.970"
"AZ";"12.640"
"BS";"38.710"
"BH";"56.900"
"BD";"0.980"
"BB";"51.420"
"BY";"11.480"
"BE";"82.600"
"BZ";"22.440"
"BJ";"3.140"
"BM";"61.660"
"BT";"0.360"
"BO";"14.520"
"BA";"28.440"
"BW";"24.660"
"BR";"25.410"
"VG";"99999999999998"
"BN";"50.190"
"BG";"44.860"
"BF";"1.880"
"BI";"0.920"
"KH";"3.880"
"CM";"6.520"
"CA";"42.020"
"CV";"11.590"
"KY";"45.710"
"CF";"1.000"
"TD";"0.690"
"CL";"46.000"
"CN";"20.660"
"CO";"14.680"
"KM";"0.340"
"CD";"2.430"
"CG";"9.420"
"CK";"17.670"
"CR";"18.860"
"CI";"7.240"
"HR";"57.810"
"CU";"0.310"
"CY";"55.280"
"CZ";"94.820"
"KP";"0.000"
"DK";"88.490"
"DJ";"3.030"
"DM";"33.930"
"DO";"23.330"
"EC";"18.050"
"EG";"7.840"
"SV";"19.250"
"GQ";"5.970"
"ER";"0.000"
"EE";"76.500"
"ET";"0.070"
"FK";"0.000"
"FO";"79.260"
"FJ";"13.460"
"FI";"90.820"
"FR";"68.870"
"GF";"49.040"
"PF";"24.190"
"GA";"22.590"
"GM";"11.030"
"GE";"15.530"
"DE";"79.330"
"GH";"3.890"
"GI";"50.130"
"GR";"79.480"
"GL";"52.460"
"GD";"41.310"
"GP";"66.650"
"GU";"50.600"
"GT";"16.280"
"GG";"74.430"
"GN";"1.200"
"GW";"0.100"
"GY";"18.350"
"HT";"3.560"
"HN";"5.390"
"HK";"108.350"
"HU";"78.330"
"IS";"97.120"
"IN";"3.040"
"ID";"8.390"
"IR";"5.010"
"IQ";"0.310"
"IE";"86.430"
"IL";"104.230"
"IT";"97.630"
"JM";"58.110"
"JP";"67.660"
"JE";"92.270"
"JO";"24.560"
"KZ";"8.740"
"KE";"4.660"
"KI";"0.590"
"KR";"69.600"
"KW";"65.460"
"KG";"2.760"
"LA";"2.010"
"LV";"52.890"
"LB";"21.490"
"LS";"6.570"
"LR";"1.520"
"LY";"2.260"
"LI";"72.840"
"LT";"61.570"
"LU";"120.490"
"MO";"79.110"
"MG";"1.640"
"MW";"1.100"
"MY";"45.060"
"MV";"21.990"
"ML";"2.060"
"MT";"71.920"
"MH";"1.150"
"MQ";"70.420"
"MR";"11.870"
"MU";"38.250"
"YT";"19.910"
"MX";"28.490"
"FM";"5.490"
"MD";"11.410"
"MC";"45.790"
"MN";"12.920"
"ME";"99999999999998"
"MS";"40.260"
"MA";"24.660"
"MZ";"2.210"
"MM";"0.140"
"NA";"11.260"
"NR";"99999999999998"
"NP";"0.330"
"AN";"110.130"
"NL";"81.480"
"NC";"43.160"
"NZ";"64.620"
"NI";"8.910"
"NE";"0.650"
"NG";"2.390"
"NU";"34.190"
"MP";"27.620"
"NO";"88.860"
"OM";"24.900"
"PK";"1.630"
"PS";"7.680"
"PA";"21.580"
"PG";"0.290"
"PY";"31.570"
"PE";"10.880"
"PH";"27.110"
"PL";"45.270"
"PT";"95.380"
"PR";"45.130"
"QA";"54.680"
"RE";"67.610"
"RO";"32.400"
"RU";"24.990"
"RW";"1.510"
"ST";"3.250"
"WS";"5.910"
"SM";"59.310"
"SA";"32.090"
"SN";"7.330"
"RS";"99999999999998"
"SC";"57.300"
"SL";"2.180"
"SG";"84.180"
"SK";"68.130"
"SI";"87.440"
"SB";"0.240"
"SO";"2.030"
"ZA";"35.380"
"SS";"99999999999998"
"ES";"87.260"
"LK";"7.250"
"SH";"0.000"
"KN";"46.510"
"LC";"61.500"
"PM";"99999999999998"
"VC";"58.060"
"SD";"1.790"
"SR";"34.510"
"SZ";"7.820"
"SE";"98.320"
"CH";"84.880"
"SY";"6.800"
"TW";"115.660"
"TJ";"0.720"
"TZ";"3.490"
"MK";"37.790"
"TH";"33.490"
"TL";"2.090"
"TG";"4.520"
"TK";"0.000"
"TO";"11.220"
"TT";"26.190"
"TN";"19.290"
"TR";"42.200"
"TM";"0.200"
"TC";"82.700"
"TV";"0.000"
"UG";"2.920"
"UA";"13.660"
"AE";"79.430"
"GB";"91.060"
"US";"55.390"
"UY";"14.960"
"UZ";"1.240"
"VU";"3.920"
"VE";"27.120"
"VN";"3.310"
"VI";"45.500"
"WF";"0.000"
"YE";"3.470"
"ZM";"2.110"
"ZW";"2.880"
