;redes_29
"AF";"49.970"
"AL";"119.860"
"DZ";"99.900"
"AS";"99999999999998"
"AD";"77.480"
"AO";"50.940"
"AI";"184.730"
"AG";"131.620"
"AR";"152.810"
"AM";"115.300"
"AW";"131.610"
"AU";"106.640"
"AT";"159.530"
"AZ";"109.290"
"BS";"80.640"
"BH";"163.350"
"BD";"62.400"
"BB";"124.050"
"BY";"112.720"
"BE";"111.100"
"BZ";"51.210"
"BJ";"86.420"
"BM";"144.040"
"BT";"74.490"
"BO";"92.720"
"BA";"92.030"
"BW";"147.500"
"BR";"123.810"
"VG";"170.830"
"BN";"117.510"
"BG";"147.470"
"BF";"60.200"
"BI";"24.110"
"KH";"129.290"
"CM";"62.180"
"CA";"79.430"
"CV";"82.750"
"KY";"171.820"
"CF";"25.460"
"TD";"34.650"
"CL";"138.310"
"CN";"80.870"
"CO";"104.660"
"KM";"39.170"
"CD";"29.130"
"CG";"92.440"
"CK";"61.680"
"CR";"115.560"
"CI";"84.500"
"HR";"115.710"
"CU";"14.770"
"CY";"128.600"
"CZ";"127.720"
"KP";"6.840"
"DK";"129.980"
"DJ";"24.110"
"DM";"151.710"
"DO";"87.980"
"EC";"106.730"
"EG";"110.230"
"SV";"139.020"
"GQ";"48.250"
"ER";"6.690"
"EE";"150.930"
"ET";"22.200"
"FK";"120.960"
"FO";"120.660"
"FJ";"98.310"
"FI";"172.180"
"FR";"97.830"
"GF";"99999999999998"
"PF";"83.770"
"GA";"145.590"
"GM";"84.690"
"GE";"114.380"
"DE";"113.980"
"GH";"99.550"
"GI";"103.350"
"GR";"117.420"
"GL";"105.290"
"GD";"123.160"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"136.120"
"GG";"99999999999998"
"GN";"49.500"
"GW";"64.050"
"GY";"72.640"
"HT";"59.240"
"HN";"86.650"
"HK";"230.600"
"HU";"117.320"
"IS";"108.170"
"IN";"68.460"
"ID";"113.290"
"IR";"76.070"
"IQ";"81.630"
"IE";"107.170"
"IL";"119.820"
"IT";"162.700"
"JM";"95.560"
"JP";"109.890"
"JE";"99999999999998"
"JO";"112.410"
"KZ";"178.680"
"KE";"70.410"
"KI";"16.880"
"KR";"107.350"
"KW";"150.200"
"KG";"121.520"
"LA";"67.030"
"LV";"127.320"
"LB";"76.380"
"LS";"73.920"
"LR";"56.910"
"LY";"154.670"
"LI";"98.730"
"LT";"164.530"
"LU";"143.000"
"MO";"286.820"
"MG";"39.280"
"MW";"28.870"
"MY";"141.670"
"MV";"145.140"
"ML";"91.290"
"MT";"126.480"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"105.100"
"MU";"118.540"
"YT";"99999999999998"
"MX";"83.360"
"FM";"30.160"
"MD";"87.990"
"MC";"87.860"
"MN";"119.930"
"ME";"158.190"
"MS";"83.480"
"MA";"117.050"
"MZ";"34.290"
"MM";"7.310"
"NA";"94.830"
"NR";"64.900"
"NP";"60.070"
"AN";"99999999999998"
"NL";"117.440"
"NC";"89.440"
"NZ";"110.170"
"NI";"99.570"
"NE";"30.430"
"NG";"67.410"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"115.670"
"OM";"152.330"
"PK";"67.530"
"PS";"72.990"
"PA";"164.690"
"PG";"36.460"
"PY";"106.500"
"PE";"97.440"
"PH";"105.280"
"PL";"141.150"
"PT";"112.620"
"PR";"82.480"
"QA";"123.310"
"RE";"99999999999998"
"RO";"113.230"
"RU";"145.070"
"RW";"52.750"
"ST";"66.800"
"WS";"53.020"
"SM";"112.800"
"SA";"182.220"
"SN";"83.710"
"RS";"127.570"
"SC";"147.890"
"SL";"32.660"
"SG";"153.060"
"SK";"112.500"
"SI";"108.770"
"SB";"54.780"
"SO";"18.020"
"ZA";"129.050"
"SS";"21.260"
"ES";"108.130"
"LK";"94.650"
"SH";"0.000"
"KN";"144.510"
"LC";"123.550"
"PM";"99999999999998"
"VC";"116.160"
"SD";"76.850"
"SR";"105.960"
"SZ";"64.500"
"SE";"124.190"
"CH";"131.490"
"SY";"63.560"
"TW";"126.610"
"TJ";"81.650"
"TZ";"55.460"
"MK";"107.780"
"TH";"125.310"
"TL";"53.680"
"TG";"48.290"
"TK";"99999999999998"
"TO";"53.360"
"TT";"140.410"
"TN";"117.980"
"TR";"90.760"
"TM";"112.000"
"TC";"99999999999998"
"TV";"26.110"
"UG";"45.050"
"UA";"130.860"
"AE";"154.770"
"GB";"121.910"
"US";"97.290"
"UY";"147.060"
"UZ";"68.630"
"VU";"59.030"
"VE";"102.260"
"VN";"145.570"
"VI";"99999999999998"
"WF";"99999999999998"
"YE";"55.800"
"ZM";"71.600"
"ZW";"85.750"
