;redes_29
"AF";"52.970"
"AL";"126.280"
"DZ";"103.070"
"AS";"99999999999998"
"AD";"79.130"
"AO";"51.100"
"AI";"181.830"
"AG";"116.900"
"AR";"158.350"
"AM";"115.650"
"AW";"134.510"
"AU";"107.730"
"AT";"154.730"
"AZ";"107.940"
"BS";"76.080"
"BH";"168.020"
"BD";"73.970"
"BB";"108.920"
"BY";"117.250"
"BE";"110.440"
"BZ";"50.730"
"BJ";"96.230"
"BM";"150.230"
"BT";"71.160"
"BO";"100.240"
"BA";"96.760"
"BW";"152.540"
"BR";"133.940"
"VG";"183.800"
"BN";"115.550"
"BG";"144.320"
"BF";"65.840"
"BI";"26.420"
"KH";"134.890"
"CM";"72.340"
"CA";"80.440"
"CV";"96.030"
"KY";"167.950"
"CF";"30.230"
"TD";"34.730"
"CL";"135.490"
"CN";"88.890"
"CO";"106.240"
"KM";"46.860"
"CD";"39.590"
"CG";"98.070"
"CK";"64.730"
"CR";"151.110"
"CI";"88.280"
"HR";"110.360"
"CU";"17.490"
"CY";"127.580"
"CZ";"129.490"
"KP";"9.690"
"DK";"124.710"
"DJ";"27.220"
"DM";"129.250"
"DO";"89.490"
"EC";"106.160"
"EG";"111.020"
"SV";"143.850"
"GQ";"47.130"
"ER";"7.630"
"EE";"145.840"
"ET";"27.030"
"FK";"125.680"
"FO";"118.470"
"FJ";"105.760"
"FI";"136.320"
"FR";"99.070"
"GF";"99999999999998"
"PF";"88.980"
"GA";"151.060"
"GM";"99.440"
"GE";"123.410"
"DE";"123.100"
"GH";"106.380"
"GI";"99999999999998"
"GR";"110.580"
"GL";"107.070"
"GD";"125.580"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"139.240"
"GG";"99999999999998"
"GN";"64.460"
"GW";"55.900"
"GY";"73.220"
"HT";"68.640"
"HN";"89.710"
"HK";"237.430"
"HU";"117.770"
"IS";"108.940"
"IN";"69.320"
"ID";"124.280"
"IR";"84.260"
"IQ";"95.770"
"IE";"104.250"
"IL";"121.470"
"IT";"162.340"
"JM";"99.800"
"JP";"115.260"
"JE";"99999999999998"
"JO";"122.590"
"KZ";"176.470"
"KE";"71.010"
"KI";"18.430"
"KR";"108.990"
"KW";"178.140"
"KG";"118.540"
"LA";"71.020"
"LV";"125.340"
"LB";"73.630"
"LS";"84.550"
"LR";"59.510"
"LY";"165.190"
"LI";"104.320"
"LT";"152.330"
"LU";"144.730"
"MO";"299.080"
"MG";"36.850"
"MW";"31.910"
"MY";"144.770"
"MV";"157.310"
"ML";"119.850"
"MT";"131.520"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"101.060"
"MU";"122.170"
"YT";"99999999999998"
"MX";"87.120"
"FM";"30.270"
"MD";"90.790"
"MC";"93.400"
"MN";"100.300"
"ME";"158.490"
"MS";"88.790"
"MA";"125.420"
"MZ";"46.910"
"MM";"13.280"
"NA";"117.760"
"NR";"99999999999998"
"NP";"76.330"
"AN";"99999999999998"
"NL";"115.600"
"NC";"91.830"
"NZ";"105.500"
"NI";"114.520"
"NE";"38.020"
"NG";"74.050"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"112.110"
"OM";"151.350"
"PK";"70.300"
"PS";"72.260"
"PA";"161.640"
"PG";"39.510"
"PY";"109.090"
"PE";"97.470"
"PH";"104.410"
"PL";"148.720"
"PT";"113.900"
"PR";"83.640"
"QA";"147.100"
"RE";"99999999999998"
"RO";"114.160"
"RU";"152.020"
"RW";"60.450"
"ST";"67.000"
"WS";"52.360"
"SM";"113.860"
"SA";"177.340"
"SN";"93.010"
"RS";"129.300"
"SC";"147.460"
"SL";"57.790"
"SG";"157.400"
"SK";"114.440"
"SI";"110.520"
"SB";"57.340"
"SO";"39.470"
"ZA";"142.960"
"SS";"25.530"
"ES";"107.410"
"LK";"98.970"
"SH";"0.000"
"KN";"144.820"
"LC";"120.720"
"PM";"99999999999998"
"VC";"114.690"
"SD";"75.060"
"SR";"160.100"
"SZ";"70.230"
"SE";"124.950"
"CH";"135.850"
"SY";"62.050"
"TW";"127.290"
"TJ";"92.170"
"TZ";"54.200"
"MK";"107.780"
"TH";"137.720"
"TL";"54.880"
"TG";"60.530"
"TK";"99999999999998"
"TO";"54.590"
"TT";"144.180"
"TN";"115.410"
"TR";"91.920"
"TM";"114.140"
"TC";"99999999999998"
"TV";"31.430"
"UG";"48.110"
"UA";"138.440"
"AE";"178.360"
"GB";"121.710"
"US";"98.470"
"UY";"154.580"
"UZ";"71.620"
"VU";"50.270"
"VE";"101.910"
"VN";"135.230"
"VI";"99999999999998"
"WF";"99999999999998"
"YE";"65.860"
"ZM";"68.600"
"ZW";"90.560"
