;redes_29
"AF";"37.490"
"AL";"83.160"
"DZ";"92.290"
"AS";"99999999999998"
"AD";"76.420"
"AO";"35.960"
"AI";"182.970"
"AG";"144.180"
"AR";"128.640"
"AM";"75.870"
"AW";"126.170"
"AU";"102.120"
"AT";"136.610"
"AZ";"86.920"
"BS";"101.110"
"BH";"118.310"
"BD";"34.140"
"BB";"121.040"
"BY";"102.110"
"BE";"108.420"
"BZ";"51.530"
"BJ";"56.270"
"BM";"132.190"
"BT";"47.440"
"BO";"66.240"
"BA";"86.940"
"BW";"94.660"
"BR";"86.910"
"VG";"177.830"
"BN";"107.590"
"BG";"140.220"
"BF";"25.250"
"BI";"10.850"
"KH";"44.480"
"CM";"41.190"
"CA";"70.470"
"CV";"58.480"
"KY";"200.260"
"CF";"19.610"
"TD";"19.830"
"CL";"97.750"
"CN";"55.260"
"CO";"92.830"
"KM";"18.210"
"CD";"15.160"
"CG";"69.310"
"CK";"36.850"
"CR";"43.450"
"CI";"66.130"
"HR";"107.690"
"CU";"5.490"
"CY";"121.120"
"CZ";"124.560"
"KP";"0.280"
"DK";"123.650"
"DJ";"15.390"
"DM";"138.290"
"DO";"88.350"
"EC";"90.130"
"EG";"67.120"
"SV";"123.280"
"GQ";"22.000"
"ER";"3.270"
"EE";"117.570"
"ET";"4.740"
"FK";"113.570"
"FO";"117.470"
"FJ";"75.120"
"FI";"144.120"
"FR";"92.390"
"GF";"95.450"
"PF";"78.420"
"GA";"91.380"
"GM";"80.070"
"GE";"66.170"
"DE";"129.680"
"GH";"63.210"
"GI";"86.780"
"GR";"116.180"
"GL";"94.250"
"GD";"109.710"
"GP";"99999999999998"
"GU";"99999999999998"
"GT";"120.890"
"GG";"99999999999998"
"GN";"33.050"
"GW";"36.930"
"GY";"65.510"
"HT";"37.020"
"HN";"104.430"
"HK";"180.390"
"HU";"118.410"
"IS";"107.480"
"IN";"43.240"
"ID";"68.390"
"IR";"71.320"
"IQ";"67.290"
"IE";"102.990"
"IL";"124.130"
"IT";"150.960"
"JM";"105.420"
"JP";"90.460"
"JE";"99999999999998"
"JO";"88.170"
"KZ";"105.430"
"KE";"48.130"
"KI";"9.850"
"KR";"97.090"
"KW";"92.890"
"KG";"84.020"
"LA";"52.580"
"LV";"107.380"
"LB";"57.140"
"LS";"32.740"
"LR";"28.470"
"LY";"155.760"
"LI";"97.860"
"LT";"156.570"
"LU";"145.080"
"MO";"197.480"
"MG";"30.550"
"MW";"16.890"
"MY";"109.200"
"MV";"129.130"
"ML";"30.540"
"MT";"101.940"
"MH";"99999999999998"
"MQ";"99999999999998"
"MR";"62.240"
"MU";"87.360"
"YT";"99999999999998"
"MX";"72.030"
"FM";"26.450"
"MD";"52.160"
"MC";"62.960"
"MN";"84.290"
"ME";"207.780"
"MS";"61.950"
"MA";"79.120"
"MZ";"25.380"
"MM";"1.010"
"NA";"76.350"
"NR";"99999999999998"
"NP";"20.930"
"AN";"99999999999998"
"NL";"121.180"
"NC";"84.710"
"NZ";"108.710"
"NI";"59.020"
"NE";"16.430"
"NG";"48.260"
"NU";"99999999999998"
"MP";"99999999999998"
"NO";"110.930"
"OM";"137.730"
"PK";"56.480"
"PS";"45.480"
"PA";"169.490"
"PG";"20.400"
"PY";"91.690"
"PE";"85.170"
"PH";"81.960"
"PL";"116.910"
"PT";"110.640"
"PR";"72.790"
"QA";"122.500"
"RE";"99999999999998"
"RO";"121.740"
"RU";"160.770"
"RW";"24.350"
"ST";"47.320"
"WS";"99999999999998"
"SM";"97.480"
"SA";"168.270"
"SN";"54.990"
"RS";"135.320"
"SC";"121.570"
"SL";"18.380"
"SG";"138.650"
"SK";"101.800"
"SI";"103.190"
"SB";"9.690"
"SO";"5.470"
"ZA";"91.100"
"SS";"99999999999998"
"ES";"109.850"
"LK";"81.220"
"SH";"0.000"
"KN";"148.370"
"LC";"110.940"
"PM";"99999999999998"
"VC";"110.860"
"SD";"45.590"
"SR";"146.730"
"SZ";"56.280"
"SE";"112.100"
"CH";"120.490"
"SY";"48.120"
"TW";"117.130"
"TJ";"65.570"
"TZ";"39.110"
"MK";"93.920"
"TH";"98.610"
"TL";"32.130"
"TG";"34.550"
"TK";"99999999999998"
"TO";"51.160"
"TT";"139.700"
"TN";"93.110"
"TR";"88.000"
"TM";"42.590"
"TC";"99999999999998"
"TV";"9.580"
"UG";"28.630"
"UA";"119.460"
"AE";"139.200"
"GB";"121.940"
"US";"89.610"
"UY";"122.270"
"UZ";"58.310"
"VU";"57.060"
"VE";"98.380"
"VN";"112.170"
"VI";"99999999999998"
"WF";"99999999999998"
"YE";"36.180"
"ZM";"32.750"
"ZW";"28.900"
