;economia_21
"AF";"14.804"
"AO";"74.7"
"AL";"52.907"
"AE";"31.557"
"AR";"47.41"
"AM";"48.614"
"AU";"53.852"
"AT";"48.341"
"AZ";"56.278"
"BI";"87.262"
"BE";"40.53"
"BJ";"60.741"
"BF";"71.988"
"BD";"24.703"
"BG";"49.673"
"BH";"32.203"
"BS";"68.468"
"BA";"39.267"
"BY";"52.633"
"BZ";"36.131"
"BO";"57.971"
"BR";"47.462"
"BB";"64.49"
"BN";"51.299"
"BT";"51.068"
"BW";"48.927"
"CF";"64.302"
"CA";"56.766"
"TD";"64.591"
"CH";"56.962"
"CL";"34.692"
"CN";"72.297"
"CI";"48.442"
"CM";"70.952"
"CD";"71.506"
"CG";"65.672"
"CO";"35.752"
"KM";"31.765"
"CV";"42.946"
"CR";"34.565"
"CU";"34.71"
"CY";"47.644"
"CZ";"51.717"
"DE";"47.866"
"DJ";"46.092"
"DK";"58.222"
"DO";"45.632"
"DZ";"11.867"
"EC";"49.027"
"EG";"20.261"
"ER";"74.458"
"EH";"23.694"
"ES";"37.214"
"EE";"53.524"
"ET";"68.598"
"FI";"54.645"
"FJ";"39.376"
"FR";"48.155"
"GA";"36.185"
"GB";"52.197"
"GE";"59.297"
"GH";"72.593"
"GN";"62.681"
"GM";"45.729"
"GW";"64.979"
"GQ";"50.074"
"GR";"38.232"
"GT";"39.827"
"GU";"58.4"
"GY";"37.596"
"HK";"47.523"
"HN";"45.153"
"HR";"45.749"
"HT";"57.853"
"HU";"39.653"
"ID";"49.024"
"IN";"35.13"
"IE";"41.502"
"IR";"10.66"
"IQ";"8.558"
"IS";"69.555"
"IL";"51.119"
"IT";"33.959"
"JM";"60.109"
"JO";"12.397"
"JP";"50.085"
"KZ";"65.496"
"KE";"70.053"
"KG";"55.477"
"KH";"77.071"
"KR";"48.979"
"KW";"43.655"
"LA";"79.794"
"LB";"19.913"
"LR";"51.781"
"LY";"22.506"
"LC";"50.844"
"LK";"35.809"
"LS";"68.981"
"LT";"53.622"
"LU";"36.364"
"LV";"51.956"
"MO";"55.49"
"MA";"24.48"
"MD";"50.009"
"MG";"84.104"
"MV";"29.974"
"MX";"37.541"
"MK";"42.421"
"ML";"35.452"
"MT";"28.545"
"MM";"60.135"
"ME";"43.716"
"MN";"53.687"
"MZ";"86.885"
"MR";"30.063"
"MU";"39.355"
"MW";"75.965"
"MY";"44.754"
"NA";"48.306"
"NC";"61.262"
"NE";"67.905"
"NG";"47.292"
"NI";"34.215"
"NL";"48.34"
"NO";"58.483"
"NP";"81.621"
"NZ";"56.416"
"OM";"21.575"
"PK";"13.61"
"PA";"43.245"
"PE";"52.778"
"PH";"47.01"
"PG";"69.465"
"PL";"50.556"
"PR";"33.806"
"KP";"77.162"
"PT";"49.885"
"PY";"53.413"
"PS";"10.256"
"PF";"48.415"
"QA";"40.417"
"RO";"58.71"
"RU";"53.732"
"RW";"85.871"
"SA";"15.104"
"SD";"28.512"
"SN";"33.415"
"SG";"51.11"
"SB";"61.583"
"SL";"63.648"
"SV";"41.756"
"SO";"19.491"
"RS";"47.549"
"SS";"70.877"
"ST";"36.349"
"SR";"33.893"
"SK";"52.304"
"SI";"51.337"
"SE";"59.26"
"SZ";"37.605"
"SY";"20.92"
"TG";"80.499"
"TH";"67.349"
"TJ";"46.298"
"TM";"51.404"
"TL";"41.685"
"TO";"45.004"
"TT";"46.884"
"TN";"23.125"
"TR";"30.382"
"TW";"45.678"
"TZ";"81.843"
"UG";"63.365"
"UA";"53.163"
"UY";"49.766"
"US";"58.084"
"UZ";"51.153"
"VC";"48.318"
"VE";"45.116"
"VI";"59.164"
"VN";"72.95"
"VU";"61.244"
"WS";"25.225"
"YE";"18.707"
"ZA";"43.536"
"ZM";"73.511"
"ZW";"67.516"
